episode,category,isc_rTPJ,isc_visual_cortex,isc_auditory_cortex
s01e02a,Language,0.03431566125027101,0.2500826399454564,0.07424301166437006
s01e02a,Logic,0.14433134359665825,0.56434917199948,0.18466017232016788
s01e02a,Identity,0.3154210306463496,0.35864414520862314,0.28851623833331574
s01e02b,Language,0.15560177704245357,0.5160435779453639,0.19152955758054904
s01e02b,Logic,0.12389331157044219,0.333579540628457,0.24806631277633193
s01e02b,Identity,-0.031125900723791688,0.41834697594687914,-0.03744146641502293
s01e03a,Language,0.229228903796893,0.34353420339477864,0.22570145031800118
s01e03a,Logic,-0.007523586410938051,0.45960892179523377,0.16694297066552125
s01e03a,Identity,0.07524238925087941,0.3536051191278034,0.273604581414781
s01e03b,Language,0.35307796857831925,0.5066736870155162,0.23311191109289273
s01e03b,Logic,0.0008077029768150552,0.32274201263920604,0.14333873011852044
s01e03b,Identity,0.3821145438395135,0.7736775556660191,-0.08119297806266557
s01e04a,Language,0.18473743870778303,0.47582678765866765,0.14870399312115934
s01e04a,Logic,0.15951544868925957,0.47100335237182617,0.18709976129737935
s01e04b,Language,0.16657066383955607,0.4872636904130833,0.4309607210522269
s01e04b,Logic,0.13677960851779616,0.3247265824058014,0.18092524819378894
s01e04b,Identity,-0.13585099319335864,0.08151780306914917,-0.04069168509323197
s01e05a,Language,0.1615509143388147,0.35650702148191676,0.1073738961626794
s01e05a,Logic,0.20591583380148112,0.2992367691343267,0.05990144814035322
s01e05a,Identity,0.06375987762161027,0.48636679822073536,0.11343362770673636
s01e05b,Language,0.07170975049553148,0.4076570462274473,0.24440667495299082
s01e05b,Logic,0.13358228382001922,0.318603436496004,0.09675317978400692
s01e05b,Identity,-0.0022472079781720978,0.47433807658737287,0.5169616694254598
s01e06a,Language,0.042447591018334695,0.3942221791742259,0.3464022804702298
s01e06a,Logic,0.13424971872872526,0.4062148810965656,0.3163924942322473
s01e06a,Identity,0.25829672332686676,0.636138183075657,0.2998796853001182
s01e06b,Language,0.1547607226119513,0.5745603639669822,0.34371996478618766
s01e06b,Logic,0.13027663432472164,0.4195951962021567,0.22701731528362576
s01e06b,Identity,0.08081649512133042,0.5105536513446832,0.22577878990981573
s01e07a,Language,0.11467634046883006,0.4024664665026079,0.11083952766387055
s01e07a,Logic,0.19978985071291902,0.44018313353605104,0.09589389781767449
s01e07b,Language,0.15356933531443193,0.5644665896801934,0.15775786005833664
s01e07b,Logic,0.04424357742293733,0.30423251881939556,0.2668730827537194
s01e07b,Identity,0.3399652588950645,0.15428520513226587,0.2332100859525513
s01e08a,Language,0.3455860513610683,0.47183443513549594,0.08396589545956941
s01e08a,Logic,0.08339736729786111,0.2909738170619907,0.07205620862209686
s01e08a,Identity,0.2825813178959629,-0.10673496308855497,0.18698646993833948
s01e08b,Language,0.20976018886785078,0.2350430712562127,0.15422715330394318
s01e08b,Logic,0.09110149262389337,0.28429957414149615,0.11440432084716767
s01e08b,Identity,0.14821786731482892,0.4625178308041115,0.04892906754613196
s01e09a,Language,0.05210445581453115,0.1549228638983832,0.11893219669553756
s01e09a,Logic,-0.03858411118647342,0.16797619273724887,0.12356709756138508
s01e09a,Identity,0.03565349295803617,0.2933636557871993,-0.08205059270409362
s01e09b,Language,0.36285741894889095,0.4444219714769327,0.24463997099301418
s01e09b,Logic,0.11618964775481473,0.40824024445336465,0.1534223633681817
s01e09b,Identity,-0.06269130161504599,0.10705156064591555,0.4073034108995932
s01e10a,Language,0.11055237974166428,0.45901499283699954,0.14387314393255715
s01e10a,Logic,0.14530903717501079,0.26530778645166775,0.12343758215856915
s01e10a,Identity,-0.03291350200328375,-0.14479764584365964,0.35870020914533973
s01e10b,Language,0.02004985235556066,0.34618028862547545,0.1709331781223671
s01e10b,Logic,0.12063678722836162,0.32873422328843754,0.11934545732087647
s01e10b,Identity,0.0967789751579871,0.27314419460522243,0.18325368364177255
s01e11a,Language,0.2723701352326298,0.3013231097880702,0.05166126820730247
s01e11a,Logic,0.2564651087427162,0.3540417234420494,0.10951990757911394
s01e11a,Identity,0.26081983538267445,0.06513237152007298,-0.03381830163928957
s01e11b,Language,0.238261601808847,0.30237134556004813,0.10065586258695851
s01e11b,Logic,0.09743083881211438,0.2067997099238553,0.1653536182645158
s01e12a,Language,0.07848696645119149,0.481771726546606,0.23153822816892622
s01e12a,Logic,0.2620635771451883,0.381953814453007,0.14837338392841812
s01e12b,Language,0.18202902754680197,0.423861572575015,0.2331309592526762
s01e12b,Logic,0.06338915072736505,0.41616869595015465,0.2199939507572144
s01e13a,Language,0.18142050631712356,0.4539122406033644,0.13983520307779665
s01e13a,Logic,0.11732978840896723,0.3194992233346403,0.03395339744564551
s01e13b,Language,0.08877914092648144,0.380769756853704,0.146791826977645
s01e13b,Logic,0.1367396603759523,0.37614197270250055,0.018799000644888538
s01e13b,Identity,0.16028267232512472,0.5570904907134697,0.0669331430042081
s01e14a,Language,0.26737535602500495,0.2208835702740782,0.12565142848202746
s01e14a,Logic,0.1832512185553631,0.3867911553497992,0.18957652207217976
s01e14a,Identity,0.26893457118404257,0.46049832747691316,0.11281127531918145
s01e14b,Language,0.08960022481325425,0.3572505145763669,0.10036623928695448
s01e14b,Logic,0.07537098984961589,0.27980136811492656,0.07012351789006764
s01e14b,Identity,0.012009489717657121,0.42394868577391653,0.21424729029460102
s01e15a,Language,0.13284077893821059,0.3859858923650254,0.12893245961010566
s01e15a,Logic,0.03134464155679333,0.43539668125515685,0.18735820702309158
s01e15a,Identity,0.11683717135496685,0.6860523063299594,0.07538408882794975
s01e15b,Language,0.054489702679268025,0.3008659886057741,0.19011991298958317
s01e15b,Logic,0.1458894194815369,0.2883276708333514,0.2644940685520406
s01e15b,Identity,0.02599931211915135,0.3233130094754349,-0.02855893547987336
s01e16a,Language,0.17337085407327432,0.39914456059683007,0.03470101180780994
s01e16a,Logic,0.02621436013788515,0.34758037263171665,0.060659841745366594
s01e16a,Identity,0.030224609310139983,0.24403351453685573,0.11960061304588
s01e16b,Language,0.09688188871503745,0.3694891425301499,0.133628447459066
s01e16b,Logic,0.06488251575256292,0.34141651978104565,0.19569140304060237
s01e16b,Identity,-0.010883329627975077,0.3396829939683919,0.014349384053102016
s01e17a,Language,0.006068848441949141,0.5248123066040257,0.20326435563676284
s01e17a,Logic,0.14866052737780716,0.4322694331125368,0.2596966889970012
s01e17a,Identity,0.11460798857749414,0.50756572148852,0.08115490916323297
s01e17b,Language,0.013211963762392859,0.44904019555563796,-0.07266812703319141
s01e17b,Logic,0.23485815744006902,0.5483845745397744,0.2755301889334496
