episode,category,isc_rTPJ,isc_visual_cortex,isc_auditory_cortex
s01e17b,Identity,0.3736179280629999,0.5762923184442896,0.37111723745345415
s01e18a,Language,0.14771437087524172,0.182812845283531,0.038364981566217954
s01e18a,Logic,0.05941867019924477,0.28900965145341906,0.14054592095999976
s01e18a,Identity,0.11062419644003757,0.3674808880471692,0.01789064802540423
s01e18b,Language,0.13552910190902426,0.4336789636280107,0.24577159945111723
s01e18b,Logic,0.014696179904625415,0.3156809962340828,0.14651071874746405
s01e18b,Identity,0.08966094889670455,0.2803004030534471,0.20489540625783573
s01e19a,Language,0.18407934767766734,0.40446185919185756,0.25721322254361145
s01e19a,Logic,0.06648320814222795,0.4261218020886341,0.13999963212690988
s01e19a,Identity,-0.17018767691441128,0.33989973056279776,0.06569451616059362
s01e19b,Language,0.13181123812822645,0.43713700733889943,0.10703423983874942
s01e19b,Logic,-0.019250165148941067,0.3937447095186917,0.20767947170559423
s01e19b,Identity,-0.03537217403877454,0.11754474219156565,0.19126897250364708
s01e20a,Language,0.034833659768827956,0.1029876440244691,0.0619367663335876
s01e20a,Logic,0.09914666176954623,0.39372389126060736,0.16807481977983205
s01e20a,Identity,0.16043102540930596,0.04038173802974465,-0.01160380856093409
s01e20b,Language,0.14317489125407692,0.44840998255834963,0.2665791793923373
s01e20b,Logic,0.1977362206279837,0.5160889770952221,0.1623909075517752
s01e20b,Identity,0.10212245670643494,0.4760930195211908,-0.010470309160217873
s01e21a,Language,0.06791457777322774,0.4249844958005713,0.20242438123822218
s01e21a,Logic,-0.05683297809707991,0.4691824161265414,0.24493572327338312
s01e21a,Identity,0.060175982396386975,0.4914419409925253,0.04033464549488171
s01e21b,Language,0.11476698881675039,0.5736063941815268,0.27890159167866024
s01e21b,Logic,0.1263972694942194,0.428296169972977,0.17509745190600876
s01e21b,Identity,-0.13288684397137263,0.13880987843933165,0.08595214955110146
s01e22a,Language,0.10978839142901287,0.4371323980337635,0.22972599880686514
s01e22a,Logic,0.06505096105251246,0.39260972373486247,0.14040219199876094
s01e22b,Language,0.286877014967727,0.40743040403377745,0.11693299562894209
s01e22b,Logic,0.15626974020917805,0.4224126914115942,0.2397036166501829
s01e22b,Identity,-0.04152519757546475,0.45297945090705477,0.021278044385323377
s01e23a,Language,0.3518876337725912,0.4759931233999646,0.14597299318747148
s01e23a,Logic,0.20083366798208993,0.360274503534451,0.2334104723221497
s01e23a,Identity,-0.2568497237569458,0.046721129135140226,0.15448740253380083
s01e23b,Language,0.18507048604880905,0.5432756962884714,0.15138457491068535
s01e23b,Logic,0.04279158413500414,0.3246005892819032,0.329334176542633
s01e23b,Identity,0.0996770885613207,0.4350422494852382,0.16719337387267932
s01e24a,Language,0.25064788881217304,0.4562779352034067,0.1542939641670225
s01e24a,Logic,0.10866744126917065,0.27978444845521633,0.13775648235423446
s01e24b,Language,0.12088026598686048,0.43149839920334326,0.14453318912404084
s01e24b,Logic,0.20948253382334436,0.46540981108258334,0.2610026175577793
s01e24b,Identity,0.4249824240164108,0.14181485169892682,-0.04315133279387595
s02e01a,Language,0.13972483096571858,0.3772914542444077,0.08659554829151457
s02e01a,Logic,0.32016138043305625,0.3899484813903454,0.19371544669992288
s02e01a,Identity,-0.09962349566856654,-0.008724534056413255,-0.05260285328560874
s02e01b,Language,0.04102828309826414,0.31502130159888936,0.23767813489687972
s02e01b,Logic,0.13590709198499398,0.33816007099027495,0.21750642440612997
s02e01b,Identity,0.16613711412419233,0.2944243415515788,0.36467471446896466
s02e02a,Language,0.08077684439358446,0.4557965857545092,0.2449526947814427
s02e02a,Logic,0.17584823942872607,0.38763096975461925,0.09254684658498369
s02e02a,Identity,0.20815584236299164,0.2193572397104682,0.06530063138963414
s02e02b,Language,-0.04135534250768481,0.3567305519112716,0.18712151278315195
s02e02b,Logic,0.07286182956935208,0.32767352924362064,0.23727448891626834
s02e02b,Identity,-0.0976742174237184,0.13237362165445823,0.26867100781081277
s02e03a,Language,0.1164914761669343,0.35383673758271666,0.18357805555675108
s02e03a,Logic,0.1336292488949042,0.4127240778341312,0.1396935741362135
s02e03a,Identity,-0.014366751323323315,0.18930994484615649,-0.1534973419002459
s02e03b,Language,-0.043219016782126925,0.32908150884427023,0.3275011895194338
s02e03b,Logic,0.20683751471467451,0.3461708286950395,0.19165920019783833
s02e03b,Identity,0.1952384939503274,0.19960350138943195,0.10581977392431237
s02e04a,Language,0.030637214034117854,0.3356800952227689,0.14141294086956635
s02e04a,Logic,0.17554389782189675,0.33087727378229265,0.2037595063750842
s02e04a,Identity,-0.13187640646512303,0.48946157474710317,0.18889859929604336
s02e04b,Language,-0.15497611055178703,0.4089892326926576,0.1542536954533919
s02e04b,Logic,0.040861225748679106,0.44665287814818866,0.1381837188929311
s02e04b,Identity,0.020803794966930887,0.3476248250085569,0.19192073841856497
s02e05a,Language,0.10051355845820438,0.06149439848846371,0.1877005879619995
s02e05a,Logic,0.2181158213696964,0.30446380417775143,0.17350213861289496
s02e05a,Identity,0.09873486964270306,0.37995439082107607,0.11312263665101942
s02e05b,Language,0.05556500184865734,0.4532761018314763,0.2159521779937024
s02e05b,Logic,0.12045782948564838,0.3478667380866621,0.16009747512661285
s02e06a,Language,0.19855371552123915,0.39934413208879976,0.056064458830887315
s02e06a,Logic,0.2836480430697595,0.3086801433751067,0.13702899446447656
s02e06a,Identity,0.1501056447401425,0.5992383905942723,0.25489657077816646
s02e06b,Language,-0.008276227394769178,0.20396356201410248,0.13745564923141373
s02e06b,Logic,0.18570043102457187,0.36925357935790476,0.14733177142115586
s02e06b,Identity,0.3754065930100039,0.2382159151013599,0.13880508614260348
s02e07a,Language,0.3345952263409086,0.4611473891916114,0.1298930485910085
s02e07a,Logic,0.3533381619763134,0.4198153519926881,0.40482365878350063
s02e07a,Identity,-0.04912266630837344,0.22985419642029603,0.1727164677591548
s02e07b,Language,0.20977643315941116,0.4894593712212861,0.16869967546294395
s02e07b,Logic,0.18911606745501244,0.43907367020388066,0.17314919770740014
s02e07b,Identity,-0.03721311966763291,0.5713436438193612,-0.03043930730673126
s02e08a,Language,0.1287535406878426,0.4129688026828022,0.09254841233586696
s02e08a,Logic,0.1613683834672419,0.47632511617920265,0.2541600959562
s02e08a,Identity,0.11647459432652568,0.21411660215366987,0.17709496453536347
s02e08b,Language,0.40596858348609,0.4667297573378834,0.19201990037873706
s02e08b,Logic,0.32018834421037745,0.3926091976698601,0.244561684653944
s02e08b,Identity,0.3772442396132467,0.2629667534500382,0.1929037425490198
s02e09a,Language,0.023763120703012817,0.41254261544500964,0.2109417603138203
s02e09a,Logic,0.10189822805889982,0.3436970694791222,0.09862886971245287
s02e09a,Identity,0.1161408336074986,0.6390878368039058,0.21518697481769866
s02e09b,Language,0.03148914785239402,0.385910711625918,0.16465226730236715
s02e09b,Logic,0.09306234299451664,0.36992455653042905,0.17252045622820888
s02e09b,Identity,0.17839730956834335,0.10087254262520222,0.21866440597441061
s02e10a,Language,0.09058083114770797,0.4208865451337731,0.20990099090669753
s02e10a,Logic,0.0985009244431811,0.3087785686933211,0.16716479523882108
s02e10a,Identity,0.021430770417526085,0.17421125619321795,0.20385770419982407
s02e10b,Language,0.07267865278367257,0.46585645319783664,0.14339721714220502
s02e10b,Logic,0.08973602920702356,0.3935826147229126,0.08260360903629689
s02e10b,Identity,-0.04363253370474346,0.6706448341571577,0.25391036604853107
s02e11a,Language,0.14112508077332175,0.48907895880361085,0.391005501794693
s02e11a,Logic,0.0535897831854075,0.3522510113385273,0.12411214367641309
s02e11a,Identity,0.09458442968876742,0.3378273295625573,0.30843095658480585
s02e11b,Language,0.11218808082160163,0.37031117319720047,0.19543910150636487
s02e11b,Logic,0.2954220810372726,0.3897840195427924,0.22568367858528385
s02e11b,Identity,0.05854122844841277,0.3018969399122268,0.4540792770980287
s02e12a,Language,0.1336530014575672,0.4635496317730587,0.3771400360844564
s02e12a,Logic,0.16827252090081846,0.4878365461209148,0.3317826117954215
s02e12a,Identity,0.578227713428087,0.6809822039067285,0.47309531759963863
s02e12b,Language,0.1411148046367948,0.5885753278996332,0.42985384734812543
s02e12b,Logic,0.1618365774215796,0.3758210085690199,0.34529544959416847
s02e13a,Language,0.12116553253904648,0.4131313782890133,0.3228527126158872
s02e13a,Logic,0.22358000656070012,0.43566416243970957,0.37146856227507374
s02e13a,Identity,-0.033378000699363634,0.38326409129829503,0.19865876713278616
s02e13b,Language,0.1444798433270765,0.47835197845722793,0.40028253459180685
s02e13b,Logic,0.274666439146206,0.38309950541753107,0.2962853766892528
s02e13b,Identity,-0.028918243882243597,0.10760374939978701,0.3586392785766898
s02e14a,Language,0.09497562177425499,0.245413243538514,0.34381746419245274
s02e14a,Logic,0.33312771263894636,0.5578803512091597,0.22852524814286326
s02e14a,Identity,0.03475541217228779,0.1039562452987098,0.26617938385214485
s02e14b,Language,0.3284501667935993,0.30553562756335945,0.41315702380307845
s02e14b,Logic,0.4389071621012281,0.45039863208858405,0.2510640982032139
s02e14b,Identity,0.3205243171313576,0.418966911290409,0.43430817306506553
s02e15a,Language,0.21052663145824066,0.3121657364764843,0.2850546610244991
s02e15a,Logic,0.23848015053915073,0.531411083513572,0.20220993558163144
s02e15b,Language,0.22105223218531786,0.47691334828326526,0.322033155612693
s02e15b,Logic,0.2571790699855177,0.398422907490656,0.2772300141031661
s02e15b,Identity,0.11381909965875604,0.4568836826631864,0.17605476373069995
s02e16a,Language,0.3197676839409948,0.5795217851690063,0.27738898204755064
s02e16a,Logic,0.1787210062397896,0.5211167534668885,0.20203936975477632
s02e16a,Identity,0.24565777338795083,0.4471288947960284,0.36678938239962294
s02e16b,Language,0.4255890302929189,0.4288012080804127,0.2933421748751946
s02e16b,Logic,0.16522782766475738,0.29241351278488287,0.37007347052411815
s02e16b,Identity,0.24597816828302022,0.6792619854202883,0.3658827478164146
s02e17a,Language,0.22544684224540223,0.6362410244104812,0.2891948634739456
s02e17a,Logic,0.24204767008997163,0.4191495649309096,0.20675157234623434
s02e17a,Identity,0.06751797329780442,0.2389121810305516,0.24683422518297393
s02e17b,Language,0.05291591966204776,0.38057606209522626,0.27778773170085286
s02e17b,Logic,0.10951731547867098,0.3360784294659241,0.2677815958707754
s02e17b,Identity,0.33736942256306696,0.3271100248436615,0.41512205054271134
s02e18a,Language,0.08753442396598626,0.5072660010470794,0.04284978127757073
s02e18a,Logic,0.022026311391248887,0.32295926159608984,0.17174432054201835
s02e18a,Identity,0.11373976089467047,0.16473366504960477,0.414560409147743
s02e18b,Language,0.2479975296775719,0.3646132592250925,0.14136180075777008
s02e18b,Logic,0.18667536308396937,0.4383600616331882,0.22693023516097224
s02e18b,Identity,0.05014717519183997,0.48300712764110515,0.12483690335100757
s02e19a,Language,0.16133335390054998,0.45382895673639695,0.11263892603580768
s02e19a,Logic,0.13035068766727578,0.339225524715016,0.30240569294508796
s02e19a,Identity,0.05491237348500011,0.6386756530559322,0.16174686279815073
s02e19b,Language,0.34958787310464734,0.49801533575020485,0.15861636706468565
s02e19b,Logic,0.2828576474390239,0.3652390341714291,0.3158465750668241
s02e20a,Language,0.10181999636255123,0.4729592876383166,0.088106453137156
s02e20a,Logic,0.21692391712419445,0.28468987218475184,0.12953873715357941
s02e20a,Identity,0.019209574244481307,0.11961229350851162,-0.07320766955029462
s02e20b,Language,0.12685575913926012,0.39706215531208894,0.2281884161502251
s02e20b,Logic,0.13244478429748804,0.4907137343847618,0.1606735079069251
s02e20b,Identity,0.18005351059804678,0.29747104830201226,0.1809781648585268
s02e21a,Language,0.20636209185142151,0.4320882460911358,0.2939788242442024
s02e21a,Logic,0.10030811602195194,0.47973136611512784,0.17284424067146278
s02e21a,Identity,0.06513503035935808,-0.0494111588957755,0.23354839351889714
s02e21b,Language,0.16481694428659419,0.401351422527461,0.3836905751674528
s02e21b,Logic,0.0556125019178649,0.5024852866231418,0.24202955196588874
s02e21b,Identity,0.003734036833088622,0.33490121431219305,0.5061253714541659
s02e22a,Language,0.14911647296837133,0.31417219196902185,0.1292996462412186
s02e22a,Logic,0.2553888758845948,0.2992802309554156,0.20576127972338742
s02e22a,Identity,0.5053982520235732,0.5357950840118858,0.056484780913148125
s02e22b,Language,0.3127189254448937,0.5038157825716331,0.23336780543081773
s02e22b,Logic,0.21732944514593025,0.5402398606165283,0.2478711638743203
s02e23a,Language,0.3025248212632267,0.49604509194267804,0.044230615927912414
s02e23a,Logic,0.13471879756009966,0.5330521717535031,0.2922370593067862
s02e23a,Identity,0.3469883655498786,0.2904135335978132,0.008678870512068277
s02e23b,Language,0.05353079936907518,0.3824197050326676,0.14121603237273356
s02e23b,Logic,0.0010666635244919176,0.4360437534631146,0.12776376507108514
s02e23b,Identity,0.13822559945233018,0.37528127990039567,0.14573594737089393
s02e24a,Language,0.18608764172846914,0.40706290319900856,0.16224717628152138
s02e24a,Logic,0.028477246372219104,0.399722864119943,0.13827385493615393
s02e24b,Language,0.08626093922858334,0.2822316336267504,0.08293196306435117
s02e24b,Logic,0.10001834261351605,0.35036963755613254,0.1348352367848051
s02e24b,Identity,0.11000562397679343,0.38190256110994364,-0.009928252336844134
s03e01a,Language,0.1931505428248834,0.4147261223595539,0.28379093088890894
s03e01a,Logic,0.17160755987870188,0.4164131117200252,0.27252138211816757
s03e01a,Identity,-0.11171336093307821,0.404794929942038,0.09746360390517371
s03e01b,Language,0.07473406282560452,0.25283109539165977,0.1473101778671626
s03e01b,Logic,-0.03952778439759336,0.35684736859060656,0.24183311889156042
s03e01b,Identity,0.03863785008567199,0.3251781121284354,0.11113991484131447
s03e02a,Language,0.1757915448757044,0.4050891292849588,0.08160075570030782
s03e02a,Logic,0.061565838264600915,0.39397343149230085,0.16387223243737056
s03e02a,Identity,0.1156848905181056,0.0205639339705266,0.08852252694033745
s03e02b,Language,0.1710558605198944,0.1013846099895514,0.09805875002643893
s03e02b,Logic,0.16463049274971453,0.3308396366641972,0.21336294635894337
s03e02b,Identity,0.4595615351562716,0.2906293245101195,-0.014283626114497993
s03e03a,Language,0.28382652078625986,0.3679501969508749,-0.03885239294692722
s03e03a,Logic,0.25051454014040375,0.5635623710889269,0.06719824400440581
s03e03a,Identity,-0.10885642179078736,-0.10545716849995068,-0.008392732760020588
s03e03b,Language,0.4699006638028623,0.4268611593791381,0.28021966296919704
s03e03b,Logic,0.23671337075525375,0.2852355312702996,0.17192347387529447
s03e03b,Identity,0.00014134813038222763,0.16435966265835295,0.15521674506407718
s03e04a,Language,-0.0351599308979974,0.3064315081885959,0.2740054146072371
s03e04a,Logic,0.25877649251932966,0.3963969134074455,0.16831107486329241
s03e04a,Identity,0.08590388849214936,0.19805132904379877,0.2569871485449141
s03e04b,Language,0.21295511186132873,0.3195277836847145,0.14489314986595447
s03e04b,Logic,0.014944969916984538,0.3065889017890712,0.14853267131377426
s03e04b,Identity,0.07489970926753138,0.4998169298167496,0.30228816669117914
s03e05a,Language,0.12315117936250917,0.3063642086750967,0.374494551349044
s03e05a,Logic,0.13692369198816803,0.33514976425592796,0.07507769349214853
s03e05a,Identity,0.2644264618325928,0.18318475377328372,0.30237839719972376
s03e05b,Language,0.11295803056511607,0.5039252489109179,0.4195506863013599
s03e05b,Logic,0.11047164917184725,0.2795475606589343,0.06522292329329489
s03e05b,Identity,0.1565666050689387,0.49187399886702327,0.3851804464212925
s03e06a,Language,0.2909194042478751,0.5510234935716238,0.39195843483839665
s03e06a,Logic,0.21766609761466615,0.40238266023717495,0.10413192183112502
s03e06a,Identity,0.1603816810623636,0.25171859030648297,0.32823406942540684
s03e06b,Language,0.06020395058577375,0.3091742132944306,0.11066967080985152
s03e06b,Logic,0.13081645028661523,0.42657129548411127,0.16097246412373709
s03e06b,Identity,0.22061058653904428,0.35332636174220894,0.1028024025740228
s03e07a,Language,0.14053539558263958,0.530677349802645,0.22293023844056523
s03e07a,Logic,0.12676315531495655,0.44606880729494947,0.09933712068284438
s03e07a,Identity,0.1982805741052057,0.3504472175904196,0.039186545718375466
s03e07b,Language,0.08311397052006776,0.39496102203683875,0.2977546934657266
s03e07b,Logic,0.2860295722698393,0.5058136121748419,0.27474022997286085
s03e07b,Identity,0.2811911452074583,0.33476662672430885,0.3207592973182372
s03e08a,Language,-0.046364025901486895,0.2621576231115185,0.1604360108913537
s03e08a,Logic,0.09532267540499091,0.3556003945710888,0.17016265000813505
s03e08b,Language,0.18421310841651106,0.350029421297335,0.2821350828088851
s03e08b,Logic,0.23600826102008018,0.3563234147610042,0.3447608506575521
s03e09a,Language,0.1570200879266907,0.41049910334584166,0.11218443711906691
s03e09a,Logic,0.16831543015830205,0.35478350960554933,0.05949996195306648
s03e09a,Identity,0.2815787041763371,0.12433297069660876,0.12855480817368073
s03e09b,Language,0.4336349982167436,0.3501846572532228,0.1730080629196241
s03e09b,Logic,0.18028129912292257,0.2699961680191027,0.291166554222569
s03e09b,Identity,-0.03966019098517932,0.14371197160081134,0.17447160346705512
s03e10a,Language,0.07467106054916413,0.4147046017167489,0.23313886606235676
s03e10a,Logic,0.1687900424548451,0.3967964975232965,0.08327512928038665
s03e10a,Identity,0.11684336165119057,0.08843274441379141,0.32012373445698544
s03e10b,Language,0.15315202299076616,0.48787686120883467,0.06397963330913008
s03e10b,Logic,0.10023437018103408,0.45206130626151847,0.08132268684286248
s03e10b,Identity,0.11531958349587379,0.5526414868809126,0.1516675926664428
s03e11a,Language,0.34411402034552613,0.36725730058587175,0.04003029594994357
s03e11a,Logic,0.14611869457840845,0.30299224839891736,0.11892947656262975
s03e11a,Identity,0.01377106492137222,0.17957334899999433,0.2497263298643915
s03e11b,Language,0.2171100732978015,0.29639698582228796,0.249826461514063
s03e11b,Logic,0.028136721963109776,0.4540853290369002,0.26728515164898653
s03e12a,Language,0.20570871657979528,0.3408456665782737,0.13152066867934134
s03e12a,Logic,0.08931614103301444,0.23032652328464798,0.28503618466393693
s03e12a,Identity,0.17212566883045344,0.33655120476647055,0.09395056137543405
s03e12b,Language,0.2684006797615404,0.40283628029965657,0.28031714514843936
s03e12b,Logic,0.04316004104850418,0.4407249005044939,0.21333810598062997
s03e13a,Language,0.4866230062414117,0.41649445937636614,0.1005784356596977
s03e13a,Logic,0.15404656645472906,0.3698010028780782,0.11092779914912644
s03e13a,Identity,0.25808051026872086,0.44575208130567967,0.06812407096501048
s03e13b,Language,0.34566293631781914,0.47658858013524547,0.19288643100826666
s03e13b,Logic,0.2874851915170396,0.34982585901064017,0.17496282857275802
s03e13b,Identity,0.09741008969404734,0.07656368187468746,0.2067258419749268
s03e14a,Language,0.07376429816210522,0.3944009512961191,0.1152182493089544
s03e14a,Logic,0.11507865609994028,0.36171737566501005,0.13844644414006466
s03e14a,Identity,0.3299538684455744,0.6115038430885881,0.19709074587505673
s03e14b,Language,0.3683901442725795,0.3720434577212493,0.2029868977622047
s03e14b,Logic,0.2188899178437589,0.5173277673795605,0.2207386297180508
s03e14b,Identity,0.25169017182263537,0.3752540718101869,-0.019683066024783494
s03e15a,Language,0.12229554410863297,0.370721740375957,0.18547137702333993
s03e15a,Logic,0.15337796596049283,0.4982075425293269,0.1536580516255488
s03e15a,Identity,0.37208901627485425,0.39077649669730685,0.09331036510260293
s03e15b,Language,0.02800404462569854,0.5346442405764515,0.2850743427842736
s03e15b,Logic,0.22068165028180517,0.44949502056174695,0.1341518867038787
s03e15b,Identity,0.3252307609812735,0.3098374086775216,0.04218190710016487
s03e16a,Language,0.21106447875034398,0.4478650728111962,0.28905392373682465
s03e16a,Logic,0.2703196681594857,0.528488766117971,0.12450437224253648
s03e16a,Identity,0.287757486719523,0.3277294489797942,-0.08119207757865682
s03e16b,Language,0.30292893064779364,0.6290154360082821,0.2009330826623339
s03e16b,Logic,0.14114134477903453,0.4379801641175827,0.1898625293014481
s03e16b,Identity,0.21357804012929174,0.32864850881725166,0.05860322974129636
s03e17a,Language,0.27527522112297403,0.49533916949506,0.21107247625980985
s03e17a,Logic,0.17632455698116808,0.21727372592616045,0.0926582126206757
s03e17a,Identity,0.4132959223405706,0.39451727090154814,0.39421824094295804
s03e17b,Language,0.06462728182207306,0.3702964160989119,0.37334374090400524
s03e17b,Logic,0.23514161453844043,0.44009516577567975,0.2390143098420815
s03e17b,Identity,0.17786334387056044,0.36962828295691824,-0.07123025078542357
s03e18a,Language,0.13053282020364423,0.2536210061651376,0.0120732601023771
s03e18a,Logic,0.1506313768352487,0.43769035199360484,0.10709671284619497
s03e18a,Identity,0.40253643520285903,0.5320674612953995,-0.10327762867449852
s03e18b,Language,0.07302271913833139,0.45942490265933866,0.1306520843085976
s03e18b,Logic,0.060326151826997444,0.37478304893402936,0.1842761958744433
s03e18b,Identity,0.18896334267304013,0.2262924752207721,0.16294618781421935
s03e19a,Language,0.18470034657922577,0.3508248200800346,0.14219955971461837
s03e19a,Logic,0.1624702143520653,0.2638222596918934,0.16616017840476038
s03e19a,Identity,-0.06305026527943776,0.2854548590636663,0.21145438020008656
s03e19b,Language,0.1684259294991152,0.52907881195409,0.06312568811004533
s03e19b,Logic,0.23789031426610377,0.3956390177349547,0.0688367796995124
s03e19b,Identity,0.11609218993653177,0.23274663453233732,0.016999726520881445
s03e20a,Language,-0.012730610867777546,0.12498875129500886,0.07220127370743042
