episode,season,category,isc_rTPJ,isc_visual_cortex,isc_auditory_cortex
s01e24a,1,Logic,0.14025065117409738,0.24455311794201606,0.09787614472127408
s01e24b,1,Language,0.14052806840642232,0.3439909294817795,0.04612878796878379
s01e24b,1,Logic,0.2013893338363629,0.353873253679881,0.5000499050963712
s02e01a,2,Language,0.26309419242080107,0.22878900939210836,0.043450873927253136
s02e01a,2,Logic,0.4717618717387772,0.34452629600281753,0.30490326683521723
s02e01b,2,Language,0.27895993950959747,0.31643667408209497,0.16926915672951848
s02e01b,2,Logic,0.02489646040898015,0.3257008572010917,0.431351499233463
s02e02a,2,Language,0.13466082358383433,0.5555065467005065,0.17568959308245213
s02e02a,2,Logic,0.12894911828164596,0.40414026461929975,0.1547993511388719
s02e02b,2,Language,0.3566028462912127,0.4965697609179976,-0.017340320217208882
s02e02b,2,Logic,-0.008940236130121173,0.44775566057038185,0.2457023717447356
s02e03a,2,Language,-0.13853936391463242,0.016441936170829053,0.4902690955171511
s02e03a,2,Logic,0.16672378190350354,0.3697654826591195,0.14993605374742697
s02e03b,2,Language,-0.09162342976935194,0.18446074796164535,0.04268873876526983
s02e03b,2,Logic,0.1249149088326982,0.21827904056098388,0.2444130140495202
s02e03b,2,Identity,0.10497235513783688,0.44799871379331013,0.15430985451447324
s02e04a,2,Language,0.2362705532405419,0.29559678441870213,0.32575676285959093
s02e04a,2,Logic,0.15784733918294408,0.28065815724111703,0.2547871557144569
s02e04b,2,Language,0.0886290976314581,0.5614108579448952,-0.0017533304940903955
s02e04b,2,Logic,0.07939126613525975,0.4141245225805891,0.3136783707916895
s02e04b,2,Identity,-0.12368952536618001,0.29553459246691294,0.20595384866037125
s02e05a,2,Language,0.057395134189485386,0.14654259835423325,0.45225907393092957
s02e05a,2,Logic,0.28990973807628784,0.3501597666523699,0.30916859461081797
s02e05b,2,Language,0.2756263774270508,0.3041343087734733,0.37674877855030403
s02e05b,2,Logic,0.05506950869004918,0.31961407273305437,0.01414213744157961
s02e06a,2,Language,0.3863089911928967,0.37975245243581474,0.134125729361135
s02e06a,2,Logic,0.29103957727309454,0.4049083219587632,0.07081247307804613
s02e06a,2,Identity,0.616767652548403,0.5337175327272285,0.3888897204161072
s02e06b,2,Logic,0.21814843771984424,0.29565142958726665,0.32684207322148545
s02e06b,2,Identity,0.19485431815047094,0.4148138464356226,0.13701576509878302
s02e07a,2,Language,0.23117970157555676,0.26418218150161793,0.226385835215843
s02e07a,2,Logic,0.3620187990642904,0.44878169107633403,0.2671859489412035
s02e07b,2,Logic,0.24111277809314138,0.4893149121651585,0.13364783198520996
s02e08a,2,Language,0.1607295753774366,0.3889981117311851,0.2585916918061045
s02e08a,2,Logic,0.17440922145233503,0.2783476993872133,0.3602618234779293
s02e08a,2,Identity,0.12354259540906996,0.2539923170458038,0.22021699494911684
s02e08b,2,Language,0.03261238274059875,0.25996277788266503,0.15400227904125777
s02e08b,2,Logic,0.3822378918022821,0.36924151699777563,0.41127002871571766
s02e09a,2,Language,-0.017047000806300203,0.4180025751450797,0.2876267545520478
s02e09a,2,Logic,-0.04237466929028816,0.2850474635895337,0.18240963897780413
s02e09b,2,Language,-0.024578901996530844,0.49934623106717435,0.10212521771682374
s02e09b,2,Logic,0.31441993626498943,0.17937346996517722,0.2534776815759237
s02e10a,2,Language,0.1724297769720493,0.404303389482495,0.26003229718297977
s02e10a,2,Logic,0.152793337339343,0.15736833289848517,0.24733242983478357
s02e10a,2,Identity,0.1974194757410852,0.022348757610968367,0.11541630362820861
s02e10b,2,Language,0.08913946018018093,0.3400013805513827,0.2648834679814513
s02e10b,2,Logic,0.1407139385419084,0.3980214521532827,0.1590740760851441
s02e11a,2,Language,0.28975935339158154,0.269296958020675,0.19083947877712218
s02e11a,2,Logic,0.1024254731915415,0.32605623176135307,0.21208411953119255
s02e11a,2,Identity,-0.1784169237093073,0.18007032348799204,0.3793693200753288
s02e11b,2,Language,0.2529356710502984,0.489382673582643,0.3252229743776612
s02e11b,2,Logic,0.2024412650023284,0.4082480546722201,0.32452084127909014
s02e12a,2,Language,0.27100025245635934,0.3008467396036502,0.36337519311215444
s02e12a,2,Logic,0.20474812722834043,0.6109928387772305,0.4284431839283627
s02e12b,2,Language,0.29347793228228786,0.22534292483943688,0.37666576104064986
s02e12b,2,Logic,0.020986543848344835,0.3669035897975624,0.48055095383675545
s02e13a,2,Language,0.12181068871287605,0.5180362290910737,0.40233002207993734
s02e13a,2,Logic,0.26175097604856273,0.4746481121899919,0.5376355704028587
s02e13a,2,Identity,-0.08668523315824446,-0.19110954096256427,0.4851587721208979
s02e13b,2,Language,0.10653015179561438,0.4137434403030958,0.28861954457639677
s02e13b,2,Logic,0.2140729625258522,0.45121864807882367,0.41723643661766324
s02e13b,2,Identity,0.4251922523649436,0.5003718977455259,0.4793360108344013
s02e14a,2,Language,0.22453734633295372,0.3051545647408867,0.516776211768645
s02e14a,2,Logic,0.19214242879573293,0.44959664674273814,0.38045102932307734
s02e14b,2,Language,0.43083513757687003,0.46895223950579296,0.4580426795343986
s02e14b,2,Logic,0.36414850459709336,0.23246687977869043,0.40567017669778194
s02e14b,2,Identity,0.4529879696482353,0.20433005931291662,0.10648992222320064
s02e15a,2,Language,-0.13484534909094567,0.19482352703557537,0.41573653723601617
s02e15a,2,Logic,0.22076165314574694,0.5578404786268446,0.336758303279929
s02e15b,2,Language,0.36151892517122824,0.43046797978488405,0.30125438828739537
s02e15b,2,Logic,0.25961987772317713,0.41419620835091914,0.3040312722215953
s02e16a,2,Language,0.4512773484584054,0.3651561853121814,0.2998912324782075
s02e16a,2,Logic,0.3365399366068562,0.523095429033765,0.1903430371864314
s02e16b,2,Language,0.3048493179033976,0.14778345750564523,0.22141178025478295
s02e16b,2,Logic,0.16967290075993893,0.2855374322955365,0.37105322049157013
s02e16b,2,Identity,0.6378329032518079,0.6352781000683985,0.5560317982312593
s02e17a,2,Language,0.19958557984022499,0.541576478375001,0.4640542393260942
s02e17a,2,Logic,0.44585415420463886,0.5243518963689134,0.21112331810681195
s02e17a,2,Identity,0.3062283165338944,0.01551951063110619,0.39347090596023987
s02e17b,2,Language,0.18393423683741103,0.6460762839622657,0.19303241142691074
s02e17b,2,Logic,0.17186383458707147,0.30261403244088025,0.3405203306973003
s02e18a,2,Language,0.20029987022589635,0.4135349760899379,0.2647262875021977
s02e18a,2,Logic,0.19608244781430959,0.2629212144969291,0.2860768312895681
s02e18b,2,Language,0.2926292650724289,0.2376877140112926,0.3288735411076719
s02e18b,2,Logic,0.1984821680184764,0.4275018803291175,0.20116618359793467
s02e19a,2,Language,0.05963457590344603,0.6607617458203098,0.4359442307361004
s02e19a,2,Logic,0.23322873235648553,0.3102501614554251,0.31943538664938875
s02e19b,2,Language,0.2649143225458686,0.736145691954893,0.4002636664640149
s02e19b,2,Logic,0.3024311512685438,0.36241648845027763,0.29389409395602817
s02e20a,2,Language,0.17642056215622837,0.3119236071346718,0.28629107441076856
s02e20a,2,Logic,0.22252371333680643,0.4067982140090976,0.2527725573993385
s02e20a,2,Identity,0.027555004462044928,0.15438021982719471,0.29729078132844816
s02e20b,2,Language,0.022503000218504765,0.2034906069898409,0.32365572071968124
s02e20b,2,Logic,0.27557416142581,0.3396464975989677,0.16802463086296102
s02e20b,2,Identity,0.05638690190706643,0.7488913207371084,0.12847142766417471
s02e21a,2,Language,0.10255364372735898,0.4486759743816425,0.12826398629410177
s02e21a,2,Logic,0.49278515915280163,0.5772462787685347,0.36052839225393046
s02e21a,2,Identity,0.1628561747817408,0.4489384973048645,0.1756229253320103
s02e21b,2,Language,0.16343290904242475,0.25429218419652616,0.29921672157569656
s02e21b,2,Logic,0.1877145700554866,0.5698213654786403,0.13376092152190572
s02e22a,2,Language,0.12879708086327268,0.3431756336678695,0.24382190270984952
s02e22a,2,Logic,0.2569242427070757,0.3066474242815656,0.2147671857936032
s02e22b,2,Language,0.3271603781947933,0.5000227344238032,0.26570019686237956
s02e22b,2,Logic,0.38402540850749234,0.5743295630446119,0.27698601923599814
s02e23a,2,Language,0.29380188489896103,0.481608362883136,0.2542921700078274
s02e23a,2,Logic,0.28250500877626905,0.6298584351666311,0.22859555522850375
s02e23b,2,Language,0.025269178055224977,0.21556354537357558,0.3774710114613431
s02e23b,2,Logic,0.24790233174322637,0.5734678126114675,0.2612919387594836
s02e23b,2,Identity,0.04143459198401168,0.09464945248106228,0.381495056454932
s02e24a,2,Language,0.24320779228142542,0.22722468064694157,0.03977516347249994
s02e24a,2,Logic,0.20234685064557356,0.3496969026986885,0.1010334740651
s02e24b,2,Language,0.014428569631031988,0.6373037848596358,0.25331273089123285
s02e24b,2,Logic,0.07880516271573206,0.2890785571031355,0.35439718275372173
s03e01a,3,Language,0.03931122728289936,0.47750749661451847,0.2173088660039351
s03e01a,3,Logic,0.24017836730280662,0.4741228417297587,0.24538675988188818
s03e01a,3,Identity,0.7399546208792619,0.41634978500560155,-0.08080385515094445
s03e01b,3,Language,-0.09194176903599231,0.36921861981139986,0.172860368145923
s03e01b,3,Logic,0.019959604175427127,0.2545958654071509,0.2761823514274209
s03e01b,3,Identity,0.14342766951622307,0.396881469169263,0.323237636414735
s03e02a,3,Language,0.12933470763129937,0.32815884206618956,0.3538643493829812
s03e02a,3,Logic,0.3135045021750953,0.38559030632004454,0.18215316274327784
s03e02b,3,Language,0.0946203176914991,0.21798221102290105,0.26885836160403737
s03e02b,3,Logic,0.10599685734015592,0.2701629767001821,0.15674915043305304
s03e03a,3,Language,0.13022299520243594,0.32902717020515865,0.12164447874231425
s03e03a,3,Logic,0.1634682307508171,0.37754559760856904,0.04535141963927825
s03e03b,3,Language,0.2366938097320539,0.3282347580560055,0.06690865061771399
s03e03b,3,Logic,0.3971520130565795,0.27414791201072997,0.19891760801366443
s03e03b,3,Identity,0.023725582423389926,0.08531945501133124,0.14247889387169943
s03e04a,3,Language,0.24441013086843946,0.24277105997301082,0.5117257403476348
s03e04a,3,Logic,0.12211815691735917,0.3037899261201133,0.38395941868839306
s03e04a,3,Identity,-0.12312244091452508,0.21319139370586423,0.405829253215297
s03e04b,3,Language,0.24437662335829988,0.1255351226101211,0.042314339415956824
s03e04b,3,Logic,0.11433052937245536,0.4121468782960172,0.25343711976932654
s03e05a,3,Language,-0.011709899205986607,0.3307651368528303,0.399194869844904
s03e05a,3,Logic,0.23108297478170434,0.3154476879078103,0.1470005925542855
s03e05a,3,Identity,0.2941101498430343,0.37247288099590564,0.30464621929208296
s03e05b,3,Language,0.19211066502126295,0.46166021245879235,0.3107347922492285
s03e05b,3,Logic,0.08003085130475408,0.3119324800320456,0.39145119444363724
s03e06a,3,Language,0.13623592626496814,0.6362561477821481,0.3454623669265267
s03e06a,3,Logic,0.4167416128383912,0.3338456562975183,0.1141000825703623
s03e06a,3,Identity,0.17621878660621226,0.6067698202093387,0.2738827333790063
s03e06b,3,Language,0.33746609776426767,-0.0782757209178566,0.03442847749757615
s03e06b,3,Logic,0.19284696889057337,0.5166852588456794,0.21027980072091826
s03e06b,3,Identity,0.1150479528843048,-0.08798168098249433,-0.007222147619206143
s03e07a,3,Language,0.1525751276718931,0.34689849668105355,0.34366650420116845
s03e07a,3,Logic,0.14139100138576832,0.3660106033876966,0.25396141546203715
s03e07a,3,Identity,-0.10947637704867942,0.1763433302710684,-0.0375212443654597
s03e07b,3,Language,0.102778351947501,0.4944325122196464,0.14164354988748698
s03e07b,3,Logic,0.41868926193315475,0.4382695279580977,0.2164007134275515
s03e08a,3,Language,0.05843279969804227,0.45805988751709353,0.16366270898407637
s03e08a,3,Logic,0.1770228690312534,0.3379499512565767,0.1170378340133736
s03e08b,3,Language,0.32802982380606316,0.45165671863423246,0.07599156820548564
s03e08b,3,Logic,0.465014647712703,0.4145662919907696,0.35508639635031347
s03e09a,3,Language,0.1880034677820621,0.3608809723538011,0.0919052224990276
s03e09a,3,Logic,0.12738797931148801,0.35719103853678763,0.1473835994837229
s03e09a,3,Identity,0.5171696605627828,0.215133403307279,0.2122596690902718
s03e09b,3,Language,0.08271874037141284,0.05668164407342119,0.2895715877803205
s03e09b,3,Logic,0.2865761063822602,0.46098938661183464,0.4810210086720523
s03e09b,3,Identity,0.2816872459509776,0.29394956991787885,0.1994463341758831
s03e10a,3,Language,0.13721860087899238,0.36081351505537,0.22847091186301527
s03e10a,3,Logic,0.31730828100779374,0.5365068849214539,-0.001591074347878497
s03e10b,3,Language,0.14783881733216628,0.26143829665340207,0.16313829441736624
s03e10b,3,Logic,0.01997495648686531,0.4937467632300587,0.11034826563435185
s03e11a,3,Language,0.1389337108521619,0.3258289530353505,-0.06766511057049872
s03e11a,3,Logic,0.1850984792270737,0.25746600079969206,0.1379600200891743
s03e11b,3,Language,0.19675678547872474,0.317731542672067,0.3779226309928025
s03e11b,3,Logic,0.012858662942385099,0.45798246130296977,0.31254270196601897
s03e12a,3,Language,0.09542783468180603,0.31148810047447933,0.22125374658847194
s03e12a,3,Logic,0.20713537937585724,0.238904844263772,0.14244030531463814
s03e12a,3,Identity,0.09233625599186014,0.18899369248232853,0.2008399578743014
s03e12b,3,Language,0.20173301183899284,0.29744965290372755,0.4105256903440777
s03e12b,3,Logic,0.12701802100509582,0.3608410044085464,0.2388631310815247
s03e13a,3,Language,0.37176656078063797,0.35516932175988275,0.1723860208382327
s03e13a,3,Logic,0.4012223804914125,0.39627715703377997,0.24657202515739052
s03e13a,3,Identity,0.2623122934247911,0.4384628734329163,0.2590033168231453
s03e13b,3,Language,0.20612225828334277,0.3454719393055004,0.30265629618649087
s03e13b,3,Logic,0.4142621347773143,0.37943312133873297,0.3207659966805681
s03e13b,3,Identity,0.5067777445887095,0.4173273474630597,0.12282821118043125
s03e14a,3,Language,0.11837243950868481,0.3583088019122684,0.31085257788992277
s03e14a,3,Logic,0.011699665231331584,0.29664273579620454,0.36099003343056174
s03e14b,3,Language,0.42570406845437675,0.43024140480586553,0.196674732780014
s03e14b,3,Logic,0.3256144654201258,0.3230989959454727,0.07170584064834977
s03e15a,3,Language,0.267455422697213,0.395291172495879,0.33361791981283284
s03e15a,3,Logic,0.2797429324475304,0.5400873148907926,0.27429048884077817
s03e15a,3,Identity,-0.14468835504062091,0.4623407240917318,0.17777628504314938
s03e15b,3,Language,-0.03953234624168356,0.2676816883226524,0.4288720953639025
s03e15b,3,Logic,0.2741811200968138,0.4142023077256387,0.23598316857230506
s03e16a,3,Language,-0.06639387602625181,0.08556629394918043,-0.2043106005856795
s03e16a,3,Logic,0.3465171652225579,0.4137886964815707,0.11114124886959838
s03e16a,3,Identity,0.21066744975171595,-0.003700168426768957,0.0331861669503318
s03e16b,3,Language,-0.05387052788470464,0.4978748960819422,0.014362282123126874
s03e16b,3,Logic,0.1439189732601197,0.3337671275361997,0.33163440110959536
s03e17a,3,Language,0.37377714765407005,0.5381954852760221,0.38498598197638995
s03e17a,3,Logic,0.1855129324286058,0.312303287763512,0.25544755920279905
s03e17b,3,Language,0.2845483012606423,0.4485695794917368,0.04022177588868756
s03e17b,3,Logic,-0.12000102275576714,0.3975534736631296,0.30446619205891984
s03e18a,3,Language,0.21771046926294627,0.3381269727177905,0.15135862861202065
s03e18a,3,Logic,0.16101032365009257,0.2932799342216781,0.17799569791874978
s03e18b,3,Language,0.2871927791792637,0.16514234151276921,-0.04400800077581419
s03e18b,3,Logic,0.18476547055658699,0.3394741927107392,0.25412670885529315
s03e18b,3,Identity,0.33353879231931843,0.5924922789525384,0.34315605212717415
s03e19a,3,Language,0.13189909271676867,0.5308456734352855,0.3242733740807783
s03e19a,3,Logic,0.2917796307236113,0.2680452744297644,0.23764594844232742
s03e19a,3,Identity,0.12815978518589174,0.16808187645057823,0.17969758233227706
s03e19b,3,Language,0.04652469246027724,0.20933889192376054,0.10950816979208096
s03e19b,3,Logic,0.41787351852037896,0.5557572995459207,0.03271707866204525
s03e20a,3,Language,0.18149420010895642,0.20606776099047053,0.02769290019818432
s03e20a,3,Logic,-0.030061268651839557,0.27099527744772983,0.158389651699667
s03e20b,3,Language,0.22072405785707974,0.17262909452822695,0.27279563284516894
s03e20b,3,Logic,0.21587472435049404,0.4218235361734573,0.162993002351604
s03e21a,3,Language,-0.17669015393286744,0.14851720948419514,0.21783737214143983
s03e21a,3,Logic,0.10765849522074013,0.5005496442875246,0.28982346149120597
s03e21a,3,Identity,-0.08606434361678518,0.33215191436793257,0.10301926212186041
s03e21b,3,Language,0.14841035317615767,0.3061264241943362,0.5503122303566835
s03e21b,3,Logic,0.45846105572788204,0.4538853814455601,0.27300183011331625
s03e22a,3,Language,0.36002314213006215,0.45433426024480195,0.3363844994632837
s03e22a,3,Logic,0.0042950343673058555,0.41930359916552357,0.3676896700585422
s03e22b,3,Language,0.2773220370750167,0.52364656657291,0.3210589547267726
s03e22b,3,Logic,0.24164616144357173,0.192678464468273,0.330207716912223
s03e23a,3,Language,0.04170839159580151,0.45170975447593137,-0.034250829495021166
s03e23a,3,Logic,0.44245110286888306,0.34132236206953176,0.35472457379960226
s03e23b,3,Logic,0.17193679964806088,0.2629366754218365,0.14327437268689816
s03e23b,3,Identity,0.08206243654597802,0.5490182080469025,0.24148764138151324
s03e24a,3,Language,0.06613996016235262,0.259350095974003,0.2631338914816574
s03e24a,3,Logic,0.17368642472463816,0.3782092824346149,0.10153283135354778
s03e24b,3,Language,0.20759977099351393,0.34635898263016623,-0.000611460406905847
s03e24b,3,Logic,0.11869358561787124,0.5724864517398374,0.36361252152658435
s03e25a,3,Language,0.16466719350938144,0.6321044594524877,0.25612294440868655
s03e25a,3,Logic,0.0725358897705458,0.12720702566736722,0.04949621535747262
s03e25a,3,Identity,-0.006087756408642657,0.40430517210020517,0.12322419462544831
s03e25b,3,Language,-0.054951301186273505,0.517121361606533,0.23262354019538248
s03e25b,3,Logic,0.027428998974163496,0.3305660465587871,-0.0017558641422610686
s04e02a,4,Language,0.29199352978020704,0.331829959407727,0.3318045997779782
s04e02a,4,Logic,0.014011816988107287,0.36660680173489224,0.22342593657128404
s04e02a,4,Identity,0.5492634909707713,0.5736112589104648,0.13775604272524886
s04e02b,4,Language,0.09631958022337568,0.6040121524071446,0.356910507432159
s04e02b,4,Logic,0.42087026842287417,0.4066257055789327,0.10297510139587385
s04e03a,4,Language,-0.06794641658047335,0.4424298561219156,0.025764999242807105
s04e03a,4,Logic,0.16641336728429434,0.2886312518445009,0.28420266026239144
s04e03b,4,Language,0.3470772997707218,0.5640505884074883,0.06757169039102741
s04e03b,4,Logic,0.2957314487812223,0.46203395851797185,0.26607843683837956
s04e04a,4,Language,0.19416942000431894,0.2494093849023368,-0.06606441014903283
s04e04a,4,Logic,0.17942721751973115,0.32761942471779,0.15643032305986773
s04e04a,4,Identity,0.5096582924094061,0.28062143071490947,0.39923689503319876
s04e04b,4,Language,0.1749245339081061,0.17594741828348923,0.3653066990065963
s04e04b,4,Logic,0.1574404800572615,0.3831490117549435,0.19905792962185143
s04e05a,4,Language,0.2117993844301395,0.47373092077354223,0.2856534742872117
s04e05a,4,Logic,0.2945360964955647,0.4992488562721568,0.2997120177809752
s04e05a,4,Identity,0.46557675008620675,0.5487008362773866,0.22744530770658797
s04e05b,4,Language,0.4926142131442754,0.34229277653186235,0.27343742681376265
s04e05b,4,Logic,0.44370362021889936,0.3082383920323648,0.08039875805013474
s04e05b,4,Identity,0.06706551634796781,0.4795450055725059,0.48503453585700873
s04e06a,4,Language,0.19957251455567282,0.7208914900621339,0.3068412873579062
s04e06a,4,Logic,0.23798131967163316,0.2459483068080248,0.12382883762501466
s04e06b,4,Language,0.001107092711045879,0.5756850036052307,0.4198254765965656
