episode,season,category,isc_rTPJ,isc_visual_cortex,isc_auditory_cortex
s01e02a,1,Language,-0.07446522534447839,0.08092390538237652,0.24983547340106219
s01e02a,1,Logic,0.2513374041364281,0.5248567749359981,0.1767486985976289
s01e02a,1,Identity,0.126905110259825,0.10579624322337818,0.13493806888120222
s01e02b,1,Language,0.13395387142348247,0.5061905911376058,0.1625402008786945
s01e02b,1,Logic,0.0857216685902892,0.2856031259934601,0.18738317926872836
s01e02b,1,Identity,0.32265168906336045,0.5760449059445115,0.5316838140910305
s01e03a,1,Language,0.2192034819125456,0.4848826342908561,0.2766398615528988
s01e03a,1,Logic,0.03082140890675453,0.47751508260658393,0.06229091813328658
s01e03b,1,Language,0.17650948577627212,0.5171471945262495,0.28957476927266607
s01e03b,1,Logic,-0.007724060273549288,0.2888488032395493,0.13746640052123343
s01e04a,1,Language,0.03467112330051365,0.3827587689575555,0.2616977861136512
s01e04a,1,Logic,0.17852893995649297,0.5364307224557429,0.2599005190815888
s01e04b,1,Language,-0.031017631985711957,0.5382538332538608,0.3810872892907815
s01e04b,1,Logic,0.21366289563830557,0.33149953304060303,0.21980626828699168
s01e05a,1,Language,-0.1152635725755188,0.2232490367936734,0.22924113488459993
s01e05a,1,Logic,0.2282604599038102,0.43230554242458813,0.22842521495537346
s01e05b,1,Language,-0.013330533454080288,0.4395974736545643,-0.017530424003494378
s01e05b,1,Logic,0.1606122668715931,0.2572630514412256,0.20467859443076739
s01e05b,1,Identity,-0.011172392166416356,0.14213998967998923,-0.21632636095926697
s01e06a,1,Language,0.18101366924748916,0.6771627054201029,0.4146142637254162
s01e06a,1,Logic,0.26898712506088895,0.4884995820917899,0.43330639870395604
s01e06a,1,Identity,0.23200048615291724,0.6912084434255076,0.3713375311479267
s01e06b,1,Language,0.23404239225522747,0.5547305987268415,0.3290570147957929
s01e06b,1,Logic,0.07450353790308371,0.4338854837063398,0.22984807602633575
s01e06b,1,Identity,0.14664063688991516,0.5208887382246922,-0.010106634477212597
s01e07a,1,Language,0.21545312005930473,0.27359034058358,0.23466599298723426
s01e07a,1,Logic,0.055786373697365665,0.3943550905156144,0.09381868516007759
s01e07b,1,Language,0.12071441130182924,0.3076584483003458,0.20229204334841386
s01e07b,1,Logic,0.2077517899921316,0.26574963415341096,0.18386809304307186
s01e08a,1,Language,0.32945175310474367,0.5664996157557752,0.11181868265845422
s01e08a,1,Logic,0.22884362390872548,0.447249183137258,0.28247604908227153
s01e08b,1,Language,0.37011567519899247,0.29419896345572827,-0.039098827650688416
s01e08b,1,Logic,0.34286212749756184,0.35535560809897887,0.16655778675959476
s01e08b,1,Identity,0.15091746427021746,0.1995001453406274,0.008763964176589553
s01e09a,1,Language,0.0554861766779599,0.14977654999708548,0.09014021012542596
s01e09a,1,Logic,-0.03486603753652546,0.18288443257748555,0.18462426287078681
s01e09a,1,Identity,0.33532998361514194,0.6034007318963793,0.42751728623255514
s01e09b,1,Language,0.011968872793002927,0.2723192439822058,0.0917756157839139
s01e09b,1,Logic,0.23972565680553626,0.5158443765595125,0.1501718345279863
s01e10a,1,Language,0.3885308878967362,0.584581077923319,0.4388927845029212
s01e10a,1,Logic,0.1827178857727435,0.2923559273061638,0.16243985783050532
s01e10b,1,Language,-0.20964601305483888,0.2267010089979619,0.2470851986814411
s01e10b,1,Logic,0.2336136566852707,0.44873967926322056,0.2286133111827895
s01e11a,1,Language,0.263399173344744,0.2789683026986101,0.2326615149004836
s01e11a,1,Logic,0.31799589554347124,0.22261932081631655,0.07828137140735965
s01e11a,1,Identity,0.2643370668892443,0.5420090273318545,0.127394788985986
s01e11b,1,Language,0.313647396733927,0.26054793216681227,0.08510776227793654
s01e11b,1,Logic,0.20584374344109654,0.14309147163116273,0.05938414085320857
s01e12a,1,Language,0.053917879195413965,0.21578209730137501,0.27653798956071324
s01e12a,1,Logic,0.228394510985241,0.49411608124029494,0.1618967651346137
s01e12b,1,Language,0.08810054823874658,0.48739922530940466,0.1891306515470407
s01e12b,1,Logic,-0.039833589477899216,0.29461878620881465,0.19988460884865003
s01e13a,1,Language,0.2335037434238791,0.35177702851070075,0.0912345016252089
s01e13a,1,Logic,0.3089285142300336,0.33984373989836497,0.09657298826347933
s01e13b,1,Language,0.0997223945343028,0.28172038205854455,0.2589759164748841
s01e13b,1,Logic,0.38522561138208866,0.3109501164018118,0.37963163706986985
s01e14a,1,Language,0.0474702772813283,0.325171357546237,0.038079974381499786
s01e14a,1,Logic,0.29178458575559024,0.4652900630485222,0.1053484868069058
s01e14a,1,Identity,0.30516346913926706,0.1935869321959537,0.1465007889120509
s01e14b,1,Language,-0.11247517404011742,0.18048228945060074,0.06135183927195607
s01e14b,1,Logic,0.023123354549158245,0.3206615133161239,0.15064908797781687
s01e15a,1,Language,0.4819926889659776,0.3965551076774348,0.1726744486693447
s01e15a,1,Logic,0.03379542211022146,0.5537737419556997,0.13755636131582707
s01e15b,1,Language,0.24915378685267975,0.44219317028658095,0.20005942023378345
s01e15b,1,Logic,0.2661480841411304,0.27818507382146024,0.2104617627870632
s01e16a,1,Language,0.10249782516211196,0.2878997164104105,0.08726097468945453
s01e16a,1,Logic,0.029272571434102574,0.33313024684656944,0.09872772030421094
s01e16a,1,Identity,0.362568471220791,0.4808210339083796,0.07482445370620738
s01e16b,1,Language,0.23284314376474083,0.2633147635229906,0.31604811510070324
s01e16b,1,Logic,0.052676690318038656,0.31279423698302317,0.10109168021484687
s01e17a,1,Language,0.17127450966273838,0.5087656221524851,0.24572751312264687
s01e17a,1,Logic,0.03716854673205289,0.32926747374025933,0.33837252498268117
s01e17a,1,Identity,0.1222619199779041,0.4340370893198881,0.1713118646663233
s01e17b,1,Language,0.18877446790474717,0.7269109554056447,0.3139009088082051
s01e17b,1,Logic,0.22005931235510356,0.5133392081871682,0.3255641997629792
s01e18a,1,Language,0.27684087037058364,0.40187310586360175,0.05955752906536191
s01e18a,1,Logic,0.09570563708459369,0.33175187817804,0.12927459888847948
s01e18a,1,Identity,0.44228509431784296,0.30235073783500377,0.1342138649328227
s01e18b,1,Language,0.10669928814027861,0.545754931238044,0.19228606950740754
s01e18b,1,Logic,0.14609379646158585,0.12990129521474708,0.1205516530176703
s01e19a,1,Language,-0.012277143719569917,0.29189627297957704,0.3091253140225847
s01e19a,1,Logic,0.07165729549232444,0.30828239820102427,0.2974681790257515
s01e19b,1,Language,0.11407419322715934,0.3348386821993648,0.13418833434245156
s01e19b,1,Logic,-0.022075459488155702,0.2541459215331052,0.3878714332274353
s01e19b,1,Identity,0.031209904201134907,0.35302319301497476,0.21236881460587495
s01e20a,1,Language,0.46540659272463913,0.2194234938067906,-0.08748986295613553
s01e20a,1,Logic,0.007948965325927648,0.20153677871718,0.23564049886404814
s01e20b,1,Language,0.2860051908932161,0.4370152748086906,0.5220255607546083
s01e20b,1,Logic,0.13084661834456537,0.42387748555933785,0.22261365069528607
s01e20b,1,Identity,0.13906718346004346,0.4353115575153798,0.5045480439209274
s01e21a,1,Language,-0.03939636996216465,0.40663253763262985,0.3159347037669559
s01e21a,1,Logic,0.03403219572995347,0.6008519788524275,0.13500938615015412
s01e21a,1,Identity,-0.05421760973688609,0.49846097168166414,0.09275279460497382
s01e21b,1,Language,0.12309207560802506,0.765319903873193,0.3179600502572815
s01e21b,1,Logic,0.05279209642442471,0.36446031840209675,0.22814401521931982
s01e22a,1,Language,0.04927337275134364,0.35228297297797245,0.3235215740280049
s01e22a,1,Logic,0.04133939686659293,0.28953243263795486,0.15084999520076878
s01e22b,1,Language,0.0620828207781546,0.633536007084517,0.014010269209608033
s01e22b,1,Logic,0.17879025986515354,0.3431603189687003,0.3014495354877977
s01e23a,1,Language,0.22418316183869938,0.3516009208779405,0.21229407979009166
s01e23a,1,Logic,0.19708062910781246,0.42879649579742557,0.08030685193213534
s01e23b,1,Language,0.41114761197280464,0.6026248380786621,0.27349580575116034
s01e23b,1,Logic,0.17230330646508243,0.3334645014205729,0.11457728912823928
s01e23b,1,Identity,0.2934073331068386,0.5709670707158657,0.18733767257386688
s01e24a,1,Language,0.2377278000163805,0.31512538993057543,0.15912593062418487
