episode,n_subj,fd_laugh,fd_nonlaugh,motion_isc_laugh,motion_isc_nonlaugh,brain_isc_delta,motion_isc_delta
s02e02a,4,0.0718996319162808,0.06420587340461129,0.08498214505916833,0.14588626023526738,-0.027166157960891724,-0.061747021171712574
s02e02b,4,0.09853756768278332,0.10568746611967317,0.12022254529996561,0.04275829907429812,0.05981988459825516,0.07802244567212813
s02e03a,4,0.1049309326246097,0.09936507862875674,0.05771622819062691,0.11783803901454486,-0.0688040554523468,-0.060607610086268644
s02e03b,4,0.11330371089184206,0.1114106443907404,0.04477278187992972,0.053569582423078625,0.06399406492710114,-0.008818178597682351
s02e04a,4,0.1494630077233389,0.13484363438733782,0.023535411036613402,0.12241470172300588,-0.008199289441108704,-0.09949197724662742
s02e04b,4,0.12339594502670533,0.12730731230770076,0.018245432063922692,0.02589101259068077,-0.04800679534673691,-0.007649343140672855
s02e05a,4,0.10977818749455523,0.10634407497898032,0.016811026555449634,0.01488586384982045,0.01110142469406128,0.0019256469719128883
s02e05b,4,0.08201970244379521,0.08196350913535391,0.07025052728545224,0.05213581142747725,-0.051212117075920105,0.01818330986673171
s02e06a,4,0.12611641104875657,0.12454174549661272,0.07954585733016875,0.12291101316185742,0.0633637011051178,-0.04382135457260754
s02e06b,4,0.11623135068014405,0.10082620948262819,0.14579456821565676,0.09636441732571009,0.06603870540857315,0.05017657843156166
s02e07a,4,0.12067953800847037,0.11168451949870485,0.10224877837599451,0.05448118145140159,0.04601025581359863,0.04807217971631737
s02e07b,4,0.0731853276606202,0.07727366078601258,0.15984491445422283,0.04768739889118895,-0.03207419812679291,0.11350394339861516
s02e08a,4,0.1346036539042768,0.1205948972672728,0.11236473711972927,0.0802852129207312,-0.07073546946048737,0.03238287003216869
s02e08b,4,0.10908188204994992,0.0907328345700164,0.013978626068437916,0.06453817157967866,0.0218428373336792,-0.050648463791928625
s02e09a,4,0.10958585305518175,0.10749076811163155,0.09763210665748552,0.047606316292811174,-0.07613810151815414,0.050301774006812065
s02e09b,4,0.13407162918102086,0.12905821858122282,0.016471129332985276,0.04989508636662796,0.08624015748500824,-0.03346393415219513
s02e10a,4,0.10823889256820368,0.10238484124049313,0.10391519655634425,0.0918585388272466,0.029213644564151764,0.012173454985649007
s02e10b,4,0.10107702196336162,0.09157591844949504,0.04146820257126859,0.06800475089300219,0.0557742640376091,-0.026617878518581627
s02e11a,4,0.10957320556400184,0.10947385538153862,0.02179602230240384,-0.00026003201161532594,0.09214086830615997,0.02205950682468581
s02e11b,4,0.10691648318142065,0.10702238397649935,0.024517673900710826,0.07227130229094762,0.047848060727119446,-0.04787493750362711
s02e12a,4,0.12539399052108985,0.1176412015008744,-0.004604794857776693,0.100707506276629,0.067894846200943,-0.10565487913904442
s02e12b,4,0.12633195216800308,0.10972498285849958,0.1371665998581683,0.21939928641790432,-0.08777862042188644,-0.08498823782814133
s02e13a,4,0.10809304820230162,0.10007011679884235,0.11370129953052399,0.2510346550880732,0.004521921277046204,-0.14232163713234602
s02e13b,4,0.11634781219494619,0.11927712050258675,0.10764123401897786,0.03645532185451732,-0.12565550208091736,0.07158839722860345
s02e14a,4,0.13424743977121883,0.12846232918719538,0.03185030797005849,0.06136347674300361,-0.0534602552652359,-0.029579587501825134
s02e14b,4,0.1330479651370706,0.11770231046876527,0.13145047439567,0.14929217283116125,0.05418038368225098,-0.01820085164114904
s02e15a,4,0.10269245641870355,0.09890683593709798,0.17674939983444127,0.0981153227410047,0.02683839201927185,0.0801932666192918
s02e15b,4,0.1269250334885297,0.11198924741714673,0.025673363270645833,0.07283622724093754,0.06551118195056915,-0.04728643420503404
s02e16a,4,0.11823464699937321,0.10343781657342359,0.09763198657952697,0.09599814239561599,0.12758682668209076,0.0016493037471786293
s02e16b,4,0.12142967830418762,0.11713485760949349,0.019992099189936493,-0.004633225813373209,0.11357444524765015,0.0246280223037289
s02e17a,4,0.08245715620658005,0.08261344028206088,0.0534572173790356,0.16822612799092074,0.08226951956748962,-0.11633234000719277
s02e17b,4,0.10162519756001616,0.09832243412288019,-0.04334917772974669,0.049552946709714,-0.026882745325565338,-0.0929699271724775
s02e18a,4,0.0909119951138872,0.08057120779566378,0.0537160831130927,0.14601235444490981,0.12638987600803375,-0.09329563810880376
s02e18b,4,0.09613477753256093,0.09387329441642554,0.014229027188344498,0.08006143765261883,0.14277362823486328,-0.06600317113046508
s02e19a,4,0.10770951751180047,0.09813511493659671,0.08417745720973975,0.037859642062181766,-0.0035356134176254272,0.0464993832211878
s02e19b,4,0.08611073177799547,0.0771556883482072,0.12429185317251638,0.17671108434455826,-0.12632513046264648,-0.05364781774274964
s02e20a,4,0.10750204423492875,0.0999604314382903,0.07038163915040334,0.17129193034969192,-0.09478366374969482,-0.10249914416021717
s02e20b,4,0.09990525811289175,0.09338864165030897,0.03444021078469297,0.13508188738720586,-0.09201587736606598,-0.10145878260203131
s02e21a,4,0.11201902771427212,0.0901333725004338,0.029446742963509492,0.07485397440674706,0.017455071210861206,-0.04553899291794735
s02e21b,4,0.12041125322014441,0.10755993315077457,0.04396697309350398,-0.013117069435892942,0.1916569322347641,0.05711315858348122
s02e22a,4,0.09997855243459394,0.08735177665344625,0.045335041411810696,0.04499671004541577,-0.03744181990623474,0.00033902296169215085
s02e22b,4,0.12708333812821812,0.1189525010640393,0.10915630853646197,0.1266444175404916,-0.0622979998588562,-0.017735113367415775
s02e23a,4,0.08368548876854949,0.08721673734867483,0.0828786469666991,0.15131371405984584,0.0076754093170166016,-0.06941546695713638
s02e23b,4,0.12490585850324878,0.12115784892204844,0.05997509381481216,0.04819956972382713,0.09890260547399521,0.011810212224708606
s02e24a,4,0.10952258392691021,0.09805590902126979,0.17611167338973008,0.15687042446196045,-0.06381358206272125,0.019790507570159432
s02e24b,4,0.12142884130020495,0.12499450866744037,0.06393138485456425,0.03525767120609135,-0.10473787784576416,0.02874640791075228
s03e01a,4,0.1150868856443795,0.10727995548346002,0.033815150236972416,0.11449147345177857,0.012091726064682007,-0.08116766009806511
s03e01b,4,0.12099543151931204,0.11052559276148001,0.10021455176077275,0.07325907978463773,-0.006765036843717098,0.027161510072937545
s03e02a,4,0.10262742604406486,0.097943947647666,0.06750534887721608,0.11452898720156042,0.014447882771492004,-0.04742555002585752
s03e02b,4,0.12513157202549874,0.1131607343069519,0.05142338668751569,0.042202952874824874,-0.11484310030937195,0.009240750710602402
s03e03a,4,0.11796890819850946,0.11415566777200419,0.07417962462717952,0.08546352093226904,0.027845680713653564,-0.011356376861619777
s03e03b,4,0.08140213068451728,0.08236876760571409,0.1052873660815717,0.07653326518220487,-0.0013499557971954346,0.028995806651115855
s03e04a,4,0.11340861080775107,0.10539842611352081,0.06295197239462716,0.1533946718315474,-0.009204253554344177,-0.09157974077007933
s03e04b,4,0.12778801042382928,0.1239050244081809,-0.004845692438163753,0.028352142765264137,0.05531303584575653,-0.03320547369685163
s03e05a,4,0.12145476283135308,0.10402340998150789,0.04485777003933863,-0.002302802330125947,-0.0774424821138382,0.047190700712040186
s03e05b,4,0.12265599406918022,0.11913458440695679,0.11563003791617833,0.16168753184133514,-0.09577381610870361,-0.04696949729658442
s03e06a,4,0.14600022452864847,0.13628673808838185,0.049017401129228894,0.005644949629885131,0.027812957763671875,0.04341170635959604
s03e06b,4,0.13815610615267962,0.12311728882664644,-0.04670330930376062,0.036626559218462695,0.1404251903295517,-0.08338026086741654
s03e07a,4,0.1351710968677898,0.13714368685542702,0.10935007000073822,0.08124382507358016,-0.09195475280284882,0.02836578492676313
s03e07b,4,0.12836972837108943,0.10379513245906655,0.0711028285890393,0.1525235537829219,-0.1570582240819931,-0.08250006634489537
s03e08a,4,0.12331388351714206,0.1209552413938919,0.07395947871520796,0.11704483202354764,-0.07500756531953812,-0.04348897778810884
s03e08b,4,0.1284972673390075,0.12036713639232945,0.025892914260604236,0.011247148875929605,0.12189330160617828,0.014651080003360411
s03e09a,4,0.1456024476253641,0.1346513748441641,0.04249318343124972,0.11142047079583772,0.16957876086235046,-0.06936622584212934
s03e09b,4,0.12586487353711825,0.12146488173443458,0.03584161379804467,0.07001609860720695,0.02055199444293976,-0.03427387527975179
s03e10a,4,0.13750537820312247,0.13580006999834934,0.02407038003211759,0.11596586477551352,-0.13451945781707764,-0.09241490917094825
s03e10b,4,0.12252189018325346,0.1150607457970486,0.11933516458763764,0.09343401408063658,-0.10558829456567764,0.02619919648408746
s03e11a,4,0.1162983132668163,0.11038745751851557,0.031016714978130484,-0.012341593546007501,-0.0690496563911438,0.04336888733472131
s03e11b,4,0.15570006780878706,0.15446846953011956,0.06445192204825119,0.028158128599473652,0.035850681364536285,0.03637581650689877
s03e12a,4,0.1146244488655559,0.10808847437266492,0.08233390897873386,0.0852798232299352,0.03288751095533371,-0.0029667537216297585
s03e12b,4,0.11818030869863369,0.10421683977411884,0.040402049984518955,0.07884380606056003,-0.06079384684562683,-0.038583736943376294
s03e13a,4,0.12898486652961996,0.12215373251623089,0.08166760731763238,0.12813230517590077,-0.04503345489501953,-0.04699061461973543
s03e13b,4,0.1366251179412845,0.13104725086266236,0.07052070268718796,0.09723124926573723,-0.04607510566711426,-0.02690144791320656
s03e14a,4,0.12057055353632874,0.11313732393862702,0.008992572067207896,0.05601839857321139,-0.0262225940823555,-0.04708429105427434
s03e14b,4,0.11874187482205877,0.11843380063103748,0.1311310779777521,0.09116840486461353,0.04268530011177063,0.040468284916044275
s03e15a,4,0.12965602344481897,0.13416521305348625,0.04536489031582886,0.03761007930458216,0.08514590561389923,0.0077682209601908775
s03e15b,4,0.11726404511833838,0.10047106866512052,0.10332549517001512,0.0694059584222327,0.056046947836875916,0.03417784631974359
s03e16a,4,0.11255628837743074,0.10582454377331389,0.08849901744732247,0.06399626605365931,0.11786212027072906,0.024647305559592894
s03e16b,4,0.10117694520066073,0.08469442452614591,0.09287902077463923,0.05001480515945204,-0.131654754281044,0.043090914156945825
s03e17a,4,0.12059993555174998,0.11147300715359162,-0.014719964927216722,-0.01824395934105893,-0.012008130550384521,0.0035249556378003748
s03e17b,4,0.1340105617908149,0.1227595553510931,0.09771378788250384,0.08456102315147435,-0.09937724471092224,0.013263126224513033
s03e18a,4,0.1730729906353773,0.1580567494485972,-0.017138995218608104,-0.010660464346084484,0.031592726707458496,-0.006479805468499135
s03e18b,4,0.13937591891262516,0.12871840516420757,0.12311912290498145,-0.03960360789318138,-0.01827903836965561,0.16337126855353298
s03e19a,4,0.1751078465745607,0.15894493012079522,-0.07013127632224665,-0.0050417586366456645,0.055696867406368256,-0.06520479326037217
s03e19b,4,0.16858511997570572,0.15925073480965715,0.03289463074549875,0.02776531815024001,0.07992114871740341,0.005134046740400175
s03e20a,4,0.16939126989704062,0.16460186834566073,-0.010362287221282568,0.0294939017214315,-0.1288556158542633,-0.039865116475876164
s03e20b,4,0.13965515732616438,0.13238736330816814,0.08604236050520765,0.10160362761171715,-0.04769505560398102,-0.015699796630557095
s03e21a,4,0.13117826623538145,0.12146384864845357,0.02517957860974578,0.02416496606266122,-0.030840333551168442,0.0010152306266147208
s03e21b,4,0.1397169509911236,0.1283767583424991,0.09118858167205472,0.046407023178419916,0.22260545194149017,0.04500222494761023
s03e22a,4,0.10982860545551917,0.09186321856818581,0.0859693180571955,0.09350380882649524,-0.013737455010414124,-0.007595693335472858
s03e22b,4,0.13291112406171976,0.12142528050096112,0.06458457395139028,0.13349545422545706,-0.12426656484603882,-0.06962245509307882
s03e23a,4,0.1036601885227135,0.09379180573393857,0.08217649990916345,0.07103650591137847,0.05481883883476257,0.01120587492997055
s03e23b,4,0.13522405473721352,0.1281040109836925,-0.01670574291906884,0.01061921891630403,-0.0003825575113296509,-0.02732691538121456
s03e24a,4,0.1403635818801344,0.1338889020849866,-0.011483911546286377,0.024270992500673067,0.12589620053768158,-0.03576017646651695
s03e24b,4,0.11756764616735103,0.12128090582801959,0.008972222395023035,-0.008803231253807399,-0.0028993263840675354,0.01777592183563912
s03e25a,4,0.1076309436148229,0.10763328859400877,0.08355306024679249,0.0843654972229237,-0.032174743711948395,-0.0008182046785030622
s03e25b,4,0.10882205690882091,0.11312022676330823,0.01736181697183643,0.02458524083000217,-0.18689461052417755,-0.007226634252408295
s04e02a,4,0.163078967348796,0.14607343953384774,0.0558301699785487,0.05981181744646963,0.06790408492088318,-0.003995009200335756
s04e02b,4,0.12783319872776744,0.12042899269003253,-0.013670948539760128,0.002750408667821751,-0.03361096978187561,-0.0164222159150657
s04e03a,4,0.1298232065435542,0.12227986858394949,0.11566874123477149,-0.008483976371812288,-0.02112622559070587,0.1246729561703719
s04e03b,4,0.10984866938442596,0.10067514879592664,0.16319453663511718,0.20950623174439176,0.11505904793739319,-0.04798796064168387
s04e04a,4,0.12083237877412269,0.1114324014599132,0.05637031846103006,0.020143357977071275,0.07647159695625305,0.036284057176274205
s04e04b,4,0.11555124764367604,0.10050024019216001,-0.011582509742150103,0.09254933160759478,0.11009404808282852,-0.10439796572086046
s04e05a,4,0.14760245835578747,0.12897977130843113,0.06653217935304755,0.03173691828318959,0.06725266575813293,0.034883029617542805
s04e05b,4,0.13715955184576503,0.131682584790705,0.004241552053620315,0.08221064425725727,0.19253213703632355,-0.07815503081131181
s04e06a,4,0.13304419689489838,0.1268937457972694,0.028845455701493283,0.021936183207690765,0.06908883154392242,0.006913757324846982
s04e06b,4,0.15754406393204173,0.147342562804537,0.021890831830676888,0.11046803058721281,0.004835084080696106,-0.08902637404335445
s04e07a,4,0.12989162604519003,0.12531269009552642,0.03878853386979814,0.03344296681668118,-0.02506522834300995,0.005352561465307409
s04e07b,4,0.1258540625942636,0.11453608157217529,0.0655899217557621,0.08785328832157534,0.02847866714000702,-0.022396141852131818
s04e08a,4,0.12305629554025332,0.11881118637898148,0.029834033924075642,0.0757209098119635,-0.02593901753425598,-0.046023238833654126
s04e08b,4,0.1370548010988927,0.1357086640196908,0.06499553618521936,0.06738400925406245,0.06058171018958092,-0.0023989843863351235
s04e09a,4,0.1275963608272827,0.11253087239557599,0.012743298538482278,0.10945631191737594,-0.06714096665382385,-0.09715261335729983
s04e09b,4,0.11157542442899807,0.11109859076045793,0.1122473810483699,0.011988587799693445,-0.15673896670341492,0.10073323435315334
s04e10a,4,0.12999823476843328,0.12152801612768158,0.061457981409075,0.10330783229599179,0.17173779010772705,-0.04214218713699064
s04e10b,4,0.1327513057981608,0.12932956570266999,0.07332916418580032,0.10840971315940522,-0.08949407935142517,-0.03537641016192558
s04e11a,4,0.13583619868712807,0.1306828633171707,0.06641923139110371,0.11571284726574922,0.007605627179145813,-0.049716320079441906
s04e11b,4,0.13387300289524506,0.12588399149129342,0.002034518734758496,0.031146790192317957,0.13650499284267426,-0.02912234658489427
s04e12a,4,0.14969072568414202,0.1481974530103446,0.03172548813596033,0.04254529851261471,-0.01925484836101532,-0.010834858338181423
s04e12b,4,0.13041812693557248,0.13472146831604737,0.11527528159035423,0.13339919196131653,0.04971679672598839,-0.01840904515412506
s04e14a,4,0.1372754695284783,0.13389461244561535,0.05356837991587273,0.08112630565606303,0.0631580725312233,-0.027685281024979844
s04e14b,4,0.15321631534519778,0.14670901791051053,0.012108227856773847,-0.008712167604943538,0.1554253250360489,0.02082120767286099
s04e15a,4,0.13930560941416165,0.12103907577721974,0.02958159369402917,0.07047198441154769,0.083491250872612,-0.04099876807243186
s04e15b,4,0.14483197746016135,0.13500075264002867,0.053885107161404544,0.07066392096821304,0.005375027656555176,-0.01684454021969488
s04e16a,4,0.167185789048251,0.13281280785028066,0.06638759275658075,0.057081344269078266,0.08263122290372849,0.009341920351401072
s04e16b,4,0.13700887435537007,0.13069424296786986,0.024962536196506433,0.010523655251767074,0.049054309725761414,0.014443679322976218
s04e17a,4,0.1388966076988037,0.14570085984525802,0.03810346156549015,0.0521707481102436,0.03421522676944733,-0.014096239993843636
s04e17b,4,0.15514692206272734,0.1575690335896362,0.03177049886756548,0.005615740003250429,-0.029092684388160706,0.026165395646813694
s04e18a,4,0.1512145930376372,0.15609428792412647,0.030344036537066604,0.033852592048421115,0.023517116904258728,-0.0035121777320895053
s04e18b,4,0.14674665191886174,0.13302587570661872,0.1126148576202855,0.10488163477716501,0.07401001453399658,0.007825813194424228
s04e19a,4,0.1332738626699217,0.12955554374486508,0.05691697500842401,-0.015061973590151122,0.03475665673613548,0.07204166914159113
s04e19b,4,0.14011789846439232,0.12511090750645393,0.043973460110430594,0.04816166382872405,0.02264421433210373,-0.004197117112640286
s04e20a,4,0.1507852680519084,0.13834399457000957,0.029480344935761394,0.01586145214270142,-0.12404082715511322,0.013626107241994465
s04e20b,4,0.14678353267898814,0.12690366769478742,0.088596906920734,0.14104189150444763,0.08042553067207336,-0.05315863940552425
s04e21a,4,0.17070096773107898,0.1644846662179124,-0.0031063299973081927,-0.01597845499509909,-0.03179517388343811,0.012873475040024904
s04e21b,4,0.13236697277683077,0.12947736531468546,0.009024686977632779,0.040752728038165965,0.0023604929447174072,-0.03175037905535328
s04e22a,4,0.1310863380415133,0.11828666993625803,0.023097221964930373,0.05790005045346238,0.04888446629047394,-0.03486355199729675
s04e22b,4,0.11819513509924238,0.11520846993361171,0.09795911041297635,0.10079769678260654,0.032903656363487244,-0.002866902088862658
s04e23a,4,0.1375067216102408,0.1337876972335308,0.08959662937389036,0.06464340094025371,0.008539855480194092,0.02510386744309366
s04e23b,4,0.167950277785463,0.1470742351130557,0.03323169186311296,0.03899206336067757,0.05943930894136429,-0.005767909274285235
s04e23c,4,0.14608302324388883,0.12883971226470103,0.04499449776465737,0.06192165775796652,-0.06599191576242447,-0.016976083668962604
s04e23d,4,0.13454257575861348,0.12758793790445494,0.09163965800790212,0.04173625132977129,0.04358722269535065,0.0501369726723269
s05e01a,4,0.1278683131093949,0.12897405338981788,0.08557791357113646,0.05626478260450148,0.025284841656684875,0.029463480011249224
s05e01b,4,0.11334023721249739,0.1056417539285926,0.13169043428603627,0.11977870625603025,-0.07446892559528351,0.012103222384110351
s05e02a,4,0.13921479595260244,0.13933422850500493,0.030371246385283684,0.07041478284765551,0.17853514850139618,-0.040150918301984556
s05e02b,4,0.1297278660604587,0.12689181859061682,0.021734403727607512,0.070711286814633,0.08831126987934113,-0.04909166879631219
s05e03a,4,0.1254149250064338,0.12245309942452655,0.02453199743439123,0.08196425078751503,-0.11483263969421387,-0.05761162279633532
s05e03b,4,0.13315437668693636,0.13018495315087694,0.08247204176161078,0.06026723003593768,-0.07066648453474045,0.022319434422991086
s05e04a,4,0.15357984519404624,0.14878942982252777,0.08832856262439202,0.014490161400091538,0.08678445219993591,0.07406817953376114
s05e04b,4,0.14564633641868305,0.12578984330284917,0.03691330898222775,0.07182915659794092,-0.013937145471572876,-0.03502298424077337
s05e05a,4,0.12143193805661329,0.1072028133828571,0.04544244222027451,0.09505291524526777,0.05058157444000244,-0.049866985884024995
s05e05b,4,0.10420542786808307,0.08874234610305624,0.03973807382385985,0.0053512835079682144,0.09787095338106155,0.034407676065058505
s05e06a,4,0.12216452181650288,0.11756727752182153,-0.03935176915749872,-0.04165883709408689,0.16158561408519745,0.0023108603496920996
s05e06b,4,0.16513087837760443,0.1297099143625017,0.10120498965463649,0.0446959516409634,0.08229252696037292,0.05682690694559371
s05e07a,4,0.1533560218952781,0.12981127371863663,0.1905367509060241,0.27563893729911326,-0.06385807693004608,-0.09006216144090573
s05e07b,4,0.12624663026794175,0.10870575099612766,0.05756258034397862,0.20478219403339434,-0.1375580132007599,-0.15009273146094684
s05e08a,4,0.14223623510781747,0.14408083505563082,0.11445101619890972,0.15467523717610673,0.07276386022567749,-0.04097204406900516
s05e08b,4,0.11309214756054,0.10061960490854861,0.11774245349505914,0.06657179433309714,-0.021251991391181946,0.05162072263079391
s05e09a,4,0.11812254753056287,0.10586716436674318,0.13761268460855794,0.10857362563011504,0.04238352179527283,0.029488059707612604
s05e09b,4,0.11689927576790012,0.10831458347191136,0.0714809202370047,0.031488023025163875,-0.11750894039869308,0.04010460331614074
s05e10a,4,0.12055943682022444,0.09787937660186988,0.019625372866641528,0.1876534951649028,0.022644758224487305,-0.17027601065124937
s05e10b,4,0.12366628021747206,0.10741064327854843,0.13881319159892602,0.21237440569800922,0.060685813426971436,-0.07594135013768974
s05e11a,4,0.148381624483616,0.13985991869168612,0.03430462759557116,0.05605006578122565,0.044078901410102844,-0.02179077873060209
s05e11b,4,0.12047112433512135,0.11613462239038136,0.002302449880430428,0.0209573682767783,-0.05904698371887207,-0.01865798337406204
s05e12a,4,0.12064181834847268,0.11659904452594591,0.11200987699900651,0.044779171930863115,-0.04268711805343628,0.06767273038492377
s05e12b,4,0.12139924838565874,0.10710536846699213,0.03867179741157858,0.06289956247987273,-0.053891800343990326,-0.02429161822552669
s05e13a,4,0.10749966923055972,0.1093248879839073,0.04542749488324999,0.090253757651298,0.06963032484054565,-0.04504124106590268
s05e13b,4,0.12078688409367028,0.1144095762840757,0.10699371453845392,0.16407888847568594,-0.005317211151123047,-0.05817075992316029
s05e14a,4,0.10899298832159506,0.09880733801501444,0.021650187816402502,0.08818178034936645,0.019178777933120728,-0.0667578491989323
s05e14b,4,0.1357327876934394,0.1138355209199413,0.0789261617754079,0.07699297354514321,0.039111003279685974,0.0019450100269645942
s05e15a,4,0.08990502457058076,0.08656352704402075,0.09431937383190574,0.050933208132795976,0.0922519713640213,0.04362324890082482
s05e15b,4,0.10405605265108853,0.08353468621718302,-0.003840306736491515,0.09791672479502438,0.1252153217792511,-0.10207179457605504
s05e16a,4,0.11437028948436047,0.11022860824862607,-0.015258903497221137,0.07883876154761757,-0.10924020409584045,-0.09426280344564297
