episode,n_matched,energy_laugh,energy_nolaugh,base_laugh_rTPJ,base_nolaugh_rTPJ,match_laugh_rTPJ,match_nolaugh_rTPJ,base_laugh_visual_cortex,base_nolaugh_visual_cortex,match_laugh_visual_cortex,match_nolaugh_visual_cortex,base_laugh_auditory_cortex,base_nolaugh_auditory_cortex,match_laugh_auditory_cortex,match_nolaugh_auditory_cortex
s02e09b,194,10.07123940473795,7.130128425209462,0.25025630790191045,0.1678427417161745,0.25171214870802133,0.16402513540218985,0.29555312953803764,0.4434496281831449,0.25137960379111696,0.47196376646647814,0.14649535258526442,0.25407707107517047,0.1514027650622534,0.26829829718287307
s02e10a,227,9.128762401139783,9.63602868670767,0.142821181925019,0.11409175070505113,0.13381890450029796,0.11943839136486771,0.39837516177991406,0.46189309883510843,0.3258073459480046,0.4608945735432324,0.27651152993148803,0.24377325741975275,0.27185935148798257,0.25827077508287233
s02e10b,222,10.134513680257049,8.63520162165627,0.13026741180979218,0.07509594637839671,0.10842668481424793,0.09025293313962961,0.3797981438144036,0.5473143512845949,0.36430950762690983,0.545069464656774,0.15123179263197117,0.14208614030142191,0.142780813232374,0.12508367548097094
s02e11a,231,11.0087066324252,9.48679342967929,0.1587664086277414,0.06787558067203298,0.1690906638471332,0.07593169040176452,0.4266014536732842,0.40446055905912964,0.38378135545639025,0.39568628866045596,0.26011592345836765,0.2569584406578543,0.2500058458752581,0.24965401937214915
s02e11b,217,10.651529688789294,9.031627377767242,0.1897329468674617,0.14322060754287333,0.18238191451118932,0.13875245549256443,0.4213902436311809,0.2988533202263669,0.43214603597064966,0.2784761321897834,0.2812315805362578,0.2410934514941541,0.2801896198951942,0.22904170664790657
s02e12a,237,10.02691711100665,9.730360258790784,0.20491231838458912,0.13905318917757092,0.20661649994318046,0.14255324157278146,0.4882344902517806,0.5012205735974206,0.49855112617669267,0.48533210452097114,0.3682052042275327,0.3437682144176269,0.36850801848334136,0.3422559685736147
s02e12b,243,10.385499060595476,9.71443638105071,0.11768035393838418,0.20314116706177035,0.12631221094564946,0.20229167708434437,0.3453553002955598,0.505689564585358,0.3432540100605554,0.5178538725030989,0.3571980470668859,0.39297797743886204,0.36872868602786957,0.3897084211669937
s02e13a,242,11.324562068922178,9.434931266307832,0.15192740419355566,0.1475069465252754,0.15178569773740402,0.1460644963008568,0.49068279856464,0.38871389881973845,0.45924197710584674,0.3863002047338034,0.3761260243112277,0.3534024945862125,0.3868715828924892,0.35007129536893267
s02e13b,185,9.86045042986379,11.126952653610578,0.19598894740115727,0.3133116100190143,0.19091201416532963,0.31152091681528665,0.4560536020381744,0.4705625004578551,0.4203685234036542,0.47130942608057574,0.3834429862247695,0.3119249045253191,0.37641284349424314,0.312407574787046
s02e14a,195,12.871030688727354,12.09150822372796,0.20503630410266294,0.2556462387133152,0.20142789769262315,0.23947429857028038,0.5646196539301531,0.47366614295696,0.5695965949908505,0.46688946084275557,0.4054287483288255,0.282280606097891,0.4074951692122268,0.27167575681647954
s02e14b,200,12.75839991748333,14.98405572101794,0.3619968258724066,0.3140224316188069,0.3619968258724066,0.3200503532824685,0.4240276808641161,0.4871049131668774,0.4240276808641161,0.4433826038513844,0.3635700973584158,0.40812135737180405,0.3635700973584158,0.4298948227099917
s02e15a,207,10.373111391572628,10.850725884790775,0.19598254090578762,0.1700447272785867,0.1889407557443286,0.18147203465054654,0.5290597947387273,0.45695071957436895,0.49901908632947006,0.4625405327401828,0.2552332857031541,0.3165207353529869,0.22982429678141028,0.32721454355918894
