roi_idx,label,delta_r,t,p,p_fdr,sig
40,7Networks_LH_Vis_41,-0.0017029549,-0.5231675777544523,0.6012758831780658,0.6852643173647229,ns
41,7Networks_LH_Vis_42,-0.009980724,-1.7542471481016502,0.08049394463712663,0.1304737124970545,ns
42,7Networks_LH_Vis_43,-0.013820039,-2.5429526452268614,0.011536304981572989,0.023906559720850047,*
43,7Networks_LH_Vis_44,-0.005578962,-1.0118921987707223,0.31247266142759983,0.4066479023874943,ns
44,7Networks_LH_Vis_45,-0.004363584,-0.9960412797241321,0.32009938066440885,0.41552523376813827,ns
45,7Networks_LH_Vis_46,0.005710337,1.9524538124767665,0.051891510262034826,0.08905842825621638,ns
46,7Networks_LH_Vis_47,0.010523886,2.3832550709961255,0.017834504665762273,0.03519160385289993,*
47,7Networks_LH_Vis_48,-0.005146221,-1.5251623477458285,0.12835952306556428,0.19366524532699173,ns
48,7Networks_LH_Vis_49,-0.006604817,-1.2807547765471847,0.20135112329187965,0.2827134139281902,ns
49,7Networks_LH_Vis_50,0.0038231832,1.0951095231525583,0.27441993057052594,0.36652354509390545,ns
50,7Networks_LH_Vis_51,0.0019116668,0.4021304941125818,0.6878981085578808,0.7648824342197545,ns
51,7Networks_LH_Vis_52,-0.012357703,-2.5669092554778272,0.010786498887649817,0.022579445947372434,*
52,7Networks_LH_Vis_53,0.00097126747,0.1979790243680132,0.8432066872302422,0.8861398179446129,ns
53,7Networks_LH_Vis_54,-0.0064308434,-1.2470138760613183,0.21344576826925543,0.2968679688057569,ns
54,7Networks_LH_Vis_55,0.0028670062,1.0518818064045101,0.2937705303529633,0.38789194230163165,ns
55,7Networks_LH_Vis_56,0.009377042,2.3006646115883633,0.022153601321393605,0.041872740959117576,*
56,7Networks_LH_Vis_57,0.0089891,2.1932216009577004,0.02912271859726237,0.053006429616181246,ns
57,7Networks_LH_Vis_58,-0.006707802,-1.209828854878692,0.2273760307516484,0.3127575940450158,ns
58,7Networks_LH_Vis_59,0.0024393706,0.5164361122090056,0.6059618816720855,0.6882794750271871,ns
59,7Networks_LH_Vis_60,0.0073254146,1.647880862045654,0.10051091419193905,0.1579091294907848,ns
60,7Networks_LH_Vis_61,0.0075301533,1.4982991662738383,0.13519424730970966,0.2021423582164441,ns
61,7Networks_LH_Vis_62,0.0009716419,0.1871231044987402,0.8517010971054506,0.8941561873986013,ns
62,7Networks_LH_Vis_63,0.0040630307,1.051542719978358,0.29392587100763173,0.38789194230163165,ns
63,7Networks_LH_Vis_64,0.011849943,2.3262701122695573,0.020725822850977123,0.03968283707274284,*
64,7Networks_LH_Vis_65,0.012893362,2.7312421125323074,0.006714636729702812,0.014838340696045612,*
65,7Networks_LH_Vis_66,0.010274599,3.466660281787141,0.0006106596747447428,0.0016627989032627296,**
66,7Networks_LH_Vis_67,0.005528318,1.235688578174785,0.217621263474123,0.3010524717229155,ns
67,7Networks_LH_Vis_68,-0.0067528654,-1.3555027305915732,0.17636161679347045,0.2524343807640243,ns
68,7Networks_LH_Vis_69,0.00735072,2.364485791962832,0.01874494343296307,0.036499587967580925,*
69,7Networks_LH_Vis_70,-0.00572311,-1.195162243134563,0.23304588412246882,0.31849368282970686,ns
70,7Networks_LH_Vis_71,-0.0030225923,-0.7796310161135838,0.4362736996524885,0.5366322503472802,ns
71,7Networks_LH_Vis_72,0.0004290151,0.08751285434669075,0.9303270985439203,0.9523926661852469,ns
72,7Networks_LH_Vis_73,0.0012726012,0.29244590800804715,0.7701646413790756,0.8344861865355189,ns
73,7Networks_LH_Vis_74,-0.0077062747,-1.5423488508694845,0.12413045338303211,0.18922101608757624,ns
74,7Networks_LH_Vis_75,-0.006058382,-1.662485790157774,0.09754651799503829,0.15439878308417102,ns
75,7Networks_LH_Vis_76,-0.0004760852,-0.10099715098577566,0.9196257858414121,0.9443321502371516,ns
76,7Networks_LH_Vis_77,0.0069832886,1.3672057404307691,0.17266925470533673,0.24852813229554743,ns
77,7Networks_LH_Vis_78,-0.030452615,-7.396278215861735,1.6727140104426673e-12,1.3486256709194005e-11,***
78,7Networks_LH_Vis_79,-0.032369357,-6.9869250919971835,2.0924036648807884e-11,1.4892141945910162e-10,***
79,7Networks_LH_Vis_80,0.0039150617,0.8588568174091828,0.3911621151406405,0.4913174616740959,ns
80,7Networks_LH_Vis_81,-0.03201426,-7.360370439762094,2.09546125801461e-12,1.663473860208521e-11,***
81,7Networks_LH_SomMot_1,0.0023009921,0.601153078486523,0.5482296470633778,0.641465981597966,ns
82,7Networks_LH_SomMot_2,-0.020079039,-4.009796852890133,7.820965831747536e-05,0.00025222614807385806,***
83,7Networks_LH_SomMot_3,-0.022550946,-4.669025524856055,4.7219536538996695e-06,1.825114670720771e-05,***
84,7Networks_LH_SomMot_4,-0.011164013,-2.04971533168019,0.041333737313033775,0.07304180977234735,ns
85,7Networks_LH_SomMot_5,-0.012415411,-2.9677708334858526,0.003261757895762681,0.007685237781797002,**
86,7Networks_LH_SomMot_6,0.0012801777,0.36787658051719957,0.7132462072450648,0.7872407335581891,ns
87,7Networks_LH_SomMot_7,-0.030988565,-5.163540263677318,4.6344868224251334e-07,2.125684622552328e-06,***
88,7Networks_LH_SomMot_8,-0.025346879,-5.003394313876429,1.002319490013722e-06,4.4002020272265115e-06,***
89,7Networks_LH_SomMot_9,-0.008446619,-1.8959349952981552,0.05900929784792042,0.1003255278073375,ns
90,7Networks_LH_SomMot_10,-0.002358078,-0.798671697576785,0.4251650391007309,0.5254734375472506,ns
91,7Networks_LH_SomMot_11,-0.0006833859,-0.2702151381010602,0.787195958833552,0.8453550775402973,ns
92,7Networks_LH_SomMot_12,-7.1216296e-06,-0.002591783378943785,0.9979339239078113,0.9986126570372691,ns
93,7Networks_LH_SomMot_13,-0.022044512,-3.977626672637575,8.891746859747258e-05,0.00028321860368083856,***
94,7Networks_LH_SomMot_14,-0.024214325,-5.796578859135419,1.8395676491628333e-08,9.836444631792974e-08,***
95,7Networks_LH_SomMot_15,-0.014597646,-4.883328539574887,1.7654063786103456e-06,7.376110861238367e-06,***
96,7Networks_LH_SomMot_16,-0.004110946,-1.5463905446896011,0.12315196844691044,0.18800714709646682,ns
97,7Networks_LH_SomMot_17,-0.0003526674,-0.11229529380568666,0.9106706062954689,0.939812065696924,ns
98,7Networks_LH_SomMot_18,-0.0033866898,-1.0444235087227054,0.2972000797065512,0.39171198244848127,ns
99,7Networks_LH_SomMot_19,-0.023833664,-4.9627043132339335,1.215722885097953e-06,5.26563366343568e-06,***
100,7Networks_LH_SomMot_20,0.0095483465,2.4717535705609146,0.014046539090536141,0.02825736518797914,*
101,7Networks_LH_SomMot_21,-0.0097560575,-3.004786852703025,0.002900952294098635,0.006946131711159608,**
102,7Networks_LH_SomMot_22,-0.01043134,-3.4832140822251083,0.0005756102331570339,0.0015768362931748619,**
103,7Networks_LH_SomMot_23,-0.0059471442,-1.572963781039138,0.11686867558624006,0.17974437139344224,ns
104,7Networks_LH_SomMot_24,-0.008114627,-3.011227978599187,0.0028420446938929667,0.00682090726534312,**
105,7Networks_LH_SomMot_25,-5.030959e-05,-0.013675265937724564,0.9890989007102848,0.9948831048080058,ns
106,7Networks_LH_SomMot_26,-0.0068390574,-1.7356236339939086,0.0837424693798822,0.13503473187506004,ns
107,7Networks_LH_SomMot_27,-0.0050969846,-1.5329054594204616,0.12644044678904176,0.1918919721857222,ns
108,7Networks_LH_SomMot_28,-0.00255046,-0.8155120062102937,0.4154799576882312,0.5172199232017547,ns
109,7Networks_LH_SomMot_29,0.006202528,1.9158217592635118,0.056417094818870285,0.09623544107946137,ns
110,7Networks_LH_SomMot_30,0.0015608364,0.4601223789531377,0.645789347058161,0.725195436522331,ns
111,7Networks_LH_SomMot_31,0.00038345042,0.1165540321181595,0.9072979240731598,0.9382078733902814,ns
112,7Networks_LH_SomMot_32,-0.015298675,-4.808957588114263,2.493490536330238e-06,1.0012771336547883e-05,***
113,7Networks_LH_SomMot_33,-0.0006437776,-0.21116358859069947,0.8329148892451558,0.8789040549089987,ns
114,7Networks_LH_SomMot_34,0.007909583,2.626540429224486,0.009105864496799475,0.01953690677899596,*
115,7Networks_LH_SomMot_35,-0.016301475,-4.891900778772474,1.6960759523501035e-06,7.144287276837987e-06,***
116,7Networks_LH_SomMot_36,-0.00054254755,-0.16455318791784498,0.8694156927417416,0.9053854640862535,ns
117,7Networks_LH_SomMot_37,-0.010877425,-3.373905177191442,0.0008469078761099699,0.002241048533706382,**
118,7Networks_LH_SomMot_38,-0.0036412007,-1.194547557960287,0.23328569248433417,0.31849368282970686,ns
119,7Networks_LH_SomMot_39,-0.024253914,-7.080320130026076,1.1855124583892292e-11,8.555586412990802e-11,***
120,7Networks_LH_SomMot_40,-0.008234261,-2.5884951281846953,0.010148523062924776,0.02135380036712269,*
121,7Networks_LH_SomMot_41,-0.008093023,-2.559433839571205,0.011015654085157102,0.022965969729054805,*
122,7Networks_LH_SomMot_42,-0.0015156515,-0.47951233892608636,0.6319525592927029,0.7127596078579993,ns
123,7Networks_LH_SomMot_43,-0.014859513,-3.445673732442489,0.0006579670342151672,0.001782209919448957,**
124,7Networks_LH_SomMot_44,-0.00549227,-1.7310075088190264,0.08456396086230823,0.13614665773775678,ns
125,7Networks_LH_SomMot_45,-0.01723784,-4.514770050927127,9.38437602483506e-06,3.4712100564981305e-05,***
126,7Networks_LH_SomMot_46,-0.015397841,-4.835791648062892,2.202440466075607e-06,8.948498271614278e-06,***
127,7Networks_LH_SomMot_47,-0.0074465866,-2.3694339891163514,0.018501038130370108,0.036229736908049245,*
128,7Networks_LH_SomMot_48,-0.012170524,-3.5257577873007024,0.0004939786136159541,0.0013777998087882827,**
129,7Networks_LH_SomMot_49,-0.013173068,-3.9666899242310736,9.286478088379703e-05,0.00029488139652947244,***
130,7Networks_LH_SomMot_50,-0.013452167,-3.9314956530626235,0.00010672711631870792,0.0003357999513442273,***
131,7Networks_LH_SomMot_51,-0.004030735,-1.3140813105161084,0.18990600978547445,0.2688381373094782,ns
132,7Networks_LH_SomMot_52,-0.0132887885,-4.670549914178545,4.689591851064202e-06,1.819420597856487e-05,***
133,7Networks_LH_SomMot_53,-0.01692872,-4.066361368399275,6.228939347843794e-05,0.00020342612047388595,***
134,7Networks_LH_SomMot_54,-0.014266397,-4.518819650904376,9.218811331928062e-06,3.422234998039482e-05,***
135,7Networks_LH_SomMot_55,-0.024811402,-6.491085186364735,3.9212498933043e-10,2.5451131382956213e-09,***
136,7Networks_LH_SomMot_56,-0.020603718,-5.4566136979516155,1.0772247327645469e-07,5.370511711173973e-07,***
137,7Networks_LH_SomMot_57,-0.023194047,-6.800312499568389,6.41361376651417e-11,4.4421808100957205e-10,***
138,7Networks_LH_SomMot_58,-0.0170932,-4.849862056606537,2.063228118249921e-06,8.449410389023486e-06,***
139,7Networks_LH_SomMot_59,-0.019604586,-4.528632161766484,8.829189845206095e-06,3.289431018141766e-05,***
140,7Networks_LH_SomMot_60,-0.014620395,-4.505742491195324,9.763802763283298e-06,3.598658732752987e-05,***
141,7Networks_LH_SomMot_61,-0.03502722,-7.872539518625553,7.897154114854985e-14,7.616694436009667e-13,***
142,7Networks_LH_SomMot_62,-0.02710992,-7.7089034045524185,2.2846311754868874e-13,2.0325339423297136e-12,***
143,7Networks_LH_SomMot_63,-0.018547256,-4.726483719529559,3.63933565506507e-06,1.4390016843015909e-05,***
144,7Networks_LH_SomMot_64,-0.032459322,-9.150195280684061,1.2788496082056219e-17,2.0948774534415902e-16,***
145,7Networks_LH_SomMot_65,-0.011308878,-3.323141229223222,0.0010098872850020156,0.002651917756035827,**
146,7Networks_LH_SomMot_66,-0.041357346,-9.98069261489436,3.066350591970673e-20,7.359241420729616e-19,***
147,7Networks_LH_SomMot_67,-0.018198092,-4.859206374673977,1.975513104196899e-06,8.1549180941248e-06,***
148,7Networks_LH_SomMot_68,-0.047429517,-13.056721994007546,1.0937971674775405e-30,6.271103760204565e-29,***
149,7Networks_LH_SomMot_69,-0.03591384,-9.809282864189855,1.0870854843922334e-19,2.493049377539522e-18,***
150,7Networks_LH_SomMot_70,-0.01817216,-5.726404814487998,2.6666098499369373e-08,1.3828851081079995e-07,***
151,7Networks_LH_SomMot_71,-0.050375786,-12.142965407157687,1.7229200388991386e-27,8.082061273381415e-26,***
152,7Networks_LH_SomMot_72,-0.010688567,-3.225137847770422,0.0014100385008956103,0.0035491700803030974,**
153,7Networks_LH_SomMot_73,-0.024881734,-7.134608926598942,8.501425302987544e-12,6.266764937630819e-11,***
154,7Networks_LH_SomMot_74,-0.004423707,-1.5273321068082646,0.12781948189607328,0.19313280427049434,ns
155,7Networks_LH_SomMot_75,-0.009582125,-3.2254054856478667,0.0014087690261159963,0.0035491700803030974,**
156,7Networks_LH_SomMot_76,-0.052654054,-14.799307670822087,6.497396170618197e-37,7.450347608975533e-35,***
157,7Networks_LH_SomMot_77,-0.0018660204,-0.5785806202701431,0.5633423081991477,0.65467135268076,ns
158,7Networks_LH_SomMot_78,0.0028083487,0.9910750497045115,0.3225138678361632,0.4179233198182116,ns
159,7Networks_LH_SomMot_79,-0.024618406,-6.353226572901461,8.625879962632725e-10,5.298754834188674e-09,***
160,7Networks_LH_SomMot_80,-0.0018045304,-0.5614428424120737,0.5749496233061899,0.6629586717899307,ns
161,7Networks_LH_SomMot_81,-0.10320865,-20.98003835034212,3.6795252576164496e-59,1.898635032930088e-56,***
162,7Networks_LH_SomMot_82,-0.013089835,-3.61334756213317,0.00035887594255415716,0.0010232946406708177,**
163,7Networks_LH_SomMot_83,-0.012156949,-3.7117275423062073,0.00024880727857559524,0.0007357281131519034,***
164,7Networks_LH_SomMot_84,-0.07652474,-17.743120367000365,1.4169915419045353e-47,2.924670542490961e-45,***
165,7Networks_LH_SomMot_85,-0.044319358,-10.916136376789716,2.6042765836157364e-23,9.598619408183715e-22,***
166,7Networks_LH_SomMot_86,-0.008877287,-2.7238023770762925,0.006863651271113983,0.015045093554466886,*
167,7Networks_LH_SomMot_87,-0.0145518435,-4.43219384662951,1.3454034586858212e-05,4.8717767346097106e-05,***
168,7Networks_LH_SomMot_88,0.0023024895,0.7142062143002015,0.4757010698162404,0.5708412837794884,ns
169,7Networks_LH_SomMot_89,-0.024761073,-6.665354324070494,1.4235055250251247e-10,9.539335726142394e-10,***
170,7Networks_LH_SomMot_90,-0.005695936,-1.826000854152343,0.06892657371879492,0.11399394884262237,ns
171,7Networks_LH_SomMot_91,-0.029931953,-8.191650065666215,9.575232748028747e-15,1.0187257933985224e-13,***
172,7Networks_LH_DorsAttn_Post_1,-0.021682104,-5.074098041695824,7.146570095377603e-07,3.192753393259604e-06,***
173,7Networks_LH_DorsAttn_Post_2,-0.0026620247,-0.6440164796071033,0.5200976347193452,0.6145515825769935,ns
174,7Networks_LH_DorsAttn_Post_3,-0.021633403,-4.498921165054816,1.006022930131148e-05,3.694717665107988e-05,***
175,7Networks_LH_DorsAttn_Post_4,0.0016531822,0.3611038270488818,0.7182970837992226,0.7911233623060809,ns
176,7Networks_LH_DorsAttn_Post_5,0.012063314,2.4344053286875558,0.015548160773179715,0.031036173922478656,*
177,7Networks_LH_DorsAttn_Post_6,0.0011915638,0.2787592148970384,0.7806376084169424,0.8406973579986524,ns
178,7Networks_LH_DorsAttn_Post_7,0.0049288007,1.0544044109059012,0.2926166250442857,0.38765129274159543,ns
179,7Networks_LH_DorsAttn_Post_8,0.0041759214,0.8398758893734745,0.40170228336729197,0.5024930381030852,ns
180,7Networks_LH_DorsAttn_Post_9,-0.02969505,-6.157258947466297,2.5916348767228265e-09,1.4858706626544204e-08,***
181,7Networks_LH_DorsAttn_Post_10,-0.00014452143,-0.031869282841548094,0.974599245629017,0.9870327983210457,ns
182,7Networks_LH_DorsAttn_Post_11,0.01105873,2.262069921870046,0.024468105458359132,0.04582774016883236,*
183,7Networks_LH_DorsAttn_Post_12,-0.0033275862,-0.9061831988864245,0.365626460020433,0.4681470306961375,ns
184,7Networks_LH_DorsAttn_Post_13,0.01630145,3.4318498588984236,0.0006909772677682104,0.0018570014071270656,**
185,7Networks_LH_DorsAttn_Post_14,0.0003721653,0.08831743153466218,0.9296882007024967,0.9523926661852469,ns
186,7Networks_LH_DorsAttn_Post_15,0.009225188,1.7288300342682645,0.08495373610151798,0.13656114588281396,ns
187,7Networks_LH_DorsAttn_Post_16,7.982541e-05,0.01617961755371196,0.9871027435573994,0.9947690665397262,ns
188,7Networks_LH_DorsAttn_Post_17,-0.012540947,-3.081088745998495,0.002270032628258294,0.005564545540053585,**
189,7Networks_LH_DorsAttn_Post_18,0.007127922,1.6914954418236874,0.09186687403216959,0.1460810693392897,ns
190,7Networks_LH_DorsAttn_Post_19,-0.0107201105,-3.032143741982314,0.0026582489935230735,0.006439701787126319,**
191,7Networks_LH_DorsAttn_Post_20,-2.4014535e-05,-0.006971991572700601,0.9944422190966151,0.9963731748618513,ns
192,7Networks_LH_DorsAttn_Post_21,-0.014269563,-3.270259074689241,0.0012103727138475775,0.0031149741663109723,**
193,7Networks_LH_DorsAttn_Post_22,-0.01899951,-4.286022046037566,2.5130757340484032e-05,8.531230781374842e-05,***
194,7Networks_LH_DorsAttn_Post_23,-0.051850684,-13.897430481402438,1.1257572624288557e-33,9.681512456888158e-32,***
195,7Networks_LH_DorsAttn_Post_24,0.00010365253,0.024008016578934505,0.9808634998549481,0.9904609900687931,ns
196,7Networks_LH_DorsAttn_Post_25,-0.012932868,-4.02766542878738,7.280375964727079e-05,0.00023552815033223653,***
197,7Networks_LH_DorsAttn_Post_26,-0.0111035565,-2.842323027406863,0.004811648703513213,0.010913453762693705,*
198,7Networks_LH_DorsAttn_Post_27,-0.021576338,-4.962054600798171,1.2194636100398521e-06,5.26563366343568e-06,***
199,7Networks_LH_DorsAttn_Post_28,-0.02662732,-6.458862349554348,4.719651917625648e-10,3.025267564589856e-09,***
200,7Networks_LH_DorsAttn_Post_29,-0.0065699145,-1.462655477221525,0.14469534273354193,0.21424045007319265,ns
201,7Networks_LH_DorsAttn_Post_30,-0.0027816372,-0.9813381110514479,0.32728236085525797,0.42325237644439373,ns
202,7Networks_LH_DorsAttn_Post_31,-0.018747473,-5.122532544108126,5.656549154425855e-07,2.5603327751611762e-06,***
203,7Networks_LH_DorsAttn_Post_32,-0.0090983035,-2.3132985845129994,0.021438715520097806,0.040896034042035,*
204,7Networks_LH_DorsAttn_Post_33,-0.029885406,-8.328307577169213,3.821556910068751e-15,4.240695409882743e-14,***
205,7Networks_LH_DorsAttn_Post_34,-0.0012427903,-0.2779873801342475,0.7812294247293678,0.8406973579986524,ns
206,7Networks_LH_DorsAttn_Post_35,-0.08915401,-20.686900060476226,3.993886081728684e-58,1.3738968121146672e-55,***
207,7Networks_LH_DorsAttn_Post_36,-0.017054982,-4.371867992542787,1.7446527913295332e-05,6.082708380581345e-05,***
208,7Networks_LH_DorsAttn_Post_37,-0.034603108,-9.233721211130712,7.053129879693258e-18,1.2131383393072403e-16,***
209,7Networks_LH_DorsAttn_Post_38,0.0016494949,0.4027965519780373,0.6874085884237249,0.7648824342197545,ns
210,7Networks_LH_DorsAttn_Post_39,-0.014172576,-3.685687443666134,0.00027434750120386116,0.0008043369921658657,***
211,7Networks_LH_DorsAttn_Post_40,-0.036877334,-8.235877584761976,7.119756118468013e-15,7.653737827353114e-14,***
212,7Networks_LH_DorsAttn_Post_41,-0.0053268448,-1.1020014787473664,0.27141760753626404,0.36433220669663496,ns
213,7Networks_LH_DorsAttn_Post_42,-0.021898529,-5.002572272090774,1.0062477504122643e-06,4.4002020272265115e-06,***
214,7Networks_LH_DorsAttn_Post_43,-0.022242403,-5.046111991464484,8.174024212369811e-07,3.6204261747492036e-06,***
215,7Networks_LH_DorsAttn_Post_44,0.011886659,2.3315847189677985,0.020439795391479384,0.039378823483507644,*
216,7Networks_LH_DorsAttn_Post_45,0.00073394395,0.14171082522387338,0.8874114336207818,0.9194865456793642,ns
217,7Networks_LH_DorsAttn_Post_46,-0.0041954154,-1.1046473060652675,0.27027104468677465,0.36393258580955473,ns
218,7Networks_LH_DorsAttn_Post_47,6.227538e-05,0.015026818625268897,0.988021601941104,0.9947690665397262,ns
219,7Networks_LH_DorsAttn_Post_48,0.00082799466,0.21454941284042192,0.8302764984782365,0.8770167312482497,ns
220,7Networks_LH_DorsAttn_Post_49,-0.015669314,-3.657471642310961,0.00030480076189025616,0.0008786435370691183,***
221,7Networks_LH_DorsAttn_Post_50,-0.02289295,-5.253858542099632,2.97530229388652e-07,1.3893719309008545e-06,***
222,7Networks_LH_DorsAttn_FEF_1,0.0005264747,0.15009537821822372,0.8807985986237901,0.9144709796576975,ns
223,7Networks_LH_DorsAttn_FEF_2,-0.011923582,-2.972065079895899,0.003217888180737833,0.0075992233467309924,**
224,7Networks_LH_DorsAttn_FEF_3,-0.004383958,-1.2377837115204542,0.2168443950959496,0.30038042381076513,ns
225,7Networks_LH_DorsAttn_FEF_4,-0.009416895,-2.2301021984975704,0.02654198392689568,0.04900058571119203,*
226,7Networks_LH_DorsAttn_FEF_5,-0.042076528,-9.095464279155227,1.885856550426781e-17,3.0409436875631846e-16,***
227,7Networks_LH_DorsAttn_FEF_6,-0.00047381863,-0.14840235578128902,0.8821332151311679,0.9149361588094124,ns
228,7Networks_LH_DorsAttn_FEF_7,0.0067934208,1.8729720366367046,0.06212538257209809,0.10458955108385846,ns
229,7Networks_LH_DorsAttn_PrCv_1,0.0022890018,0.5691116500449309,0.5697415392199444,0.6591628570347339,ns
230,7Networks_LH_DorsAttn_PrCv_2,-0.007183451,-1.851465442530601,0.06516680921783181,0.10899861768687591,ns
231,7Networks_LH_DorsAttn_PrCv_3,0.0023780642,0.7383913283861278,0.46090181810850794,0.5582754416525589,ns
232,7Networks_LH_DorsAttn_PrCv_4,0.0055551794,1.3087535926590579,0.1917025914683852,0.27026922731608405,ns
233,7Networks_LH_SalVentAttn_ParOper_1,0.013989459,3.8160797293141164,0.00016727008015468786,0.0005077138903518761,***
234,7Networks_LH_SalVentAttn_ParOper_2,-0.0014998554,-0.36251617834053457,0.7172427723143097,0.7908061335773159,ns
235,7Networks_LH_SalVentAttn_ParOper_3,0.0075548836,2.0001754651594643,0.046457417332885685,0.08085000790478587,ns
236,7Networks_LH_SalVentAttn_ParOper_4,0.013679422,3.4754695366796517,0.000591766582927508,0.0016156167025957362,**
237,7Networks_LH_SalVentAttn_ParOper_5,0.0012627176,0.32503318927041813,0.7454013049480316,0.8140255520702313,ns
238,7Networks_LH_SalVentAttn_ParOper_6,-0.002955062,-0.7142796162449113,0.4756557610883201,0.5708412837794884,ns
239,7Networks_LH_SalVentAttn_ParOper_7,-0.0138975475,-3.676739708119689,0.00028367975480133087,0.0008293413794758455,***
240,7Networks_LH_SalVentAttn_ParOper_8,0.0068105515,1.386158071603262,0.1668134246111223,0.24077126461353596,ns
241,7Networks_LH_SalVentAttn_ParOper_9,0.0064411755,1.4728773870995135,0.14191945947406515,0.2107350822694032,ns
242,7Networks_LH_SalVentAttn_TempOcc_1,-0.047079254,-8.395949978361623,2.417631567602713e-15,2.7119519323543475e-14,***
243,7Networks_LH_SalVentAttn_TempOcc_2,-0.011140015,-2.7559831367101904,0.006239879491204718,0.01387835266147256,*
244,7Networks_LH_SalVentAttn_FrOperIns_1,0.0005824987,0.25102453816122333,0.8019812460489194,0.8558889823396948,ns
