episode,season,category,beta_rTPJ,beta_visual_cortex,beta_auditory_cortex,beta_dorsal_striatum
s02e02b,2,Language,1.3116021856254159,2.3606108909152868,0.07140514930762897,0.1767172151153366
s02e02b,2,Logic,0.2488596353316195,0.3446111757723893,0.11653996993022142,0.2656387646937505
s02e02b,2,Identity,1.04696760123904,0.8475242467245587,-2.772157772329946,-0.32370027734042167
s02e03a,2,Language,0.6125475973048065,1.0562356085176776,-0.5002939636010821,0.3166620583682671
s02e03a,2,Logic,0.3099416114214375,0.7699090019804788,-0.997296827544749,0.18090953172147017
s02e03b,2,Language,-0.06804228101134974,0.15144937109901785,0.40051063421485256,0.24694655795473103
s02e03b,2,Logic,-0.23643568209691276,0.12742178466962262,-0.593811752535597,0.06487264740992255
s02e03b,2,Identity,-0.0021410929114488997,0.7231313296737725,0.2807701888048318,0.2891978102229419
s02e04a,2,Language,0.2020165145054879,0.28201345004718925,-0.060706770093249984,0.12757121832389054
s02e04a,2,Logic,0.17053058914029146,0.11078265529075473,-0.4728101188769573,0.19169600534172823
s02e04b,2,Language,0.10795413804929699,1.8432168955350798,-0.41604290039399705,0.10711355544129289
s02e04b,2,Logic,0.2369950411933717,0.8631305652505232,-0.058517182258613056,0.17504519719317205
s02e04b,2,Identity,-0.5039690569849116,0.19307711136218642,-0.23339691458398126,0.2739691834840999
s02e05a,2,Language,-0.7824749651041547,-0.53094186512026,-0.610269155061391,-0.1252219573765232
s02e05a,2,Logic,-0.1410818473840456,0.00318517893575318,-0.7528310784259308,0.07042761366751782
s02e05a,2,Identity,-1.3491124632953668,-1.7189634327175392,-0.8070981666965413,-0.060752401503427436
s02e05b,2,Language,0.43231559170559275,0.20218409188824749,0.15441945794193512,0.13453562008453324
s02e05b,2,Logic,-0.05491545370692327,0.34296990163138463,0.02719790724946175,0.4742960004536843
s02e06a,2,Language,0.6013081432854089,0.17661757614987791,-0.4855370151622273,0.2848637635930328
s02e06a,2,Logic,0.21216760357133724,0.5303605809137966,-0.1851005825102917,0.07740230594547248
s02e06a,2,Identity,0.8818065294115678,0.5301804461367584,0.7550785854730744,0.6425187554380968
s02e06b,2,Language,0.6045773149782003,0.8115412469077233,0.13362263938871238,0.22372991834282704
s02e06b,2,Logic,0.24213696914034946,0.08730148809225388,-0.5529480364736356,0.1139902005281653
s02e06b,2,Identity,0.63519892866518,-0.23249179018696828,-0.30229424679462086,0.27717962408758345
s02e07a,2,Language,0.7283381551253586,0.30627747315076337,-0.7264951455729287,0.13382586743333913
s02e07a,2,Logic,-0.27327667773629016,0.22193617250583836,-0.47185609852103666,-0.18731514494713794
s02e07b,2,Language,-0.8475429755444837,-1.203047290866949,-0.44129438345668615,-0.7739601079171461
s02e07b,2,Logic,0.504311558742065,0.34503790822741875,-0.0008396767716807238,0.09577078730126612
s02e07b,2,Identity,-0.30300322095357146,-1.7648934151918385,-1.2491139593997276,-1.1111355306597672
s02e08a,2,Language,0.09803673175948384,1.2626511949721817,-0.49295191714362635,0.02248792953738038
s02e08a,2,Logic,0.2814737082973705,0.686314793641868,-0.2762382697350011,0.3335405930858164
s02e08a,2,Identity,-0.030784653445086366,0.2867762500515843,-0.8490929667243449,0.520976549121732
s02e08b,2,Language,0.21599220052640458,0.5174733162781324,0.23296830836576177,0.12173904517388687
s02e08b,2,Logic,0.5493342958627562,0.395473025046976,-0.3551689402123759,0.24145447084743238
s02e08b,2,Identity,-0.05876974122231099,0.45444687022907715,-0.5652870474150841,-0.32813212191923874
s02e09a,2,Language,0.26093953273836645,1.097719838292328,-0.8947317947714046,-0.002844753912443359
s02e09a,2,Logic,-0.43856760584708754,-0.5381700880353888,-0.7623753033686623,-0.4918096933493125
s02e09b,2,Language,0.2723835383351838,0.21230606558376305,-0.7215976734010993,0.08344321575819691
s02e09b,2,Logic,0.6567586330212789,0.6360363128969857,-0.6204524519927959,0.17776353291786043
s02e09b,2,Identity,0.17779097481634973,0.6902901463095005,0.07139131401759488,0.21917292072595426
s02e10a,2,Language,0.23296971055903629,0.4500795419125014,-0.3839533992484736,0.008599501354509403
s02e10a,2,Logic,0.46235199607211797,0.4250193173047023,-1.1371253681162468,0.3133180687035608
s02e10a,2,Identity,-0.014789508019794659,0.5377622268085726,-0.3475153889044581,0.09477816935115783
s02e10b,2,Language,0.2964892466571825,0.09152916877549147,-0.39340612176159845,0.6076931890267574
s02e10b,2,Logic,0.6333729754814812,0.5978218983352759,-0.6283537707629985,0.29263105448569804
s02e11a,2,Language,0.6519270098123732,0.27861349920120027,-0.7147461472930834,0.08505507168645768
