roi_idx,label,beta,t,p,p_fdr,sig
40,7Networks_LH_Vis_41,0.1414219334233181,11.647888993242113,8.72378232750628e-26,1.5906260356866574e-25,***
41,7Networks_LH_Vis_42,0.4471082610548405,23.965995870295007,1.6871561786633006e-69,1.1925651893017303e-68,***
42,7Networks_LH_Vis_43,0.4531439586291038,25.749022066034254,1.8194071786572245e-75,1.8965941498729853e-74,***
43,7Networks_LH_Vis_44,0.37731667197615093,26.484394609990552,7.038267807493555e-78,8.751195635341383e-77,***
44,7Networks_LH_Vis_45,0.3861626224367523,26.327648801805314,2.286972660199813e-77,2.593577786072755e-76,***
45,7Networks_LH_Vis_46,0.14680346889977003,15.846729236384418,1.0596155137807671e-40,2.6867892143040583e-40,***
46,7Networks_LH_Vis_47,0.40078348897171046,26.032842239559212,2.1154767082438604e-76,2.29807575042912e-75,***
47,7Networks_LH_Vis_48,0.11412238540611483,10.005681074994374,2.547606331049252e-20,4.04481497483512e-20,***
48,7Networks_LH_Vis_49,0.4613296054138526,28.166188826572522,2.7530186955319344e-83,6.22455080979993e-82,***
49,7Networks_LH_Vis_50,0.2532045450152164,20.049098611564386,7.337297189021281e-56,2.8573927166301743e-55,***
50,7Networks_LH_Vis_51,0.4079665568130098,24.469064394937345,3.3649635074134865e-71,2.6919708059307892e-70,***
51,7Networks_LH_Vis_52,0.3211594807905891,20.179716096638035,2.515884254541428e-56,1.002468166288322e-55,***
52,7Networks_LH_Vis_53,0.4761719063295038,27.09270552072342,7.478042712185312e-80,1.1349029527904767e-78,***
53,7Networks_LH_Vis_54,0.40318673664994414,23.151620350129424,1.0140543326058983e-66,6.420270375762497e-66,***
54,7Networks_LH_Vis_55,0.15370788413679914,14.616756100346374,2.954301664036934e-36,6.760175869814004e-36,***
55,7Networks_LH_Vis_56,0.3468476132941298,24.160150999095475,3.710856708400597e-70,2.815885384609864e-69,***
56,7Networks_LH_Vis_57,0.3272621439906621,24.05415208555102,8.478141309160188e-70,6.205277894364053e-69,***
57,7Networks_LH_Vis_58,0.44631266159135746,24.078954560792408,6.986971727689866e-70,5.225039726794161e-69,***
58,7Networks_LH_Vis_59,0.2425836921129059,16.23135568879601,4.2731870547745036e-42,1.1307510360326379e-41,***
59,7Networks_LH_Vis_60,0.3435654821649633,24.075835600753337,7.158992736549693e-70,5.315165830301643e-69,***
60,7Networks_LH_Vis_61,0.42375945513212626,27.104002392135573,6.87581494373989e-80,1.0590807495432188e-78,***
61,7Networks_LH_Vis_62,0.23237612358868442,13.77205754642184,3.156489346965503e-33,6.634413454314458e-33,***
62,7Networks_LH_Vis_63,0.14886707836176194,10.352570816729347,1.90390317460513e-21,3.0893523210573806e-21,***
63,7Networks_LH_Vis_64,0.4227063528828239,23.380697064337756,1.663839963761514e-67,1.0936833392368679e-66,***
64,7Networks_LH_Vis_65,0.2949033952669882,19.3846941865161,1.7321473474380893e-53,6.272196710723186e-53,***
65,7Networks_LH_Vis_66,0.11765849574203646,11.573665378013649,1.5641661350484648e-25,2.8270042931173657e-25,***
66,7Networks_LH_Vis_67,0.3158120242033771,22.9219450607154,6.245660449311385e-66,3.813918096857603e-65,***
67,7Networks_LH_Vis_68,0.2692115503941732,16.927186771502225,1.2798664794306949e-44,3.5505973300335406e-44,***
68,7Networks_LH_Vis_69,0.19204374915609052,16.79714086965433,3.790929466253082e-44,1.0432637891128482e-43,***
69,7Networks_LH_Vis_70,0.390794899737221,22.870353727939843,9.403039506539451e-66,5.6418237039236706e-65,***
70,7Networks_LH_Vis_71,0.20117172035622943,16.03549815500629,2.192414370805681e-41,5.670605590655296e-41,***
71,7Networks_LH_Vis_72,0.4489971305380652,25.649849432401684,3.867935320391425e-75,3.952187376875199e-74,***
72,7Networks_LH_Vis_73,0.24911601132684538,18.20786378787296,2.9624777834755632e-49,9.407006377067019e-49,***
73,7Networks_LH_Vis_74,0.3798902695518361,22.493039783996256,1.8904773748606324e-64,1.0778854424619738e-63,***
74,7Networks_LH_Vis_75,0.22336692347518428,18.5853997243376,1.2885381345068988e-50,4.331502784401041e-50,***
75,7Networks_LH_Vis_76,0.30242548156742766,20.501051444262334,1.8181867892792836e-57,7.753589944364548e-57,***
76,7Networks_LH_Vis_77,0.27743082543845554,17.919602319733244,3.259066985690242e-48,1.0039872027559192e-47,***
77,7Networks_LH_Vis_78,0.2118195474736374,16.896354251747002,1.6556358292825938e-44,4.5807404177470155e-44,***
78,7Networks_LH_Vis_79,0.1641830633329535,12.18462698122224,1.2355421045441931e-27,2.3183262761629224e-27,***
79,7Networks_LH_Vis_80,0.2383354282617274,16.2940132589746,2.5323362328542133e-42,6.735492248210176e-42,***
80,7Networks_LH_Vis_81,0.09655496125041617,7.604009894910792,4.4813096441661457e-13,6.249610206458732e-13,***
81,7Networks_LH_SomMot_1,-0.14407262954087804,-11.171146558734042,3.6284103844371194e-24,6.282750867011925e-24,***
82,7Networks_LH_SomMot_2,-0.6697540999718558,-33.66513395035724,6.752362500573842e-100,5.3603370004555426e-98,***
83,7Networks_LH_SomMot_3,-0.7977072220640957,-39.89597690909951,7.770473383421374e-117,2.6730428438969527e-114,***
84,7Networks_LH_SomMot_4,-0.699783461589149,-33.979980408719534,8.455352852579655e-101,7.932658312602004e-99,***
85,7Networks_LH_SomMot_5,-0.43159727590370117,-26.35760978118645,1.825292982300895e-77,2.0930026197050264e-76,***
86,7Networks_LH_SomMot_6,-0.2712299816711034,-20.124635598546988,3.950409063564422e-56,1.5501224918625411e-55,***
87,7Networks_LH_SomMot_7,-0.8704972841518326,-41.18784928020411,4.0538154201193025e-120,2.0917687567815603e-117,***
88,7Networks_LH_SomMot_8,-0.27723210221075806,-13.955498948893787,6.979507426276793e-34,1.4820682436044547e-33,***
89,7Networks_LH_SomMot_9,-0.19012971308862106,-11.900494305789815,1.1851923642674448e-26,2.1919686736989304e-26,***
90,7Networks_LH_SomMot_10,-0.3266310824866543,-27.56419386305209,2.2793785294600734e-81,4.126874811232975e-80,***
91,7Networks_LH_SomMot_11,0.039139569216028416,4.067769435824426,6.193548033534705e-05,7.189810540616216e-05,***
92,7Networks_LH_SomMot_12,0.17082346204039264,17.210879180640582,1.1988219809776227e-45,3.4082211690603486e-45,***
93,7Networks_LH_SomMot_13,-0.39067765324761455,-22.00889040424929,9.086240333120791e-63,4.735858597869018e-62,***
94,7Networks_LH_SomMot_14,-0.02903697840569688,-2.0497848618408288,0.04132689877108355,0.04447274195178126,*
95,7Networks_LH_SomMot_15,-0.05105056287487406,-4.454625713777089,1.220612387261396e-05,1.4412722925100237e-05,***
96,7Networks_LH_SomMot_16,0.07880214321714979,7.501975218598918,8.582579848223514e-13,1.1904868821729392e-12,***
97,7Networks_LH_SomMot_17,0.24928470136255448,19.42650648748549,1.2270027390123266e-53,4.506287639361997e-53,***
98,7Networks_LH_SomMot_18,-0.2524622749337678,-22.91932463815468,6.376767218268511e-66,3.8710728054430025e-65,***
99,7Networks_LH_SomMot_19,0.0906173898625157,5.778068537984481,2.0294949961237352e-08,2.5510826260654018e-08,***
100,7Networks_LH_SomMot_20,-0.24011393671580786,-16.3654817694341,1.3941931842649774e-42,3.727480223216209e-42,***
101,7Networks_LH_SomMot_21,-0.09550544426113881,-7.949299537787443,4.7757132535652845e-14,6.807370273037809e-14,***
102,7Networks_LH_SomMot_22,-0.06032669385512133,-4.715739748949378,3.821660282320951e-06,4.570050302844984e-06,***
103,7Networks_LH_SomMot_23,0.2589343224834794,18.21533115685177,2.7841761940435055e-49,8.895572236077082e-49,***
104,7Networks_LH_SomMot_24,0.028893877557259168,2.733556044610369,0.006668889444101358,0.007321589262034683,**
105,7Networks_LH_SomMot_25,-0.2854894214485265,-20.76028799626568,2.19696154365166e-58,9.607052173934378e-58,***
106,7Networks_LH_SomMot_26,-0.182158385895068,-12.52751550200799,7.9081764943594e-29,1.5254650733044673e-28,***
107,7Networks_LH_SomMot_27,-0.09224685669570121,-7.015921572864098,1.7549782497704484e-11,2.3768209366969854e-11,***
108,7Networks_LH_SomMot_28,0.0192839946260087,1.5909534360214883,0.11276062610324687,0.11898667294330345,ns
109,7Networks_LH_SomMot_29,0.09831867757923259,10.657139883249446,1.893397741105417e-22,3.1164058513888205e-22,***
110,7Networks_LH_SomMot_30,-0.07959829024675961,-6.160361490412609,2.547373246688889e-09,3.294347356620217e-09,***
111,7Networks_LH_SomMot_31,-0.05859241632301397,-5.1698262978435086,4.494569242050467e-07,5.502248467136515e-07,***
112,7Networks_LH_SomMot_32,0.0711841040763955,7.131642901401343,8.657656705308845e-12,1.1818388518358107e-11,***
113,7Networks_LH_SomMot_33,0.11163853114682024,9.437607198243857,1.6314968276576887e-18,2.5129921285712456e-18,***
114,7Networks_LH_SomMot_34,0.05794754113043838,5.900669196949555,1.0541472464355307e-08,1.3364618652597884e-08,***
115,7Networks_LH_SomMot_35,-0.07593261656184523,-6.952461256602575,2.5771905968048963e-11,3.476680648238762e-11,***
116,7Networks_LH_SomMot_36,0.16037343816895133,13.119581712679093,6.559919615697594e-31,1.3248213392172049e-30,***
117,7Networks_LH_SomMot_37,0.1354826693901366,12.51283115866122,8.899904409797841e-29,1.7135636848715244e-28,***
118,7Networks_LH_SomMot_38,0.139895612270916,14.348098113212188,2.73261975009906e-35,6.05163858820221e-35,***
119,7Networks_LH_SomMot_39,0.15111144377290742,16.693242451132964,9.027190167187397e-44,2.471103515261908e-43,***
120,7Networks_LH_SomMot_40,0.28762109156296256,23.929069118194967,2.2514094649463862e-69,1.5805813386562385e-68,***
121,7Networks_LH_SomMot_41,0.2677103939015293,22.24673675473095,1.3516256393299986e-63,7.341461367308204e-63,***
122,7Networks_LH_SomMot_42,0.1382894525721656,14.645784890915227,2.322362459126314e-36,5.361695878788269e-36,***
123,7Networks_LH_SomMot_43,-0.39423263820393994,-27.486745514047545,4.036513227914125e-81,7.060477374927757e-80,***
124,7Networks_LH_SomMot_44,0.031419625299859914,3.2016706246322983,0.0015255638317219103,0.0017075725318188844,**
125,7Networks_LH_SomMot_45,0.17267700591146085,16.060225249613364,1.7835087832836368e-41,4.63622434344764e-41,***
126,7Networks_LH_SomMot_46,0.3365457688505294,27.32374629797795,1.3471523345080537e-80,2.242356789052115e-79,***
127,7Networks_LH_SomMot_47,0.1407754850123566,13.891236697524887,1.1846271357091625e-33,2.510339228032558e-33,***
128,7Networks_LH_SomMot_48,0.09801155185001639,10.30893463259487,2.6440077711354227e-21,4.276827617259806e-21,***
129,7Networks_LH_SomMot_49,0.2609987876225927,24.788418158382726,2.8468864646431726e-72,2.428088290505582e-71,***
130,7Networks_LH_SomMot_50,0.114972458315333,10.680752539698148,1.5813682177504565e-22,2.61533974474114e-22,***
131,7Networks_LH_SomMot_51,0.19272286969900249,17.876489267647486,4.666315130307345e-48,1.428972467203911e-47,***
132,7Networks_LH_SomMot_52,0.1656452909373743,15.415505937244973,3.861602889494567e-39,9.6260245941024e-39,***
133,7Networks_LH_SomMot_53,0.2936215653512854,23.49795321670861,6.611578805257475e-68,4.4595747235462177e-67,***
134,7Networks_LH_SomMot_54,0.14978883232267684,14.690846790393026,1.5981809481670275e-36,3.7146908524963345e-36,***
135,7Networks_LH_SomMot_55,0.09954919854016042,9.611526149399353,4.622276557431792e-19,7.162446557461875e-19,***
136,7Networks_LH_SomMot_56,0.11931390938168739,13.107810304553672,7.2193256081460575e-31,1.4551453178919397e-30,***
137,7Networks_LH_SomMot_57,0.10628251297167661,11.325550186437168,1.0913032897976603e-24,1.9251709317456162e-24,***
138,7Networks_LH_SomMot_58,0.061432942594178655,5.647315907877479,4.0360198153734973e-08,5.024333473420325e-08,***
139,7Networks_LH_SomMot_59,0.07670056258921673,6.826255223851506,5.495471043521492e-11,7.327294724695323e-11,***
140,7Networks_LH_SomMot_60,0.14981582553902023,13.874439812876767,1.3602109131059991e-33,2.8706291663095934e-33,***
141,7Networks_LH_SomMot_61,0.15032047777790508,14.63079572480472,2.629692852476975e-36,6.044193816829038e-36,***
142,7Networks_LH_SomMot_62,0.14761628578488356,14.950213900803213,1.8551198621594513e-37,4.421440410504743e-37,***
143,7Networks_LH_SomMot_63,0.11762946595232332,11.307347044412255,1.2577411837271986e-24,2.2112247046106795e-24,***
144,7Networks_LH_SomMot_64,0.09959203880875939,11.197479101972432,2.9574253684883078e-24,5.129517613915854e-24,***
145,7Networks_LH_SomMot_65,0.12742486578374274,12.548384704320938,6.685429680954909e-29,1.2920156237351059e-28,***
146,7Networks_LH_SomMot_66,0.037963885427931804,3.8854920422162325,0.0001278235431406398,0.00014755469409523522,***
147,7Networks_LH_SomMot_67,0.15608535400650964,15.92936311204205,5.31695604702147e-41,1.3615629380958207e-40,***
148,7Networks_LH_SomMot_68,0.0546778110478891,4.896374236005045,1.6609478911582656e-06,2.0118523752057865e-06,***
149,7Networks_LH_SomMot_69,0.046824246975120956,5.648501143525056,4.0111557132423447e-08,4.999411468678865e-08,***
150,7Networks_LH_SomMot_70,0.04250132400913297,4.830714851467163,2.2548627224161027e-06,2.7153072690004875e-06,***
151,7Networks_LH_SomMot_71,0.06427398117524738,7.739059166412912,1.8803664307217967e-13,2.6401879680338696e-13,***
152,7Networks_LH_SomMot_72,0.16741052597290404,16.05101089109894,1.926114565559954e-41,4.994347315723298e-41,***
153,7Networks_LH_SomMot_73,0.1004361060848061,9.072510688252423,2.2187038087827774e-17,3.342631139655221e-17,***
154,7Networks_LH_SomMot_74,0.15116947446479975,14.423907943676953,1.459470132325987e-35,3.2671869339705393e-35,***
155,7Networks_LH_SomMot_75,0.10252784905131769,12.836076489146691,6.551850176154412e-30,1.2953083106879987e-29,***
156,7Networks_LH_SomMot_76,0.07333347824200885,8.095329199932277,1.8197094960775523e-14,2.6228215083128965e-14,***
157,7Networks_LH_SomMot_77,0.09002560402180983,11.470426580712315,3.516288690436658e-25,6.267374660674666e-25,***
158,7Networks_LH_SomMot_78,0.12809311583420308,14.578756168641236,4.048038287666519e-36,9.222020999717103e-36,***
159,7Networks_LH_SomMot_79,0.1391710562012623,13.574740693197624,1.593787791407518e-32,3.302789158097507e-32,***
160,7Networks_LH_SomMot_80,0.22093843589385803,22.299477536423616,8.865405188344043e-64,4.840792674270398e-63,***
161,7Networks_LH_SomMot_81,0.16802820428727772,16.148025902208634,8.568929934121407e-42,2.2444506832521045e-41,***
162,7Networks_LH_SomMot_82,0.10466677301537655,11.368564279843529,7.800776268197858e-25,1.378493340544553e-24,***
163,7Networks_LH_SomMot_83,0.06205663734604386,7.175075126623563,6.627934200624878e-12,9.071655298468003e-12,***
164,7Networks_LH_SomMot_84,0.2340191266843698,18.824664051143515,1.7734894580456616e-51,6.141748727191686e-51,***
165,7Networks_LH_SomMot_85,0.03851533535562958,4.518971367302383,9.212663380356453e-06,1.0965938418140552e-05,***
166,7Networks_LH_SomMot_86,0.06619102752308331,7.477404231751677,1.002811809994889e-12,1.3891299166640612e-12,***
167,7Networks_LH_SomMot_87,0.08178008060279252,7.838522637996789,9.859644691000063e-14,1.399608434815965e-13,***
168,7Networks_LH_SomMot_88,0.12116509579051941,12.425570756457944,1.7945358649347657e-28,3.4295574307642187e-28,***
169,7Networks_LH_SomMot_89,0.12869865802351993,14.136132945349722,1.5743053017626399e-34,3.413199729871942e-34,***
170,7Networks_LH_SomMot_90,0.08816044506691859,11.1299071353004,4.9961702869873974e-24,8.63659587298324e-24,***
171,7Networks_LH_SomMot_91,0.11800754915954427,10.564664788217053,3.8270180886377577e-22,6.239309111333596e-22,***
172,7Networks_LH_DorsAttn_Post_1,0.23546323953253515,19.219233633883487,6.786206378519989e-53,2.4149534422871135e-52,***
173,7Networks_LH_DorsAttn_Post_2,0.20560441030315912,16.507906961663707,4.243800578785923e-43,1.1464927218081343e-42,***
174,7Networks_LH_DorsAttn_Post_3,0.32474523751410833,23.756595005121046,8.681377101426511e-69,5.972787445781439e-68,***
175,7Networks_LH_DorsAttn_Post_4,0.3634241703158296,24.895090044599897,1.2510132628510828e-72,1.0941065146290827e-71,***
176,7Networks_LH_DorsAttn_Post_5,0.33265945413196685,22.307751267399283,8.298067293652185e-64,4.5551092803452427e-63,***
177,7Networks_LH_DorsAttn_Post_6,0.18517112693384608,12.982645380138836,1.9965718834709335e-30,3.9854200846073565e-30,***
178,7Networks_LH_DorsAttn_Post_7,0.3274189036889588,21.852255168305717,3.1967848188730474e-62,1.61719702601813e-61,***
179,7Networks_LH_DorsAttn_Post_8,0.23346101350281856,14.678544478443586,1.7698734041851633e-36,4.095312450939661e-36,***
180,7Networks_LH_DorsAttn_Post_9,0.2274288118852191,14.950421032659824,1.8519292856812455e-37,4.421440410504743e-37,***
181,7Networks_LH_DorsAttn_Post_10,0.23191491579825738,15.307679242494217,9.480491530994168e-39,2.329492204758567e-38,***
182,7Networks_LH_DorsAttn_Post_11,0.38429211098615335,24.634269434143516,9.36385164514606e-72,7.856499916903036e-71,***
183,7Networks_LH_DorsAttn_Post_12,0.3325254018763736,26.522501572338303,5.287387196655215e-78,6.6543702279855874e-77,***
184,7Networks_LH_DorsAttn_Post_13,0.3921660609131235,28.16512343022029,2.7745090818875658e-83,6.22455080979993e-82,***
185,7Networks_LH_DorsAttn_Post_14,0.4067435511411946,29.153156555470016,2.177884397600041e-86,6.243268606453451e-85,***
186,7Networks_LH_DorsAttn_Post_15,0.3164924803136249,20.86663106211886,9.248022588145941e-59,4.078615090156672e-58,***
187,7Networks_LH_DorsAttn_Post_16,0.2833226015039875,18.674000116532444,6.180315736130109e-51,2.098054552528379e-50,***
188,7Networks_LH_DorsAttn_Post_17,0.22078376115749923,16.32405080796703,1.9705357790880048e-42,5.2547620775680126e-42,***
189,7Networks_LH_DorsAttn_Post_18,0.2708799560295167,18.708541586690313,4.6415338857761523e-51,1.580878868026729e-50,***
190,7Networks_LH_DorsAttn_Post_19,0.14082763786338023,13.867666723723627,1.4381585540648295e-33,3.0289380159079675e-33,***
191,7Networks_LH_DorsAttn_Post_20,0.21872060250878997,18.43292579016005,4.566959563418444e-50,1.50578347266704e-49,***
192,7Networks_LH_DorsAttn_Post_21,0.2344809385462184,17.59878526245404,4.717487164335058e-47,1.4030105918137693e-46,***
193,7Networks_LH_DorsAttn_Post_22,0.22244974660625344,17.930147759883596,2.9851724155099593e-48,9.223646505408017e-48,***
194,7Networks_LH_DorsAttn_Post_23,0.15783000632148686,15.004606473267023,1.1803886261747748e-37,2.839536275553304e-37,***
195,7Networks_LH_DorsAttn_Post_24,0.18156041823877156,16.945051091047418,1.102528940714213e-44,3.075161802208291e-44,***
196,7Networks_LH_DorsAttn_Post_25,0.08028912495106125,8.939958785642363,5.648327014110179e-17,8.447932577625659e-17,***
197,7Networks_LH_DorsAttn_Post_26,0.2687328440102922,21.626043054804832,1.975072202177355e-61,9.66006878031768e-61,***
198,7Networks_LH_DorsAttn_Post_27,0.18246590510079227,12.617049492717115,3.84495934160197e-29,7.472689341870495e-29,***
199,7Networks_LH_DorsAttn_Post_28,0.17478079600065835,15.329157910227769,7.927706492501631e-39,1.9572710766176277e-38,***
200,7Networks_LH_DorsAttn_Post_29,0.27409874270326884,18.015022808104014,1.4729767024826146e-48,4.620401084991058e-48,***
201,7Networks_LH_DorsAttn_Post_30,0.07429707896746182,8.177783412986031,1.0505401599699692e-14,1.5226930408553485e-14,***
202,7Networks_LH_DorsAttn_Post_31,0.14617814036014615,14.930878014176336,2.1784828127303e-37,5.180171112298777e-37,***
203,7Networks_LH_DorsAttn_Post_32,0.26937554287357063,22.231186987525962,1.530669079473784e-63,8.184717564854638e-63,***
204,7Networks_LH_DorsAttn_Post_33,0.25220857211030345,21.942148890328518,1.552537356439894e-62,7.971236576348112e-62,***
205,7Networks_LH_DorsAttn_Post_34,-0.0816241864227731,-6.091254083097302,3.733316676361034e-09,4.803968591028163e-09,***
206,7Networks_LH_DorsAttn_Post_35,0.10995129736038049,11.287142556557537,1.4722233018403391e-24,2.5795151910003904e-24,***
207,7Networks_LH_DorsAttn_Post_36,0.20241040683883038,18.516134952109493,2.2891335662349203e-50,7.670083897254669e-50,***
208,7Networks_LH_DorsAttn_Post_37,0.2019053280825514,17.260212760638264,7.942879948882871e-46,2.2896793595662356e-45,***
209,7Networks_LH_DorsAttn_Post_38,0.18603568619986505,14.310259096546556,3.736463268612584e-35,8.239380541043135e-35,***
210,7Networks_LH_DorsAttn_Post_39,0.032778278733346454,3.304154251360313,0.0010780166728171629,0.0012132096034321834,**
211,7Networks_LH_DorsAttn_Post_40,0.21752127306816457,17.458958381116705,1.513536913409924e-46,4.4374150415881864e-46,***
212,7Networks_LH_DorsAttn_Post_41,0.19361851677010064,14.19567524388371,9.62995552175851e-35,2.101081204747311e-34,***
213,7Networks_LH_DorsAttn_Post_42,0.1723071713463891,12.883413477376076,4.4651865349661574e-30,8.861677892471297e-30,***
214,7Networks_LH_DorsAttn_Post_43,0.18154360151371524,14.18189222724949,1.0790700200303894e-34,2.349367638547177e-34,***
215,7Networks_LH_DorsAttn_Post_44,0.23875233585278696,15.996091397187005,3.0463667556262675e-41,7.840026164105506e-41,***
216,7Networks_LH_DorsAttn_Post_45,0.17796625706846608,12.459326370712306,1.3683657231748857e-28,2.629708428894752e-28,***
217,7Networks_LH_DorsAttn_Post_46,0.1815449785078771,16.689757622176554,9.293760053823239e-44,2.5373440146945986e-43,***
218,7Networks_LH_DorsAttn_Post_47,0.16539206319731412,14.344382866202885,2.8178833899227364e-35,6.227099910921336e-35,***
219,7Networks_LH_DorsAttn_Post_48,0.1302617366720953,11.63677985804356,9.521211507244752e-26,1.7329612478794682e-25,***
220,7Networks_LH_DorsAttn_Post_49,0.180044151339501,15.526804662056842,1.527386678159329e-39,3.8258811938359887e-39,***
221,7Networks_LH_DorsAttn_Post_50,0.15612960336173906,12.995234936925979,1.8025699386738945e-30,3.605139877347789e-30,***
222,7Networks_LH_DorsAttn_FEF_1,-0.06412677078040585,-6.281836978975352,1.2914450613518055e-09,1.6785532787343366e-09,***
223,7Networks_LH_DorsAttn_FEF_2,0.11181763572462462,11.091208678932018,6.742594019588561e-24,1.1597261713692324e-23,***
224,7Networks_LH_DorsAttn_FEF_3,0.24363023929454786,22.405302237873425,3.806874707546564e-64,2.135160162058725e-63,***
225,7Networks_LH_DorsAttn_FEF_4,0.2230369798293416,19.79795675750773,5.766379964090892e-55,2.1798183600519413e-54,***
226,7Networks_LH_DorsAttn_FEF_5,0.19716233162685154,15.984964709065201,3.342852905784744e-41,8.581652235745909e-41,***
227,7Networks_LH_DorsAttn_FEF_6,0.11421564093671131,14.36679447233692,2.341108155670336e-35,5.195749713229649e-35,***
228,7Networks_LH_DorsAttn_FEF_7,0.16108503841406585,17.549110560117484,7.137478371638712e-47,2.1105666703527654e-46,***
229,7Networks_LH_DorsAttn_PrCv_1,0.16459417450223074,15.088458032757867,5.877675559822253e-38,1.4205529690249565e-37,***
230,7Networks_LH_DorsAttn_PrCv_2,0.15971937203857775,15.304150505299539,9.763211291577469e-39,2.3932622453463057e-38,***
231,7Networks_LH_DorsAttn_PrCv_3,0.10776463435853757,12.39800893212898,2.238885373157924e-28,4.270849732160772e-28,***
