episode,season,n_laugh_trs,n_nolaugh_trs,isc_laugh_dorsal_str,isc_nolaugh_dorsal_str,isc_laugh_ventral_str,isc_nolaugh_ventral_str
s01e11b,1,265,265,0.0424119837472954,0.09835228726350363,0.04556416711835307,0.10462081317168781
s01e12a,1,313,198,0.10674815435908869,0.13167168875566973,0.10873579433372249,0.16951459554047335
s01e12b,1,240,269,0.013311066709848052,0.06196915140500894,0.023849228586025808,-0.018718399006663843
s01e13a,1,245,271,-0.007470148808366527,0.046339999381411874,0.058908095653021846,0.017726664601107268
s01e13b,1,170,342,0.17942644972946956,0.043857894755309136,0.1504698740199536,0.060992544860319985
s01e14a,1,382,162,0.024458389160804086,0.029475634131599343,0.09130323656045432,0.048282360115808866
s01e14b,1,308,223,0.023511058143748927,0.034802892222008185,-0.00037639859488459065,0.03736710976608213
s01e15a,1,255,269,0.06292750074411911,0.08213461454896134,0.05364128795530334,0.031929652477359446
s01e15b,1,285,238,0.03995161812863589,0.06071163049467454,0.07362943694573322,0.08781477169577297
s01e16a,1,265,259,-0.028887703182845986,0.0372620163009382,-0.03470722541715337,-0.03094491665418353
s01e16b,1,195,336,0.027059050202367763,0.03149549334383272,-0.04958348334482151,-0.0003872604610013671
s01e17a,1,305,225,0.08771109797670422,0.06278936412455617,0.06577310108814277,0.013673699101381026
s01e17b,1,230,298,0.10868296252804997,0.026296745261711357,0.07383930176297095,0.03317170114037899
s01e18a,1,338,218,0.0027468636566351143,0.033845295647012434,0.029290343919941012,0.028784993847932844
s01e18b,1,230,307,0.05306049450213011,0.013853595728445953,0.025473821714887535,0.022336863542459433
s01e19a,1,230,286,-0.033480824577393035,-0.02731127744104479,-0.04451405903660451,-0.060789416140376605
s01e19b,1,228,278,0.10065339117888476,0.02163850740359391,-0.006345019285830128,-0.011706348228113936
s01e20a,1,285,221,0.04777560496986485,0.07346696908182095,0.026826778719468074,0.0640106871608685
s01e20b,1,225,280,0.06888973906661182,-0.0006394341158758414,0.01451731279958942,-0.0041272595375443045
s01e21a,1,285,252,-0.03461800074684291,0.10052225161000235,-0.026945349836360533,0.12739393439963667
s01e21b,1,215,314,-0.03470996382537322,0.022554749453356653,0.04716832633484965,0.00590677209780133
s01e22a,1,295,229,0.11654401209548919,0.014230045464815565,0.1623150571689516,0.09527223771471748
s01e22b,1,290,223,0.08061067670389116,0.07489291357274806,0.02646563185732574,0.05961732754253992
s01e23a,1,285,224,0.008479746652006981,0.03171994495338285,0.024117602043539632,-0.028968208639446436
s01e23b,1,255,253,-0.01285008618977425,0.08604297659627531,0.011177986279136937,0.013316502924198068
s01e24a,1,300,247,0.03307130584166801,0.04132059074131124,-0.031013896918421144,-0.05176428201133481
s01e24b,1,260,315,0.1935804305433266,0.047850300014540124,0.11123065762073954,0.001068768043523007
s02e01a,2,288,215,0.03087681493988616,0.007446157810423476,0.06637347890842606,0.06883398609379654
s02e01b,2,275,243,0.05155829513852714,0.0398869781638305,0.07508424826474885,0.054878310013661
s02e02a,2,310,167,0.03440948297040694,-0.05566984601864238,0.025709497417891015,-0.027167743089356464
s02e02b,2,260,229,-0.023745896704790107,0.0015268456792322457,0.01268465439894005,0.011889970414424883
s02e03a,2,250,240,0.12190810421597265,0.0362654453381731,0.048235172102702006,0.08538115437474487
s02e03b,2,248,257,-0.019890213561521573,0.0034950622230260444,-0.06803701720266023,-0.04233306349172502
s02e04a,2,274,231,0.0712006761380157,0.11772088704817829,0.05542413104322699,0.10177988902717651
s02e04b,2,260,226,-0.05597078615701789,-0.05098800159874036,-0.023590555491419817,-0.026341211169434747
s02e05a,2,245,242,-0.02193082323169711,0.06271913431399471,0.0547226746727086,0.03878031891369864
s02e05b,2,244,256,0.03828641913341196,0.08787843027199703,0.03997227082212603,0.1376936489143037
s02e06a,2,305,221,0.05308129934169747,0.06277041162699004,0.09155818324080256,0.04351889829059739
s02e06b,2,259,279,0.04919095067900906,0.07312879648573864,0.07356048479874995,0.03176703957061289
s02e07a,2,260,294,0.07463199101629127,0.01659667691171797,0.028686743635477657,-0.036829426882867604
s02e07b,2,185,363,0.03610326009086217,0.06731373149556727,0.044019574213103214,0.026393064378290743
s02e08a,2,283,220,0.10077189247898126,0.12379577883526283,0.12170784038423103,0.0710362008645653
s02e08b,2,225,277,0.12269576717147683,0.14029598386522876,0.07149307878411598,0.06615555104721776
s02e09a,2,260,228,0.1289540362397931,-0.0041187707808184966,0.09424966952110396,0.1545423098645807
s02e09b,2,250,238,0.002044227977911132,0.027383293440419485,-0.016576989313994657,0.009811062191184836
s02e10a,2,253,264,0.04518798270360516,0.0859065086544661,0.07392701137041843,0.06299051305662459
s02e10b,2,255,258,0.05951687907209288,0.01593761041387261,-0.025430797205925514,-0.0073225542172364565
s02e11a,2,265,263,0.07023331285737615,0.03401798112854114,-0.014465950172111969,0.022258954302063826
s02e11b,2,260,267,0.0761947279987552,0.06117419661843656,0.027001764029653288,0.03164386694568302
s02e12a,2,275,266,0.0021299934955861604,0.018351751888017714,0.008361724181545323,0.005302205063808465
s02e12b,2,270,267,0.08156092119780961,0.13324990039652643,0.13509410864254273,0.08079678995485233
s02e13a,2,280,275,0.05006614464463551,-0.008229510964198742,-0.018908300998560123,-0.03794412572580318
s02e13b,2,340,186,0.11395054815723367,0.15967340392347293,0.08089439062013921,0.12390022784437464
s02e14a,2,205,321,0.131173094206843,0.196137284059978,0.09235018582504478,0.11618573135970049
s02e14b,2,200,319,0.009583515768238035,0.064090918720754,0.11908444828208431,0.07939526706146895
s02e15a,2,295,216,0.07243445218665469,0.09725753659713006,0.21876983004574677,0.2723635594768479
s02e15b,2,170,331,0.06518840867012801,0.017408299916297332,0.009310871452202909,0.0244613325780911
s02e16a,2,250,283,0.0933853240441192,0.10318664756975615,-0.01910662297715125,-0.02483556605585289
s02e16b,2,239,279,0.10571839280780486,0.12733537529566621,0.020881698701744836,0.11215130088464435
s02e17a,2,290,249,0.19865815934852835,0.07475487686375938,0.20202738959611966,0.17797716251188067
s02e17b,2,285,247,0.023598825110635057,0.1385007114687294,-0.02394497388374388,0.0680377267792371
s02e18a,2,270,227,0.004656343253159299,0.021657983435308687,0.05243129480049564,0.032789907942329576
s02e18b,2,279,227,0.07267472641341005,0.12849324807937043,0.04236658695487768,0.04181288672091512
s02e19a,2,330,166,0.055287782882264484,0.01278757006438637,-0.009963847792640387,-0.047861279095318475
s02e19b,2,315,186,0.14956585645800655,0.15852416239363776,0.14510111440496107,0.10044888968516386
s02e20a,2,300,197,0.04436394059161534,0.12357896329606625,0.004204550260968036,0.06290615471064505
s02e20b,2,229,269,-0.032111917147513706,0.004816537753323591,-0.030425148695020637,-0.013653913729063051
s02e21a,2,270,239,0.15073452237987864,0.0942644223525365,-0.017849233207426252,-0.03175817667679439
s02e21b,2,260,255,0.10069505779925896,0.10978051502409059,0.15131214328595474,0.01877237423339683
s02e22a,2,298,188,0.061740553704477806,0.14232037252583069,0.06233432116274388,0.013816223290121112
s02e22b,2,260,223,0.06217245825540021,0.009094365532656065,0.005250639548534358,0.04248618560197933
s02e23a,2,274,230,-0.04815611976688811,-0.008699037237192453,0.02646826188262859,-0.03478758316778145
s02e23b,2,265,213,-0.01892736559386261,0.03761754109452018,0.033174903541950275,0.020622782433377354
s02e24a,2,240,270,0.03691174659607029,0.029657218246036638,0.022857879773862222,0.0661327445302722
s02e24b,2,195,309,0.09474983714174677,0.0606956210674399,0.0049504718917591966,-0.014705216209675756
s03e01a,3,320,208,0.17445063316826862,0.1923593539150411,0.13402874183840793,0.21662041405157673
s03e01b,3,265,267,0.004419697786277939,0.040931964626115584,0.00862299959091635,0.07814969316248366
s03e02a,3,250,260,0.02792527325498197,-0.059775763586479125,-0.015576523283261085,-0.0061783758461076005
s03e02b,3,250,277,0.0667970371787453,0.09216175832728163,0.12166692770213065,0.16665995286264268
s03e03a,3,269,223,-0.014019088824804392,0.00737878594638134,0.04844943598215262,0.003511759013571291
s03e03b,3,270,231,0.14884609638973614,0.08605429743531136,0.17884835809966404,0.11119108483652675
s03e04a,3,297,228,0.11219163360760424,0.07416206874701572,0.050114347540836345,0.011698426154082975
s03e04b,3,290,207,0.07565924314576677,-0.01917289104394991,-0.024175439697104322,0.009785482730764225
s03e05a,3,345,171,0.021018674996379647,0.06400721230189851,-0.02448359697677484,0.012614681384517367
s03e05b,3,350,167,0.0008800879083597871,0.0004550635175314908,0.043156329128757165,0.07289762188520994
s03e06a,3,330,174,0.06210544085954132,0.035441186796981806,0.019284926441162215,-0.04814603888064987
s03e06b,3,290,245,0.052501319632862746,0.018930799445891718,0.05499117390795268,0.02825492544659669
s03e07a,3,285,230,-0.008176084389694699,-0.019778995476517153,-0.06229151213793086,-0.05341312460314795
s03e07b,3,270,221,0.04282075068615143,0.07597720761750006,-0.01514002844912305,0.0026181212950277047
s03e08a,3,295,208,0.0065187821385631105,-0.02422640986647069,-0.014222758380928366,-0.03959361962943751
s03e08b,3,244,259,0.08450067591367445,0.09340899219465992,0.06374832633599792,0.021083944889913442
s03e09a,3,350,185,0.013307150647188765,-0.035957885571549504,0.03822150694280638,0.005527427335383454
s03e09b,3,304,233,0.05846208928910515,0.15509894991032427,0.02277744774424366,0.12775526959766834
s03e10a,3,260,240,0.09905095930329183,0.016886288259537773,-0.002655162992583955,0.0020414407262183236
s03e10b,3,295,199,0.024667707693899404,0.07913150430000902,-0.005512746532828625,0.08517611799386732
s03e11a,3,245,255,0.0012347316062520097,0.03777211831140554,0.0651904321153869,0.11015887397286368
s03e11b,3,260,228,0.14294093270575425,0.07025667857337052,0.061946274133387456,0.012661770821688617
s03e12a,3,230,282,-0.009972092936937385,0.058487694161564296,0.05752243780394387,0.06702650182473817
s03e12b,3,265,239,-0.00032678409927534385,0.0870290630061563,-0.02843023985531597,-0.008825616124488385
s03e13a,3,250,273,0.03610808926027107,0.10925359893414849,-0.027990779624089236,0.046148246085451955
s03e13b,3,255,254,0.054021075581754126,0.07378812379609066,-0.025516794704142018,-0.02409082716998887
s03e14a,3,282,205,0.06986727706655343,-0.0008596164504757106,0.0905499725510384,0.03497724829060923
s03e14b,3,235,271,0.10179609651647549,0.09970679738294765,0.08941650754736723,0.03233593272859755
s03e15a,3,275,229,0.08103421553231561,0.046052558036835174,0.1087018732640843,0.21535065988012303
s03e15b,3,215,274,0.04868871600980642,0.12182255392583473,0.03624405717085663,0.14151209980921414
s03e16a,3,235,266,0.0626307193113903,0.07227710024816499,0.03636987312851288,0.03683221122695731
s03e16b,3,220,286,0.026247386882032306,0.051101528174095544,0.043166834588859455,0.056070566312891944
s03e17a,3,294,211,0.0435362902218089,0.029190351694863188,-0.012628051858309952,0.061890119383456184
s03e17b,3,214,281,0.09302602567815332,0.0064260694704645115,0.13787253337589742,0.048454839754568046
s03e18a,3,304,220,0.06423704654042357,0.047467991143233634,0.00579727926790842,0.0140861122047243
s03e18b,3,265,255,0.08619293694404416,0.05885239277851384,0.12821710198536043,0.09905808888528371
s03e19a,3,280,221,-0.02248071278551139,0.034691100798302864,-0.024852821146773448,-0.030938739956000053
s03e19b,3,250,261,0.011580187493677748,0.058893737055343565,0.025577918983879847,0.1328419615636595
s03e20a,3,283,220,0.014003576072368351,0.047115366632991394,-0.02581356202629352,-0.004512880726683152
s03e20b,3,235,276,0.007823127885934552,0.06974437560815003,0.007617551782838875,0.10764129691748182
s03e21a,3,290,231,0.08878135535243047,0.10080098223968718,0.0333195421169953,0.039094940907885595
s03e21b,3,230,276,0.10244742988596293,0.10984727295944162,0.05326252246369809,0.18276363725984615
s03e22a,3,255,248,0.13010930680488447,0.14860858427592052,0.11883963625187015,0.14965833500482242
s03e22b,3,229,270,0.1332942837101466,0.12744635725249556,0.07981234811442434,0.015218890817848154
s03e23a,3,260,259,0.10020600063685693,0.17431367768586029,0.00135097033164195,0.03785461332009211
s03e23b,3,255,272,0.07282925899117164,0.07839713239901645,0.05789351797959347,0.037976843504091175
s03e24a,3,310,197,0.07138092126407808,0.0023615955056484846,0.07009367217136786,0.024201327710901693
s03e24b,3,250,254,0.17001765130145666,0.11313598898482692,0.12833438689190813,0.03472604216735722
s03e25a,3,275,237,0.06481775209583447,-0.02192025560671447,-0.015188766207956228,-0.03309677173669567
s03e25b,3,229,293,0.03762647896492773,0.129033058881821,0.1447348327343139,0.11158169063853485
s04e02a,4,310,216,0.18922850476352907,0.1409584450749132,0.05585402539732894,-0.004930686182374568
s04e02b,4,310,189,0.09078105233771566,0.05217181259928317,0.05410707065358782,0.0020269880278411486
s04e03a,4,260,236,-0.03525071189467737,0.0009321607186062684,-0.03463488294797174,-0.03494985623341413
s04e03b,4,275,216,-0.007263154287203459,0.09334016219909569,0.007509280491097933,0.00935579582840873
s04e04a,4,289,199,0.11756904730448925,0.05776080348722137,0.03898349264756179,-0.026292993907727946
s04e04b,4,274,220,0.0925912426059866,0.0759060697146326,0.05207490564528833,0.07132264159947203
s04e05a,4,339,175,0.12627943835965436,0.17698158413073237,0.019041368085091825,0.045710257776176294
s04e05b,4,335,174,0.1359871537833293,0.20801835868824706,0.04638459185709551,-0.0003023246016995579
s04e06a,4,325,206,0.03052402348711417,0.032220758026307326,-0.04422864849514563,-0.0009568075713933024
s04e06b,4,280,236,0.11371755092328191,0.06457880781705141,0.07347739859464435,0.12709441280111713
s04e07a,4,285,261,0.04192562782456131,0.08677743144753668,0.08079111956226699,0.07571067366755353
s04e07b,4,250,294,0.024356631994495736,0.03917127384237027,-0.04074756656494211,0.03692066848031215
s04e08a,4,295,246,0.1370452542421202,0.10022126171462176,0.06327215437327603,0.041631803047868066
s04e08b,4,305,251,0.08362523869569584,0.0672120279717124,0.03388046313664464,0.029174124405034776
s04e09a,4,315,170,0.04427250679191058,0.0638568521517337,-0.037075997933676434,0.008566254138329742
s04e09b,4,255,213,-0.006225346684141532,-0.007737781385084947,-0.024147491557986792,-0.06571620107237856
s04e10a,4,275,198,0.087173073822801,0.11129841690368077,-0.02792785074577862,-0.05894059452048636
s04e10b,4,265,222,0.07935027935083408,0.037637827407283636,-0.01890616997755921,-0.010796112670178193
s04e11a,4,295,233,0.061005113274207635,0.12403227697978597,-0.024605342823900225,-0.028301486956781544
s04e11b,4,255,267,-0.0018871756528707994,-0.011222922268604316,0.007698944670314029,0.04298941673238319
s04e12a,4,268,243,0.051649267330516675,0.0313930681806938,0.10393326915582678,0.06113824087109473
s04e12b,4,295,211,0.11206544168557901,-0.0009935833064978541,0.05836528182462094,-0.08187796724020592
s04e14a,4,280,211,-0.03670976784516305,0.12307999196798464,0.016126774099417252,0.0358857911096277
s04e14b,4,299,183,0.06209352942185747,-0.11533057441942823,0.02920421978092909,-0.05610408810185102
s04e15a,4,285,206,0.056277207980353884,0.07192861298851737,0.0353453912640482,0.0674118670650739
s04e15b,4,300,202,0.07917693864001653,0.05427544463435582,0.01943491925759847,0.05125363272069918
s04e16a,4,345,187,0.04102337674192589,0.033922588491478035,0.07405300357498058,0.12563723111750677
s04e16b,4,320,196,0.10825228256965125,0.019233405239344043,-0.04128566228206389,0.015293923151812744
s04e17a,4,305,209,0.11804873558192507,0.06387554121152868,0.03766186106810132,0.031524374802285454
s04e17b,4,255,255,0.09685443293064727,0.03895937976344906,0.09323731226916636,0.13756607640421803
s04e18a,4,280,218,0.1714365592655418,0.06372512134270288,0.07141098074860146,0.11692593445935613
s04e18b,4,260,237,0.10049183514789899,0.1036694940270436,0.07766084209474099,0.10743520670036248
s04e19a,4,249,233,0.07565967574384119,0.012469488698614811,0.012535481161186588,-0.012921881167269821
s04e19b,4,259,228,0.10334794002009055,0.12478622558228825,0.11265157953291077,0.11862144445428953
s04e20a,4,260,227,0.026263729418391075,0.05101125934529079,0.02732080968467598,0.010834017923232818
s04e20b,4,274,213,0.10390155415835715,0.0515484071064124,0.05813334218345767,0.0496422243103088
s04e21a,4,200,280,0.01953924617641811,0.02709596241140914,-0.018906767456958577,-0.04142360968713333
s04e21b,4,230,253,0.04929957503377816,-0.003762963790875542,0.023704080654885884,-0.04836418175169541
s04e22a,4,265,243,0.05571050859828411,0.02595704602910569,0.06825955958339085,0.012079898572724504
s04e22b,4,250,264,0.12576816847960512,0.07145375832552409,0.03222925403559861,0.004132310496210556
s04e23a,4,293,270,0.1864358294678368,0.04066722756677447,0.07915530610390543,0.05866573026730918
s04e23b,4,230,324,0.10890311350077686,0.13408833592916633,0.18313440348462842,0.1510251908053439
s04e23c,4,270,282,0.0384879616377797,0.09638899991035255,0.023060205465062156,0.03387471051247976
s04e23d,4,205,326,0.01129540275907374,0.11858193099247717,0.023590184727825755,0.06373162313672073
s05e01a,5,278,203,0.26297295282132266,0.17687456476445065,0.08609248393637316,0.06526584149207208
s05e01b,5,275,242,0.005070604726265963,0.062034275707500176,0.05035960147322674,0.08579766072509597
s05e02a,5,290,249,0.09522035957756171,0.03491997248171138,0.045481189548437474,-0.03362126308365846
s05e02b,5,280,300,0.07285771417432067,0.01593711099128731,0.04971486171783043,0.06478101499787418
s05e03a,5,260,228,0.10903281535313993,0.05704249831107133,0.01288445802312109,0.06808325444533436
s05e03b,5,250,258,0.010041998000785557,0.07197594473311782,-0.002708987733985825,0.06320867638485961
s05e04a,5,260,264,0.19403166932865346,0.08781768774776803,0.0641287960397108,-0.030371889337253977
s05e04b,5,305,262,0.10328763790639128,0.17261445574324463,0.03238570666618226,0.10795982690834167
s05e05a,5,285,225,0.05180658173642924,-0.024985711217602995,-0.0240745525702941,-0.027393665723478774
s05e05b,5,280,284,0.01660927447566739,0.058662687298690556,0.00929901000139533,0.001974899738529124
s05e06a,5,244,259,0.019238867781543424,0.1429967984253617,0.01827459824149951,0.0796673594553355
s05e06b,5,214,322,0.08107245006942246,0.11791700269762134,0.13402620620187125,0.15922248037639378
s05e07a,5,240,249,0.11154122678939342,0.027952254206858998,0.12435369123180055,0.061775403873634865
s05e07b,5,294,226,0.040318570060554317,0.034465227002886976,0.007011628950710151,0.02374221705499246
s05e08a,5,238,241,0.06265085225944562,0.04689044316762305,0.06789699862575209,0.07818805387472218
s05e08b,5,300,219,0.04094045530279114,0.06433866300105702,0.04166985031657164,0.08545607128888962
s05e09a,5,258,254,0.07250297281527725,0.10395355789648708,0.12672125624805905,0.056443241002775556
s05e09b,5,285,231,0.13570933166139088,0.24231328354566317,0.05148441758396199,0.2050565897748894
s05e10a,5,250,237,0.021882561877485936,0.1562229952138443,0.055487761281967335,0.01866352846096256
s05e10b,5,280,255,0.057881164019642974,0.12925475364918665,0.09396467792010448,0.11197082405826635
s05e11a,5,275,237,0.030012144136742618,-0.006418790800793872,0.019421959422238386,0.028023316687263416
s05e11b,5,330,222,0.04895988821796401,0.08986036145091732,0.008585234466889191,0.18525053453030318
s05e12a,5,278,196,0.03837148162783564,0.01819398490954785,0.034590902847168155,0.00703954222683887
s05e12b,5,254,277,0.08970023235048911,0.03907279247926999,-0.012897930867423926,0.05166360539138499
s05e13a,5,290,211,0.10385420709175465,0.03390201349869642,0.09117332817804182,-0.027055358542623847
s05e13b,5,240,293,0.011655172977332493,0.08339911163595227,-0.05738600567357072,0.010340974231836391
s05e14a,5,265,277,0.06590104905866963,0.016809594295479045,0.06503651122665416,0.020601368905599618
s05e14b,5,345,216,0.0688821504729849,0.03444781146241228,0.059131011511036946,-0.01524709161978755
s05e15a,5,265,220,0.12226103941382926,0.09493457810890832,0.07530683965930564,0.05919209906406777
s05e15b,5,320,198,0.12173056853481147,0.07933168473938237,0.19406724664698383,0.09368173460947037
s05e16a,5,300,220,0.05431991252043055,0.11933830145469161,-0.05170870630513822,0.0022377015492085184
s05e16b,5,350,218,0.10101215047370443,0.03873969974132826,0.005467047936428225,-0.008075731472658535
s05e17a,5,265,232,0.02652627703350927,0.006241835200230634,0.020559296280445078,0.012814644851640952
s05e17b,5,294,243,0.1261035132027789,0.03288094254931501,0.09339373551188025,-0.02338719974517416
s05e18a,5,280,262,0.10188770786990643,0.028760350391663154,0.016460383413871224,0.0047165724672616725
s05e18b,5,275,308,0.10148287190039373,0.10573374727884194,-0.058322229900351914,-0.024471557770772607
s05e19a,5,265,208,0.03713033105822311,0.0721996804499932,0.008267962002042183,0.10364056841967795
s05e19b,5,320,188,0.10936502717485048,0.11529808546197977,0.0650923322428399,0.0459057758172745
s05e21a,5,280,189,0.12327282334128464,0.12770468720905645,0.11679945911466623,0.1553492643017961
s05e21b,5,300,200,0.051176675287634116,0.13341352877102988,0.06522621324721199,0.0955799743139845
s05e22a,5,270,209,0.09449461464186903,0.07527674803527473,0.04751355959626491,0.002887588268397421
s05e22b,5,325,204,0.05426840553492662,0.038467427170928825,0.0740908170737987,-0.023073420042519277
s05e23a,5,299,198,0.11654352736555519,0.08981612897385456,0.11519258275472377,0.12963484237768336
s05e23b,5,295,212,0.07338410169584939,0.11634761763792785,0.024196342143386226,-0.018720570728628087
s05e23c,5,324,188,0.11863505894723499,0.0950614996765785,0.051266840056263335,0.03669614568509628
s05e23d,5,365,152,0.07261197114863462,0.005427853403738307,0.08192684071354378,0.056802707342066196
s06e01a,6,324,180,0.034710911057244005,0.18182206889041044,0.06522228212633115,0.0963339627919124
s06e01b,6,340,211,0.07349032391412486,0.034186198550879975,0.07885396427363645,0.10483799945105554
s06e02a,6,275,220,0.06440876780115037,0.07329766649456869,0.02278985366836474,0.007823443538177535
s06e02b,6,255,268,0.09213535448583125,0.11328086612317234,0.07115142263001954,0.114784484642568
s06e04a,6,283,198,0.03749855567791105,0.05710713343393737,0.10519961691019962,0.17484024163408743
s06e04b,6,345,164,0.0561556755209538,0.05500832066300754,-0.04542000151007353,0.015418313471869524
s06e05a,6,300,175,0.15366764280680695,0.039658772742167975,0.01928821960576203,0.01484769825478336
s06e05b,6,310,201,0.161286644598149,0.16757295394316887,0.12026815415270371,-0.0036549333103047415
s06e06a,6,278,186,0.037587103491784145,0.1521397695210305,-0.017545470147528764,0.010081409771656585
s06e06b,6,260,256,0.0390184988383079,0.07237340123133822,0.0650511221029665,0.018552307861069924
s06e07a,6,275,210,0.07613288280718715,0.10263882521698035,0.00024920209762581413,0.06509719382603996
s06e07b,6,334,176,0.08355231637578998,0.08497633412589477,0.18684539748913523,0.13357575630440824
s06e08a,6,305,163,0.029450157286563028,0.05345541176325098,-0.03319494833004195,-0.01981262737091933
s06e08b,6,325,180,0.16375920582181336,0.1402468955046589,0.028099413409233383,0.03487895428838142
s06e09a,6,335,222,0.06383372431461533,0.029924288752506346,0.016602608798705617,0.0963382029330861
s06e09b,6,385,212,0.14589174991933673,0.19574799699335002,0.11512876812048656,0.04006610397931154
s06e10a,6,324,182,0.010055043644413375,0.10801320820904492,-0.0007114060802032226,-0.035017639729485024
s06e10b,6,349,201,0.11134477385453995,0.1250700603146262,0.038860564015212866,0.013962665334458502
s06e11a,6,287,208,0.07201715718052865,0.05930103756220576,0.10086021177350575,0.08537275071897767
s06e11b,6,295,222,0.09333053101377077,0.11439428172196131,0.18997494542289653,0.14894904030499598
s06e12a,6,297,165,0.05347032332710246,-0.03025572437915527,0.002194265165728529,-0.05952058793712389
s06e12b,6,310,206,0.1536385268460431,0.08637305262697909,0.12284429984013617,0.09040240317442888
s06e13a,6,330,186,0.12465516192926086,0.16066475857457804,0.003399093806468486,0.018911123185514248
s06e13b,6,340,214,0.13973605416044285,0.13432430042576146,0.20153787763499478,0.16727718601761454
s06e14a,6,318,174,0.09335679990153446,0.09341602710459616,0.03670231587691091,0.031036581355603592
s06e14b,6,325,225,0.07714835583773554,0.08995417580971854,0.10872694588138211,0.003930760244616104
s06e15a,6,280,220,0.10585730057552094,0.09817842090438393,0.12903423327459937,0.08504782677078697
s06e15b,6,275,211,0.05671966894910427,0.06717357273770423,-0.05085790068957757,0.007027780281502541
s06e15c,6,278,217,0.07647698997888196,0.08711561992279186,0.06914764648511014,0.05138767629917218
s06e15d,6,320,191,0.053362887794586866,-0.05994950051184528,0.01929789708081115,0.03776997912365214
s06e17a,6,288,187,0.14412401939626399,0.07387368600838183,0.04298972115506827,0.01032459148450239
s06e17b,6,305,204,0.07738598632947209,0.05865732624382245,0.029981327903907982,-0.00383609446859324
s06e18a,6,215,268,0.1411540570253512,0.1750220207828039,0.1245886214362016,0.14599057748621133
s06e18b,6,250,276,0.04342402223112549,-0.02226541294309697,-0.09275061438966122,-0.06496082075951724
s06e19a,6,280,191,0.07643207353442466,0.013495091870325486,0.0006128472968515292,-0.04328084717498342
s06e19b,6,315,189,0.08263340852167333,0.10460093698832083,0.06980441442069368,0.10016710049503856
s06e20a,6,270,184,0.06180804158258255,-0.001826886978801794,0.0770695532593348,-0.006537323585740921
s06e20b,6,310,216,0.041028694953300394,0.08330290753238116,-0.03393687140912856,0.04923904472246141
s06e21a,6,275,235,0.03690699233413639,0.05618993866318597,-0.0356230885882259,-0.014954119876261746
s06e21b,6,295,248,0.016131556181221533,0.02411877853782281,0.014963548219313491,-0.00729120466477121
s06e22a,6,265,219,0.08279821757206147,0.056115405041490214,-0.011912406372123263,0.10028661349004214
s06e22b,6,315,214,0.0785594268710638,0.08207606343950681,0.032301750891820545,0.07206115794645113
s06e23a,6,320,203,0.15147046818769536,0.15071663082516065,0.03806440109011338,-0.012688456993341752
s06e23b,6,329,233,0.021365458266738222,0.044019123619007006,-0.03143179700922415,-0.027581804002654437
