episode,season,measure,region,tier,beta
s02e02a,2,rms,rTPJ,full,-0.041603535336942166
s02e02a,2,rms,visual_cortex,some,0.26278767467109565
s02e02a,2,rms,visual_cortex,full,0.6311844161934385
s02e02a,2,rms,auditory_cortex,some,-0.2876037702040022
s02e02a,2,rms,auditory_cortex,full,-0.5370891114121363
s02e02a,2,rms,dorsal_str,some,0.10936630345908901
s02e02a,2,rms,dorsal_str,full,0.23258238352277244
s02e02a,2,rms,ventral_str,some,0.030038539569247263
s02e02a,2,rms,ventral_str,full,0.011898407731371689
s02e02a,2,prob,rTPJ,some,0.07694620818291878
s02e02a,2,prob,rTPJ,full,-0.19815307943565105
s02e02a,2,prob,visual_cortex,some,0.8175741068041005
s02e02a,2,prob,visual_cortex,full,-0.09541820604058801
s02e02a,2,prob,auditory_cortex,some,-0.2235214354268037
s02e02a,2,prob,auditory_cortex,full,-0.6831051522032932
s02e02a,2,prob,dorsal_str,some,0.09712692826738589
s02e02a,2,prob,dorsal_str,full,0.27653598516067956
s02e02a,2,prob,ventral_str,some,-0.06743582274459614
s02e02a,2,prob,ventral_str,full,0.14946461729609997
s02e02a,2,humor,rTPJ,some,0.23324043119767818
s02e02a,2,humor,rTPJ,full,-0.27135152137210583
s02e02a,2,humor,visual_cortex,some,0.7276753452538305
s02e02a,2,humor,visual_cortex,full,0.19662885557546933
s02e02a,2,humor,auditory_cortex,some,-0.26501791031826216
s02e02a,2,humor,auditory_cortex,full,-0.5393963954217252
s02e02a,2,humor,dorsal_str,some,0.30075112577338725
s02e02a,2,humor,dorsal_str,full,0.05568522517645089
s02e02a,2,humor,ventral_str,some,-0.04931508935199384
s02e02a,2,humor,ventral_str,full,0.08292776469300375
s02e02b,2,rms,rTPJ,some,0.5203861539905933
s02e02b,2,rms,rTPJ,full,0.7222923979351024
s02e02b,2,rms,visual_cortex,some,0.9523954905556266
s02e02b,2,rms,visual_cortex,full,1.0947686358354005
s02e02b,2,rms,auditory_cortex,some,0.015907316942682596
s02e02b,2,rms,auditory_cortex,full,0.19421910022177802
s02e02b,2,rms,dorsal_str,some,0.11082335935286516
s02e02b,2,rms,dorsal_str,full,0.27093422228460107
s02e02b,2,rms,ventral_str,some,-0.14959734904304073
s02e02b,2,rms,ventral_str,full,0.06265402867619835
s02e02b,2,prob,rTPJ,some,0.7614452274319257
s02e02b,2,prob,rTPJ,full,0.4698838943022169
s02e02b,2,prob,visual_cortex,some,1.5135031913825838
s02e02b,2,prob,visual_cortex,full,0.6377633249417655
s02e02b,2,prob,auditory_cortex,some,0.6792250245317825
s02e02b,2,prob,auditory_cortex,full,-0.3500190316863154
s02e02b,2,prob,dorsal_str,some,0.18119868309787532
s02e02b,2,prob,dorsal_str,full,0.1569396055523546
s02e02b,2,prob,ventral_str,some,0.0007075678813391779
s02e02b,2,prob,ventral_str,full,-0.12913410861510125
s02e02b,2,humor,rTPJ,some,0.7536549420337909
s02e02b,2,humor,rTPJ,full,-0.009016213032941839
s02e02b,2,humor,visual_cortex,some,1.06784151117249
s02e02b,2,humor,visual_cortex,full,0.7603948894401104
s02e02b,2,humor,auditory_cortex,some,0.30550445604099685
s02e02b,2,humor,auditory_cortex,full,-0.7606462905051974
s02e02b,2,humor,dorsal_str,some,0.3013686354706354
s02e02b,2,humor,dorsal_str,full,-0.329560389596148
s02e02b,2,humor,ventral_str,some,0.018522934557000395
s02e02b,2,humor,ventral_str,full,-0.4210911261115119
s02e03a,2,rms,rTPJ,some,0.10007427924203981
s02e03a,2,rms,rTPJ,full,1.2146387774892515
s02e03a,2,rms,visual_cortex,some,0.738967956925092
s02e03a,2,rms,visual_cortex,full,1.0339438313064244
s02e03a,2,rms,auditory_cortex,some,-0.9865100311478744
s02e03a,2,rms,auditory_cortex,full,-0.7549952293327511
s02e03a,2,rms,dorsal_str,some,0.08342822091700902
s02e03a,2,rms,dorsal_str,full,0.6898730281845458
s02e03a,2,rms,ventral_str,some,0.16724250445966013
s02e03a,2,rms,ventral_str,full,-0.05302402289437642
s02e03a,2,prob,rTPJ,some,0.3854722244049385
s02e03a,2,prob,rTPJ,full,0.30075475805101476
s02e03a,2,prob,visual_cortex,some,0.5045374385511516
s02e03a,2,prob,visual_cortex,full,1.1660798306496283
s02e03a,2,prob,auditory_cortex,some,-0.8043284447113891
s02e03a,2,prob,auditory_cortex,full,-1.0931153735512593
s02e03a,2,prob,dorsal_str,some,-0.023960560497289556
s02e03a,2,prob,dorsal_str,full,0.5095653781368402
s02e03a,2,prob,ventral_str,some,0.11399385094330602
s02e03a,2,prob,ventral_str,full,0.12377812835421564
s02e03a,2,humor,rTPJ,some,0.5602253288942152
s02e03a,2,humor,rTPJ,full,0.30286470213251965
s02e03a,2,humor,visual_cortex,some,0.7921005713029181
s02e03a,2,humor,visual_cortex,full,0.8068780724576494
s02e03a,2,humor,auditory_cortex,some,-0.586746584249101
s02e03a,2,humor,auditory_cortex,full,-1.0074860164670325
s02e03a,2,humor,dorsal_str,some,0.21176081910101452
s02e03a,2,humor,dorsal_str,full,0.219084159845079
s02e03a,2,humor,ventral_str,some,0.23141503481140158
s02e03a,2,humor,ventral_str,full,0.09499003773074262
s02e03b,2,rms,rTPJ,some,-0.25797683758082873
s02e03b,2,rms,rTPJ,full,0.11411925350694857
s02e03b,2,rms,visual_cortex,some,0.16683597413481083
s02e03b,2,rms,visual_cortex,full,0.4969218953610925
s02e03b,2,rms,auditory_cortex,some,-0.572608432166391
s02e03b,2,rms,auditory_cortex,full,0.560319803953905
s02e03b,2,rms,dorsal_str,some,0.05828796492663278
s02e03b,2,rms,dorsal_str,full,0.39667870920390813
s02e03b,2,rms,ventral_str,some,-0.12428600682018931
s02e03b,2,rms,ventral_str,full,0.06016516478293388
s02e03b,2,prob,rTPJ,some,-0.03722284632047729
s02e03b,2,prob,rTPJ,full,-0.24540349184024007
s02e03b,2,prob,visual_cortex,some,-0.2472481363223702
s02e03b,2,prob,visual_cortex,full,1.1767286568032294
s02e03b,2,prob,auditory_cortex,some,-0.22078338830205566
s02e03b,2,prob,auditory_cortex,full,-0.009818323234844162
s02e03b,2,prob,dorsal_str,some,-0.08296390876322154
s02e03b,2,prob,dorsal_str,full,0.6297648816798712
s02e03b,2,prob,ventral_str,some,-0.20658001751580485
s02e03b,2,prob,ventral_str,full,0.19589528265227568
s02e03b,2,humor,rTPJ,some,-0.2884639129356025
s02e03b,2,humor,rTPJ,full,0.007221051781908849
s02e03b,2,humor,visual_cortex,some,0.6207209791986967
s02e03b,2,humor,visual_cortex,full,0.05774486030400296
s02e03b,2,humor,auditory_cortex,some,0.1919375810587149
s02e03b,2,humor,auditory_cortex,full,-0.3790359385478731
s02e03b,2,humor,dorsal_str,some,0.39131701854428036
s02e03b,2,humor,dorsal_str,full,0.041161943930629774
s02e03b,2,humor,ventral_str,some,-0.029917155401841422
s02e03b,2,humor,ventral_str,full,-0.07121439398824204
s02e04a,2,rms,rTPJ,some,0.0704543006244923
s02e04a,2,rms,rTPJ,full,0.4518580892649307
s02e04a,2,rms,visual_cortex,some,0.007846058785676643
s02e04a,2,rms,visual_cortex,full,0.5294565279938447
s02e04a,2,rms,auditory_cortex,some,-0.49897297538454116
s02e04a,2,rms,auditory_cortex,full,0.12207741379689624
s02e04a,2,rms,dorsal_str,some,0.03631456175639487
s02e04a,2,rms,dorsal_str,full,0.444639990209008
s02e04a,2,rms,ventral_str,some,-0.05667865195187427
s02e04a,2,rms,ventral_str,full,0.2582701085316373
s02e04a,2,prob,rTPJ,some,0.3623790990084166
s02e04a,2,prob,rTPJ,full,-0.06105540131595262
s02e04a,2,prob,visual_cortex,some,0.5270378620332017
s02e04a,2,prob,visual_cortex,full,-0.350397724207325
s02e04a,2,prob,auditory_cortex,some,0.13779875144857145
s02e04a,2,prob,auditory_cortex,full,-0.9531752735434219
s02e04a,2,prob,dorsal_str,some,0.16591562580340985
s02e04a,2,prob,dorsal_str,full,0.1675679182811757
s02e04a,2,prob,ventral_str,some,0.13763263645784243
s02e04a,2,prob,ventral_str,full,-0.09575084031301884
s02e04a,2,humor,rTPJ,some,0.3652776408523696
s02e04a,2,humor,rTPJ,full,0.08596103651646356
s02e04a,2,humor,visual_cortex,some,0.17649818542182444
s02e04a,2,humor,visual_cortex,full,0.1728747441646298
s02e04a,2,humor,auditory_cortex,some,-0.10517852756108316
s02e04a,2,humor,auditory_cortex,full,-0.42082107256831264
s02e04a,2,humor,dorsal_str,some,0.09395082943006676
s02e04a,2,humor,dorsal_str,full,0.2111146810136607
s02e04a,2,humor,ventral_str,some,-0.0538753292507737
s02e04a,2,humor,ventral_str,full,0.10368835208939936
s02e04b,2,rms,rTPJ,some,0.17763793061656086
s02e04b,2,rms,rTPJ,full,-0.17413103560647647
s02e04b,2,rms,visual_cortex,some,1.0994349765389928
s02e04b,2,rms,visual_cortex,full,1.2183322138431953
s02e04b,2,rms,auditory_cortex,some,0.001424612856862073
s02e04b,2,rms,auditory_cortex,full,-0.28876463352517123
s02e04b,2,rms,dorsal_str,some,0.23783064507464274
s02e04b,2,rms,dorsal_str,full,-0.08971434956070881
s02e04b,2,rms,ventral_str,some,0.008461088825718874
s02e04b,2,rms,ventral_str,full,-0.2888884885475357
s02e04b,2,prob,rTPJ,some,0.17736478655627205
s02e04b,2,prob,rTPJ,full,-0.0711264252797108
s02e04b,2,prob,visual_cortex,some,1.191830201376294
s02e04b,2,prob,visual_cortex,full,1.067903119903407
s02e04b,2,prob,auditory_cortex,some,0.21046114305448305
s02e04b,2,prob,auditory_cortex,full,-0.4659020638183395
s02e04b,2,prob,dorsal_str,some,0.08729954635216167
s02e04b,2,prob,dorsal_str,full,0.19442574831351947
s02e04b,2,prob,ventral_str,some,-0.15415837031497276
s02e04b,2,prob,ventral_str,full,0.00158042813342045
s02e04b,2,humor,rTPJ,some,-0.03092654329567531
s02e04b,2,humor,rTPJ,full,0.18046225052785844
s02e04b,2,humor,visual_cortex,some,1.4066347089072613
s02e04b,2,humor,visual_cortex,full,0.8244787626910914
s02e04b,2,humor,auditory_cortex,some,0.29904318979254424
s02e04b,2,humor,auditory_cortex,full,-0.5399212940077806
s02e04b,2,humor,dorsal_str,some,0.11209401120592627
s02e04b,2,humor,dorsal_str,full,0.1612073824073792
s02e04b,2,humor,ventral_str,some,-0.15073208933449522
s02e04b,2,humor,ventral_str,full,-0.00895273995098908
s02e05a,2,rms,rTPJ,some,-0.4078696701247274
s02e05a,2,rms,rTPJ,full,-0.3290769412152742
s02e05a,2,rms,visual_cortex,some,0.05770233872821488
s02e05a,2,rms,visual_cortex,full,-0.6332683214277509
s02e05a,2,rms,auditory_cortex,some,-0.6798206230196497
s02e05a,2,rms,auditory_cortex,full,-0.6152410846345635
s02e05a,2,rms,dorsal_str,some,-0.036845709690533156
s02e05a,2,rms,dorsal_str,full,0.11087071614772187
s02e05a,2,rms,ventral_str,some,0.12162963532554688
s02e05a,2,rms,ventral_str,full,0.08107266078218242
s02e05a,2,prob,rTPJ,some,-0.3572650764752246
s02e05a,2,prob,rTPJ,full,-0.42323685504710257
s02e05a,2,prob,visual_cortex,some,0.011193789211787125
s02e05a,2,prob,visual_cortex,full,-0.3377748307576074
s02e05a,2,prob,auditory_cortex,some,-0.18487636726354167
s02e05a,2,prob,auditory_cortex,full,-1.2976675523820578
s02e05a,2,prob,dorsal_str,some,0.10541003518078461
s02e05a,2,prob,dorsal_str,full,-0.12890080015375574
s02e05a,2,prob,ventral_str,some,0.21599006123558903
s02e05a,2,prob,ventral_str,full,-0.031171247273099473
s02e05a,2,humor,rTPJ,some,-0.4887584993127374
s02e05a,2,humor,rTPJ,full,-0.2360713247508687
s02e05a,2,humor,visual_cortex,some,0.10379367372836454
s02e05a,2,humor,visual_cortex,full,-0.4887074482446089
s02e05a,2,humor,auditory_cortex,some,-0.3741197135906884
s02e05a,2,humor,auditory_cortex,full,-1.077536717806327
s02e05a,2,humor,dorsal_str,some,-0.07734621194343799
s02e05a,2,humor,dorsal_str,full,0.12433260007725598
s02e05a,2,humor,ventral_str,some,0.14765394591552827
s02e05a,2,humor,ventral_str,full,0.05580003464428356
s02e05b,2,rms,rTPJ,some,0.07602010900749173
s02e05b,2,rms,rTPJ,full,0.4114474790691639
s02e05b,2,rms,visual_cortex,some,0.3417086715703147
s02e05b,2,rms,visual_cortex,full,0.08774500262282799
s02e05b,2,rms,auditory_cortex,some,-0.15973772896513252
s02e05b,2,rms,auditory_cortex,full,0.37483849742027997
s02e05b,2,rms,dorsal_str,some,0.4077473077080298
s02e05b,2,rms,dorsal_str,full,0.18266859608460306
s02e05b,2,rms,ventral_str,some,0.30847183151473845
s02e05b,2,rms,ventral_str,full,0.0970851864857944
s02e05b,2,prob,rTPJ,some,0.5642342726340861
s02e05b,2,prob,rTPJ,full,-0.22986055035343597
s02e05b,2,prob,visual_cortex,some,0.24694398893577155
s02e05b,2,prob,visual_cortex,full,0.22317538615756313
s02e05b,2,prob,auditory_cortex,some,0.40256255990972056
s02e05b,2,prob,auditory_cortex,full,-0.3723826450742691
s02e05b,2,prob,dorsal_str,some,0.43096243911842286
s02e05b,2,prob,dorsal_str,full,0.16614801944275295
s02e05b,2,prob,ventral_str,some,0.29309471779639407
s02e05b,2,prob,ventral_str,full,0.1289274752296806
s02e05b,2,humor,rTPJ,some,0.2734716796643588
s02e05b,2,humor,rTPJ,full,0.15269236663438585
s02e05b,2,humor,visual_cortex,some,0.2747238876700969
s02e05b,2,humor,visual_cortex,full,0.19576364314439737
s02e05b,2,humor,auditory_cortex,some,0.48262568720816246
s02e05b,2,humor,auditory_cortex,full,-0.3865956090849007
s02e05b,2,humor,dorsal_str,some,0.23123825915906576
s02e05b,2,humor,dorsal_str,full,0.4031840872872381
s02e05b,2,humor,ventral_str,some,0.10414680110813898
s02e05b,2,humor,ventral_str,full,0.34525396066386954
s02e06a,2,rms,rTPJ,some,0.19744621663720413
s02e06a,2,rms,rTPJ,full,0.5640638429151368
s02e06a,2,rms,visual_cortex,some,1.043434758323338
s02e06a,2,rms,visual_cortex,full,0.08140969913493641
s02e06a,2,rms,auditory_cortex,some,-0.05791691746385105
s02e06a,2,rms,auditory_cortex,full,-0.1655470059032509
s02e06a,2,rms,dorsal_str,some,0.04112115344637082
s02e06a,2,rms,dorsal_str,full,0.31406174357490757
s02e06a,2,rms,ventral_str,some,-0.16518681320431833
s02e06a,2,rms,ventral_str,full,0.3379931232013811
s02e06a,2,prob,rTPJ,some,0.6640554046699554
s02e06a,2,prob,rTPJ,full,-0.023929703554722792
s02e06a,2,prob,visual_cortex,some,0.5365053424423025
s02e06a,2,prob,visual_cortex,full,0.3497814677457535
s02e06a,2,prob,auditory_cortex,some,-0.23695306959737447
s02e06a,2,prob,auditory_cortex,full,0.08177456181054399
s02e06a,2,prob,dorsal_str,some,0.1955586745146423
s02e06a,2,prob,dorsal_str,full,0.2190652458514576
s02e06a,2,prob,ventral_str,some,0.07389402393331902
s02e06a,2,prob,ventral_str,full,0.2439256944125296
s02e06a,2,humor,rTPJ,some,0.5093703764899442
s02e06a,2,humor,rTPJ,full,0.3689365483037186
s02e06a,2,humor,visual_cortex,some,0.49628904097429255
s02e06a,2,humor,visual_cortex,full,0.45551031817469634
s02e06a,2,humor,auditory_cortex,some,-0.11477798061137698
s02e06a,2,humor,auditory_cortex,full,-0.125905556664125
s02e06a,2,humor,dorsal_str,some,0.11490963073502089
s02e06a,2,humor,dorsal_str,full,0.24931979333357943
s02e06a,2,humor,ventral_str,some,-0.12961514949740924
s02e06a,2,humor,ventral_str,full,0.26969934719012023
s02e06b,2,rms,rTPJ,some,0.06861989974371685
s02e06b,2,rms,rTPJ,full,0.37616591675896494
s02e06b,2,rms,visual_cortex,some,-0.10747419917932605
s02e06b,2,rms,visual_cortex,full,0.10704050777568193
s02e06b,2,rms,auditory_cortex,some,-0.40007620972076596
s02e06b,2,rms,auditory_cortex,full,-0.42932768237586016
s02e06b,2,rms,dorsal_str,some,0.17284454309704494
s02e06b,2,rms,dorsal_str,full,0.03903457858684677
s02e06b,2,rms,ventral_str,some,-0.008665192269245545
s02e06b,2,rms,ventral_str,full,0.22694578760945772
s02e06b,2,prob,rTPJ,some,0.4637345594515814
s02e06b,2,prob,rTPJ,full,-0.03919445393927494
s02e06b,2,prob,visual_cortex,some,0.5403211113213047
s02e06b,2,prob,visual_cortex,full,-0.586320203593626
s02e06b,2,prob,auditory_cortex,some,-0.09038732281649467
s02e06b,2,prob,auditory_cortex,full,-0.7664286082814427
s02e06b,2,prob,dorsal_str,some,0.27681805929317943
s02e06b,2,prob,dorsal_str,full,-0.07943717936360833
s02e06b,2,prob,ventral_str,some,0.2579542716893162
s02e06b,2,prob,ventral_str,full,-0.05213602068341761
s02e06b,2,humor,rTPJ,some,0.13042995293563714
s02e06b,2,humor,rTPJ,full,0.3408715690922644
s02e06b,2,humor,visual_cortex,some,-0.3881395408083708
s02e06b,2,humor,visual_cortex,full,0.49900312049113627
s02e06b,2,humor,auditory_cortex,some,-0.5212433240099236
s02e06b,2,humor,auditory_cortex,full,-0.2776382240309492
s02e06b,2,humor,dorsal_str,some,0.02410283625406154
s02e06b,2,humor,dorsal_str,full,0.21116433263561207
s02e06b,2,humor,ventral_str,some,0.029912485409460475
s02e06b,2,humor,ventral_str,full,0.21119691168814364
s02e07a,2,rms,rTPJ,some,0.3043625645815047
s02e07a,2,rms,rTPJ,full,0.5005768163275848
s02e07a,2,rms,visual_cortex,some,0.2920795427889974
s02e07a,2,rms,visual_cortex,full,0.285366887582551
s02e07a,2,rms,auditory_cortex,some,-0.7893994229038672
s02e07a,2,rms,auditory_cortex,full,-0.4189556390678345
s02e07a,2,rms,dorsal_str,some,-0.0976975031166856
s02e07a,2,rms,dorsal_str,full,0.17739792187210293
s02e07a,2,rms,ventral_str,some,-0.10387768307826828
s02e07a,2,rms,ventral_str,full,-0.21183982514188582
s02e07a,2,prob,rTPJ,some,0.3643168441530994
s02e07a,2,prob,rTPJ,full,0.3916342804835128
s02e07a,2,prob,visual_cortex,some,0.4164828906589747
s02e07a,2,prob,visual_cortex,full,0.12277103654181085
s02e07a,2,prob,auditory_cortex,some,-0.5153034060005596
s02e07a,2,prob,auditory_cortex,full,-0.8362692807180578
s02e07a,2,prob,dorsal_str,some,0.059921248343085
s02e07a,2,prob,dorsal_str,full,-0.07209565688824057
s02e07a,2,prob,ventral_str,some,-0.06479965510834416
s02e07a,2,prob,ventral_str,full,-0.24668428243893062
s02e07a,2,humor,rTPJ,some,0.3654669399247331
s02e07a,2,humor,rTPJ,full,0.3839701232288145
s02e07a,2,humor,visual_cortex,some,-0.41618366341040325
s02e07a,2,humor,visual_cortex,full,0.810232679454626
s02e07a,2,humor,auditory_cortex,some,-0.513238785443692
s02e07a,2,humor,auditory_cortex,full,-0.7577095188455256
s02e07a,2,humor,dorsal_str,some,0.013185641752932076
s02e07a,2,humor,dorsal_str,full,-0.004684342390462615
s02e07a,2,humor,ventral_str,some,-0.1501507714513141
s02e07a,2,humor,ventral_str,full,-0.13834772123393446
s02e07b,2,rms,rTPJ,some,0.4102717324668339
s02e07b,2,rms,rTPJ,full,0.16630523077120105
s02e07b,2,rms,visual_cortex,some,0.4372218671798696
s02e07b,2,rms,visual_cortex,full,0.416068196783595
s02e07b,2,rms,auditory_cortex,some,-0.2514152094294207
s02e07b,2,rms,auditory_cortex,full,0.2451009315648281
s02e07b,2,rms,dorsal_str,some,0.010822690476768163
s02e07b,2,rms,dorsal_str,full,-0.2779416251123238
s02e07b,2,rms,ventral_str,some,-0.21929355640144857
s02e07b,2,rms,ventral_str,full,-0.20110688595364054
s02e07b,2,prob,rTPJ,some,0.3114592289126679
s02e07b,2,prob,rTPJ,full,0.3493150734523035
s02e07b,2,prob,visual_cortex,some,0.21718834334669804
s02e07b,2,prob,visual_cortex,full,0.7539486929013214
s02e07b,2,prob,auditory_cortex,some,-0.1080856859339816
s02e07b,2,prob,auditory_cortex,full,-0.03938448114291901
s02e07b,2,prob,dorsal_str,some,0.010905428484834695
s02e07b,2,prob,dorsal_str,full,-0.23955036323136358
s02e07b,2,prob,ventral_str,some,-0.10446370714943704
s02e07b,2,prob,ventral_str,full,-0.3783913738001011
s02e07b,2,humor,rTPJ,some,0.15505211289259818
s02e07b,2,humor,rTPJ,full,0.7020492287944821
s02e07b,2,humor,visual_cortex,some,0.15516186465985224
s02e07b,2,humor,visual_cortex,full,1.032057551303848
s02e07b,2,humor,auditory_cortex,some,-0.16382121828894786
s02e07b,2,humor,auditory_cortex,full,0.10093895083163028
s02e07b,2,humor,dorsal_str,some,-0.10350256174413044
s02e07b,2,humor,dorsal_str,full,-0.05522229115263118
s02e07b,2,humor,ventral_str,some,-0.20648076388343886
s02e07b,2,humor,ventral_str,full,-0.2274315172680619
s02e08a,2,rms,rTPJ,some,0.08589522041230933
s02e08a,2,rms,rTPJ,full,0.2654940420723794
s02e08a,2,rms,visual_cortex,some,1.1357353934948127
s02e08a,2,rms,visual_cortex,full,0.7537615390341581
s02e08a,2,rms,auditory_cortex,some,-0.5242192209931198
s02e08a,2,rms,auditory_cortex,full,-0.33019483995712934
s02e08a,2,rms,dorsal_str,some,0.17691896041840366
s02e08a,2,rms,dorsal_str,full,0.26099498310538244
s02e08a,2,rms,ventral_str,some,0.06144681503354485
s02e08a,2,rms,ventral_str,full,0.0672868864510898
s02e08a,2,prob,rTPJ,some,0.08010924698295821
s02e08a,2,prob,rTPJ,full,0.26674989728869186
s02e08a,2,prob,visual_cortex,some,0.6851477509620965
s02e08a,2,prob,visual_cortex,full,1.2848907652609212
s02e08a,2,prob,auditory_cortex,some,-0.5747417067805198
s02e08a,2,prob,auditory_cortex,full,-0.27778470422273693
s02e08a,2,prob,dorsal_str,some,0.129598262230614
s02e08a,2,prob,dorsal_str,full,0.3130287489271679
s02e08a,2,prob,ventral_str,some,-0.07946378871556106
s02e08a,2,prob,ventral_str,full,0.22960630681377325
s02e08a,2,humor,rTPJ,some,0.04543003852951169
s02e08a,2,humor,rTPJ,full,0.19779320715522875
s02e08a,2,humor,visual_cortex,some,0.9157017439134929
s02e08a,2,humor,visual_cortex,full,0.9759437274501108
s02e08a,2,humor,auditory_cortex,some,-0.03482721581564027
s02e08a,2,humor,auditory_cortex,full,-0.539520541691009
s02e08a,2,humor,dorsal_str,some,0.07669402735502712
s02e08a,2,humor,dorsal_str,full,0.2500662140177377
s02e08a,2,humor,ventral_str,some,-0.11228441897216983
s02e08a,2,humor,ventral_str,full,0.10913050205831196
s02e08b,2,rms,rTPJ,some,0.3692630069925249
s02e08b,2,rms,rTPJ,full,0.14863608240305728
s02e08b,2,rms,visual_cortex,some,0.8636177304225624
s02e08b,2,rms,visual_cortex,full,-0.18145546902937695
s02e08b,2,rms,auditory_cortex,some,-0.08828181480220645
s02e08b,2,rms,auditory_cortex,full,0.01436251314579036
s02e08b,2,rms,dorsal_str,some,0.002756691709560482
s02e08b,2,rms,dorsal_str,full,0.4504228007974036
s02e08b,2,rms,ventral_str,some,-0.14148417234095928
s02e08b,2,rms,ventral_str,full,0.24770626433348975
s02e08b,2,prob,rTPJ,some,0.7977656995101721
s02e08b,2,prob,rTPJ,full,-0.10617014617341451
s02e08b,2,prob,visual_cortex,some,0.970004957944383
s02e08b,2,prob,visual_cortex,full,0.11010552592017933
s02e08b,2,prob,auditory_cortex,some,-0.315251536592972
s02e08b,2,prob,auditory_cortex,full,0.154422675582898
s02e08b,2,prob,dorsal_str,some,0.2734589156477142
s02e08b,2,prob,dorsal_str,full,0.07911327280353803
s02e08b,2,prob,ventral_str,some,0.01992813340440671
s02e08b,2,prob,ventral_str,full,-0.017500984133694567
s02e08b,2,humor,rTPJ,some,0.07150865146596896
s02e08b,2,humor,rTPJ,full,0.4304380162213721
s02e08b,2,humor,visual_cortex,some,0.8545839365247474
s02e08b,2,humor,visual_cortex,full,0.24933322438719108
s02e08b,2,humor,auditory_cortex,some,0.38314711422628694
s02e08b,2,humor,auditory_cortex,full,-0.3315051174797375
s02e08b,2,humor,dorsal_str,some,-0.0564269560626658
s02e08b,2,humor,dorsal_str,full,0.3065678471812765
s02e08b,2,humor,ventral_str,some,-0.3885111718414822
s02e08b,2,humor,ventral_str,full,0.24881127452574497
s02e09a,2,rms,rTPJ,some,-0.10107752949825863
s02e09a,2,rms,rTPJ,full,-0.08341180561378023
s02e09a,2,rms,visual_cortex,some,0.1489831426565455
s02e09a,2,rms,visual_cortex,full,0.6073013083175557
s02e09a,2,rms,auditory_cortex,some,-0.9869795601402184
s02e09a,2,rms,auditory_cortex,full,-0.6165341818973552
s02e09a,2,rms,dorsal_str,some,-0.28086063593063704
s02e09a,2,rms,dorsal_str,full,-0.01919700133572215
s02e09a,2,rms,ventral_str,some,-0.38464039889465046
s02e09a,2,rms,ventral_str,full,-0.013379919990989385
s02e09a,2,prob,rTPJ,some,-0.3451239237626009
s02e09a,2,prob,rTPJ,full,0.2040296727781693
s02e09a,2,prob,visual_cortex,some,0.3246134691043676
s02e09a,2,prob,visual_cortex,full,0.24925284240714643
s02e09a,2,prob,auditory_cortex,some,-0.7953156612763267
s02e09a,2,prob,auditory_cortex,full,-0.9656349509101434
s02e09a,2,prob,dorsal_str,some,-0.3584983595630527
s02e09a,2,prob,dorsal_str,full,-0.00993728212945566
s02e09a,2,prob,ventral_str,some,-0.48871218794362736
s02e09a,2,prob,ventral_str,full,-0.0075492337320881425
s02e09a,2,humor,rTPJ,some,-0.19214472965137858
s02e09a,2,humor,rTPJ,full,0.008421720496542245
s02e09a,2,humor,visual_cortex,some,0.25402721302939646
s02e09a,2,humor,visual_cortex,full,0.32955931683588563
s02e09a,2,humor,auditory_cortex,some,-0.7475567657951453
s02e09a,2,humor,auditory_cortex,full,-1.0076024562046486
s02e09a,2,humor,dorsal_str,some,-0.23630406023495193
s02e09a,2,humor,dorsal_str,full,-0.16114749001767242
s02e09a,2,humor,ventral_str,some,-0.14121712346636398
s02e09a,2,humor,ventral_str,full,-0.4090534322001768
s02e09b,2,rms,rTPJ,some,0.3634818648318166
s02e09b,2,rms,rTPJ,full,0.41832511028957486
s02e09b,2,rms,visual_cortex,some,0.397498163694339
s02e09b,2,rms,visual_cortex,full,0.4856364744935335
s02e09b,2,rms,auditory_cortex,some,-0.6437066612347463
s02e09b,2,rms,auditory_cortex,full,-0.5842441244352514
s02e09b,2,rms,dorsal_str,some,0.07535981041893719
s02e09b,2,rms,dorsal_str,full,0.12552541266306788
s02e09b,2,rms,ventral_str,some,0.0186086730488053
s02e09b,2,rms,ventral_str,full,0.1063859782423097
s02e09b,2,prob,rTPJ,some,0.20083353782754843
s02e09b,2,prob,rTPJ,full,0.6654570130068125
s02e09b,2,prob,visual_cortex,some,0.34274929913953844
s02e09b,2,prob,visual_cortex,full,0.5785119125169023
s02e09b,2,prob,auditory_cortex,some,-0.49701873547903436
s02e09b,2,prob,auditory_cortex,full,-0.7919795217167017
s02e09b,2,prob,dorsal_str,some,0.049701204263065374
s02e09b,2,prob,dorsal_str,full,0.17028422099694132
s02e09b,2,prob,ventral_str,some,-0.08968718945642715
s02e09b,2,prob,ventral_str,full,0.27806124665127513
s02e09b,2,humor,rTPJ,some,0.18611796064904013
s02e09b,2,humor,rTPJ,full,0.7278533649649862
s02e09b,2,humor,visual_cortex,some,0.23753275482573577
s02e09b,2,humor,visual_cortex,full,0.7737603738514466
s02e09b,2,humor,auditory_cortex,some,-0.6253798696362217
s02e09b,2,humor,auditory_cortex,full,-0.6011404898187601
s02e09b,2,humor,dorsal_str,some,-0.13675074675340004
s02e09b,2,humor,dorsal_str,full,0.49211975884648407
s02e09b,2,humor,ventral_str,some,-0.1918579750700613
s02e09b,2,humor,ventral_str,full,0.47894169479071036
s02e10a,2,rms,rTPJ,some,0.3416105744126766
