tr,rms_db
0,-29.403919949382647
1,-19.46011141018007
2,-19.178908674806387
3,-19.611203010278466
4,-23.437244289981432
5,-25.905360998648845
6,-23.30249770898906
7,-26.349056603986124
8,-25.61618938727937
9,-25.299983950630818
10,-27.032565043422426
11,-26.043574653539075
12,-23.773511326177616
13,-25.44149594306611
14,-31.403684890445184
15,-27.961290018435356
16,-24.568854834964263
17,-25.418718745692637
18,-26.2903236764339
19,-28.725666988490744
20,-27.915110744729702
21,-26.22262936210857
22,-25.714295571602385
23,-24.412949135954356
24,-23.185931155981653
25,-24.732774397233467
26,-33.0637418685647
27,-27.293396521005878
28,-28.086599303446434
29,-27.3943378610636
30,-24.093469197460465
31,-27.421567879521604
32,-25.432460141294616
33,-28.855450284186176
34,-24.21898759004257
35,-26.984007401696847
36,-24.221893041235845
37,-24.291364748016694
38,-21.047029783348403
39,-20.782619492016117
40,-24.217444627302974
41,-24.94752017950824
42,-24.396668439476755
43,-22.462581551899135
44,-24.02748761914342
45,-23.696461259140836
46,-25.589273247647732
47,-27.092165877549537
48,-24.733778317948065
49,-20.819845928388744
50,-28.310571377785763
51,-24.002421440242404
52,-24.5899843838125
53,-24.26596281929424
54,-23.80165200389202
55,-21.63045804983254
56,-180.0
57,-180.0
58,-30.009544472903386
59,-30.185485669470417
60,-23.80751103032069
61,-21.98530156054099
62,-21.78742065403634
63,-21.871515778849968
64,-23.450667293785163
65,-25.307206960913305
66,-27.832895203686835
67,-21.7445457640827
68,-24.857965361945283
69,-24.32012807172491
70,-21.425314683104112
71,-28.46439139200352
72,-25.519150651198835
73,-26.900457805945766
74,-24.894632176602887
75,-27.44740796907607
76,-29.234819422646815
77,-28.669560350378234
78,-31.267047132179968
79,-32.23788768461472
80,-28.68228238337069
81,-24.512414821484082
82,-19.90525197644407
83,-25.487727553595008
84,-27.102153291265818
85,-26.256900686176927
86,-27.274246187972565
87,-26.409105324503788
88,-21.775425566731734
89,-25.430135480655792
90,-28.829266261646495
91,-25.69048293064393
92,-23.053882632538407
93,-21.959984401919144
94,-23.71914692132949
95,-25.99281619040783
96,-26.500157343592843
97,-27.379606651129276
98,-24.628573444517983
99,-23.11780099744883
100,-19.54696872380139
101,-23.077936632857497
102,-29.08165001320942
103,-27.00855007789686
104,-25.483362100334496
105,-20.49097196010542
106,-21.57792224863332
107,-22.34359862982582
108,-29.78471030562268
109,-27.062641989738765
110,-25.14093146358401
111,-25.77899930239298
112,-22.201392714483447
113,-27.053728081841065
114,-26.996777205120864
115,-23.607796411355785
116,-23.439993011754297
117,-36.93538883907715
118,-33.36704278950976
119,-35.6273517158914
120,-32.434203227699555
121,-24.723084140698766
122,-27.67528067765106
123,-27.13674488857988
124,-22.965664290268425
125,-24.505638257948
126,-25.15375987107346
127,-22.434384723900248
128,-21.72853621754127
129,-22.00652368112
130,-30.31226093661226
131,-23.48558707984388
132,-26.289735391537704
133,-23.76044227249932
134,-25.016141451269345
135,-24.503893363462225
136,-20.409756246574343
137,-25.15638723811355
138,-40.08592283455001
139,-23.60514140255812
140,-19.754094747885848
