tr,rms_db
0,-25.967565092254855
1,-18.953608999364807
2,-19.019608303966187
3,-17.025041671206615
4,-19.087615894661443
5,-19.621954310475548
6,-19.166729162497035
7,-19.11787104533387
8,-16.639869905125856
9,-17.31723343031859
10,-19.350236215830897
11,-20.415140175527515
12,-20.601833980317604
13,-21.423033079137845
14,-18.706501787997258
15,-18.428987213354805
16,-21.110993843309114
17,-19.95142467915629
18,-20.747432015478754
19,-20.055060619602266
20,-17.622032173552448
21,-17.522993054326758
22,-17.35232389433271
23,-16.283344230915123
24,-18.94074582602892
25,-20.580231762074106
26,-17.602972019434354
27,-20.58471172313287
28,-17.912632755701352
29,-20.301082358385642
30,-22.36757130020806
31,-18.146542281357934
32,-16.857855605852553
33,-16.586421308392453
34,-17.91479841686583
35,-17.723826757550228
36,-18.469179731373696
37,-19.032012436907067
38,-18.698468877373912
39,-17.46713408966834
40,-16.543863849087018
41,-27.07064504876584
42,-18.23155547577642
43,-16.81802961381762
44,-19.17696846357985
45,-21.1364690629049
46,-17.601201729996028
47,-16.853390504874174
48,-19.101038750033275
49,-21.62418670741588
50,-20.376492706683035
51,-17.457411752727808
52,-18.608543223335474
53,-18.892151767031898
54,-21.047931709847134
55,-17.851106013782015
56,-24.51425378552019
57,-21.662004352635677
58,-20.2986377979023
59,-17.61463866299959
60,-18.54734135534124
61,-16.387204896669914
62,-16.654030135052945
63,-19.8405254810632
64,-21.346502971717452
65,-19.739951099914425
66,-19.351737852822886
67,-18.994660770207506
68,-24.202703316024937
69,-20.401942465389524
70,-18.993963639075837
71,-18.711474570148326
72,-27.196129883557806
73,-22.109446241892577
74,-22.91763715476617
75,-21.942807178714755
76,-30.10061213025983
77,-22.928650290649543
78,-27.92458331315111
79,-22.654464932735102
80,-21.951711980825642
81,-20.432176513036747
82,-22.92359389112821
83,-23.2144737850916
84,-20.180715883874903
85,-18.411071817036966
86,-17.85011859519418
87,-20.480061347092583
88,-19.89750747748971
89,-21.036157689203463
90,-21.563319197960222
91,-21.410374481005626
92,-23.538522303738016
93,-18.595411482044803
94,-21.559403104977115
95,-26.224122951396435
96,-25.580421130789524
97,-22.817137967429055
98,-32.53452376463435
99,-19.419548020427513
100,-33.79111977760794
101,-32.2778140664362
102,-20.68872838321232
103,-34.168373429662516
104,-32.88265526433596
105,-22.865366609582317
106,-28.285754540389224
107,-24.46564768461593
108,-26.3143121773385
109,-23.278969674927936
110,-28.87205373406129
111,-24.767898451324925
112,-23.145909604415596
113,-22.55412253338019
114,-20.963487542177518
115,-22.98945596766121
116,-21.83348698792033
117,-21.865408015729713
118,-22.341854416689912
119,-21.122987404126196
120,-20.286180236343483
121,-22.22185279629432
122,-21.31073201750466
123,-26.858642994292232
124,-28.145248225028165
125,-21.111940284729616
126,-21.65403647779467
127,-26.28865546030721
128,-20.179018453720797
129,-25.676575118161548
130,-30.787338440005534
131,-20.314002875111893
132,-21.75603602156751
133,-19.349080276270858
134,-20.38969226527783
135,-20.883031045686934
136,-21.28928307958409
137,-22.65518714163363
138,-23.632373588844274
139,-21.99851036743678
140,-22.2219953316134
141,-27.4736799551817
142,-18.768554506746895
143,-22.546521166170663
144,-20.363636529650858
145,-21.335702376677766
146,-20.05832042194158
147,-21.426219086226798
148,-18.652132048499976
149,-21.512748556283313
150,-20.539108454829705
151,-19.159327956807108
152,-19.39881213851018
153,-21.38318111443671
154,-22.831392814173945
155,-20.509130990397146
156,-19.676720664142405
157,-20.46817926195891
158,-19.355603629099463
159,-20.30849964352232
160,-18.714340095983534
161,-23.58081695089679
162,-27.111650803460748
163,-25.227432438612965
164,-24.23456294998751
165,-30.36933332119215
166,-24.956479140227902
167,-25.607350533548523
168,-22.36029834654733
169,-24.10933936389917
170,-25.6528635754784
171,-20.1057709614733
172,-20.32229089473978
173,-20.820719870745037
174,-23.00324011590364
175,-28.09564225915664
176,-25.719912232137503
177,-23.552073206199072
178,-24.670385352496357
179,-20.347178934476187
180,-20.423489858378527
181,-22.17295893643033
182,-22.57192912159717
183,-20.28035818802617
184,-21.34417391329403
185,-22.128987900266672
186,-18.2202935698022
187,-21.45546210024021
188,-23.454540262143166
189,-18.23148869998876
190,-19.147615413381107
191,-22.543680189711207
192,-28.21076883543516
193,-19.76838699999133
194,-20.56748165777927
195,-18.792363705756134
196,-19.65860649694878
197,-22.938997812243578
198,-19.49603823911916
199,-20.25034204082974
200,-20.240831505844774
201,-20.055019731333434
202,-19.65111573652347
203,-21.84824109291305
204,-19.242006634270847
205,-20.19300526060365
206,-21.031582334314763
207,-19.698963085470936
208,-18.38793120912648
209,-19.860980591439187
