tr,rms_db
0,-36.492927901711816
1,-25.454623057534892
2,-23.817208763545693
3,-19.902390820496922
4,-22.41772678564592
5,-27.508229195541197
6,-27.463794624494685
7,-24.352241427146662
8,-27.753193636720297
9,-26.69433092173052
10,-21.13016770726692
11,-23.13103703194772
12,-22.025962158692217
13,-23.616692595051934
14,-21.976984567781845
15,-20.05704105022761
16,-19.866081731950967
17,-20.83643637853489
18,-22.609300036911428
19,-19.185352192075847
20,-21.06145676186786
21,-20.990369323209862
22,-19.276023098443666
23,-25.50630421253753
24,-33.456118999550654
25,-25.74961492756204
26,-21.759964836560883
27,-23.026413703311345
28,-20.56299462482024
29,-25.04697563681659
30,-22.12622854736975
31,-19.669584628507238
32,-22.131161743095017
33,-20.997925137732196
34,-21.316764645720415
35,-19.941664811137223
36,-21.636055122905503
37,-26.325425322646034
38,-22.006948424531156
39,-20.38845125226578
40,-22.064348304557384
41,-21.23000303054738
42,-19.327178495100227
43,-21.354944132524647
44,-21.978716496765035
45,-21.441920476275975
46,-21.3834727881609
47,-21.08272819940492
48,-20.165529003361602
49,-20.96255866243791
50,-20.731864716010094
51,-20.58232043448267
52,-22.598433712394602
53,-19.28215994978213
54,-22.139559157434586
55,-24.973554308870884
56,-20.54147951493931
57,-20.182299865224245
58,-21.631702944868078
59,-20.220249683373353
60,-17.88955840415919
61,-21.124719264157477
62,-22.233026928300422
63,-20.40318007524096
64,-21.516370719484858
65,-22.954218857251174
66,-23.17837452556808
67,-21.37233443126858
68,-21.38830544956173
69,-18.34378162226612
70,-18.230429423455874
71,-18.76409183879376
72,-24.97548014346797
73,-21.306458556842696
74,-17.541272515807364
75,-19.413761272114616
76,-20.215850676247005
77,-19.388444571204438
78,-24.055368922729205
79,-20.372291572671863
80,-19.83108830032027
81,-22.9285956434738
82,-20.809044080714038
83,-21.542186558406563
84,-18.427732307906048
85,-20.78785488380689
86,-21.25702292064804
87,-19.381583613983814
88,-18.341834636983375
89,-20.473971509128475
90,-20.31064919150578
91,-19.395278100996013
92,-20.963873363216713
93,-23.27888107524617
94,-20.709883359735453
95,-25.640461352035206
96,-22.348238867903206
97,-22.02679884716957
98,-21.26454537271772
99,-22.93340441985147
100,-19.182225247957703
101,-26.87439941457077
102,-24.565492586077063
103,-37.82829158235874
104,-20.738951736658443
105,-20.606920039893417
106,-29.633055313061696
107,-24.692775460784524
108,-17.83096531028633
109,-22.481645964288642
110,-21.123655481828145
111,-24.423036364327935
112,-26.89843070996348
113,-23.602196367862447
114,-21.841894431625917
115,-18.579831957935923
116,-21.045951884404488
117,-19.80866681290516
118,-22.508610616011723
119,-21.233807135379294
120,-20.378309556415083
121,-23.36450675290746
122,-24.866118413183234
123,-23.330306015367302
124,-26.728363565824505
125,-27.28594055208534
126,-21.011742907228907
127,-22.56736309983271
128,-19.24500766140349
129,-21.407389674036846
130,-22.585413305416203
131,-23.978617022609825
132,-22.663365387400006
133,-22.19081879665335
134,-23.10736539949426
135,-26.09062555446231
136,-20.33993852509948
137,-22.335985146233295
138,-22.206793535310574
139,-20.64661251177522
140,-24.322875974872716
141,-21.188845971348908
142,-20.542472883529562
143,-19.95553565143468
144,-21.57208913378274
145,-26.370724403573345
146,-22.38605337881978
147,-25.808315116509007
148,-25.520210291158598
149,-24.271070308764052
150,-24.277553802594525
151,-21.702788251012354
152,-21.233743386629783
153,-25.321844244750082
154,-24.030119527660464
155,-20.048264008117318
156,-24.34809530033434
157,-24.921112658596446
158,-19.394541523185822
159,-18.301900951609447
160,-22.578370028473877
161,-20.175954101879732
162,-18.084221447388778
163,-18.358005093672286
164,-17.45998555262695
165,-22.759679904971023
166,-19.62780788337222
167,-20.20026657247552
168,-20.071644780600394
169,-20.36246749025516
170,-21.946364511443733
171,-20.065439468276587
172,-21.565547712766637
173,-22.35052713245156
174,-19.368117338819502
175,-21.911214531500427
176,-31.49297977629748
177,-25.481884613726056
178,-23.525994388007298
179,-21.78537563363316
180,-22.2718890463301
181,-22.076386293537
182,-21.578539319046207
183,-21.101376223488803
184,-22.34946125175066
185,-21.76620051079469
186,-21.973585387523595
187,-21.099483000057493
188,-23.416298043745968
189,-21.10961628514157
190,-24.733864347625474
191,-26.293177483203955
192,-26.135381667124406
193,-20.329324759925473
194,-29.950370283795195
195,-34.40289961482958
196,-22.078089720930997
197,-21.054441261363642
198,-20.565051507388628
199,-26.63986375620935
200,-21.753525523942766
201,-21.079595667303007
202,-22.03970411998513
203,-22.802010591333666
204,-27.406602621912942
205,-26.744570189027797
206,-24.455136324113095
207,-23.337982034318333
208,-25.936097346834273
209,-22.577939473511407
210,-25.923227518293434
211,-23.87961665339118
212,-22.00142174853289
213,-28.91913316627859
214,-23.980536781000538
215,-25.361942200726183
216,-22.837890005071756
217,-24.163795410420565
218,-26.61239058956758
219,-20.727670488838626
220,-22.00056177286124
221,-27.431682709893867
222,-21.610157011154428
223,-25.820481485515188
224,-20.766015487681745
225,-22.753948531319477
226,-26.80742621541201
227,-21.995307244446188
228,-26.260955085107874
229,-35.31880455909969
230,-20.022413184693715
231,-19.843090859866223
232,-19.791406280349893
233,-16.849064031081284
234,-18.395468544166537
235,-20.304783091438612
236,-21.596414463650696
237,-21.760087742662794
238,-24.709932383637184
239,-21.85453843331302
240,-22.11546902483063
241,-23.650017930133266
242,-18.768357588281773
243,-21.060730450377015
244,-21.722534281264355
245,-21.49038587622166
246,-22.63335686863194
247,-20.814379612153733
248,-21.638636971268387
249,-28.69411274657513
250,-43.52872609942254
251,-19.705945448886954
252,-21.618340375768188
253,-25.635621058093268
254,-23.31071478807994
255,-21.30699516540821
256,-21.120822302118
257,-23.898098274818466
258,-21.51060592174356
259,-22.755662447673096
260,-35.81806292828273
261,-23.48940195508635
262,-20.599244825927666
263,-20.271548236436985
264,-18.747992162871988
265,-22.222311137311934
266,-19.84587334511139
267,-19.73977031584721
268,-22.415444629319474
269,-19.89915073952065
270,-24.285164174951944
271,-23.171695331901926
272,-19.413394981225867
273,-22.505929736813744
274,-27.372589835669586
275,-22.865051402656043
276,-24.40140979662841
277,-23.12665170707404
278,-21.88056999759072
279,-21.760902055609396
280,-26.058408130956128
281,-23.058373106758467
282,-20.920796290433714
283,-28.160560558554998
284,-25.393059639836547
285,-22.192423918295546
286,-23.040325721510847
287,-18.620777403335303
288,-21.940978531720866
