tr,rms_db
0,-28.429271277528123
1,-23.05023846594963
2,-23.470571061149023
3,-24.11093613045949
4,-24.719355911041
5,-22.223843704721506
6,-24.797147693089613
7,-21.353097830708236
8,-24.499386623742524
9,-19.556969312411393
10,-20.126579619459584
11,-18.08397776619753
12,-21.500187872626118
13,-20.965253459755814
14,-34.10432996767717
15,-23.026370199836613
16,-41.90559032053783
17,-23.088933998158282
18,-22.76949334565427
19,-23.512594496235373
20,-21.764043502930683
21,-21.909704326348873
22,-23.70360780715515
23,-21.764442885341325
24,-20.140688993654233
25,-27.09653521099949
26,-21.997158119473784
27,-24.852398492786946
28,-22.776153536563548
29,-22.315474478376444
30,-22.542865410063428
31,-20.5324254937505
32,-24.020545330897868
33,-23.086726128093478
34,-21.47245240831237
35,-22.078337572172522
36,-24.939828368739185
37,-22.7442947173978
38,-28.912991457695426
39,-21.69468926143694
40,-28.055308093347215
41,-39.01900082076025
42,-45.235631256918595
43,-43.19832263518925
44,-19.475516918727173
45,-26.137076583857457
46,-32.758229573041135
47,-35.16764473214064
48,-27.22873834609802
49,-21.245842057708124
50,-20.22854988619445
51,-21.08809755527637
52,-18.107641056271323
53,-19.103495820918496
54,-19.77084473328282
55,-21.343687278902582
56,-20.30831255670393
57,-22.45436024763215
58,-20.309407935393118
59,-21.781089503863402
60,-20.6214797123678
61,-24.14188873355149
62,-21.76247212862797
63,-34.25726794446293
64,-27.566911560739108
65,-25.124793495468097
66,-34.573647858886176
67,-24.363633832566236
68,-21.5192553388907
69,-26.52324707315647
70,-22.891658738950397
71,-17.849079732106414
72,-20.919779431528358
73,-22.490914272020966
74,-27.977980176139727
75,-26.163740143538732
76,-22.802392727911137
77,-22.312981125103462
78,-30.41735653420121
79,-44.04386742272237
80,-20.612826813804542
81,-20.880541217975694
82,-21.106910878180454
83,-34.34629208413984
84,-20.225158987693177
85,-17.486288056541785
86,-18.773260458760657
87,-20.142520375480423
88,-21.242940222841035
89,-21.216733317712226
90,-21.98559785735013
91,-27.54309865705386
92,-30.23872742635313
93,-21.043703532258576
94,-20.40160049631384
95,-26.852465590146544
96,-25.41340857166759
97,-23.70203089241793
98,-19.012734867505902
99,-21.19995611671683
100,-32.25805907170825
101,-22.745631558356152
102,-19.8038434235106
103,-21.786397585838348
104,-23.293699061248773
105,-23.556983722535342
106,-22.010904538842134
107,-28.53189914740174
108,-31.355587784207057
109,-21.900982429857617
110,-29.327571422328155
111,-27.706291236175105
112,-22.35079364834472
113,-22.25644124484355
114,-27.795658858558493
115,-25.493636761409853
116,-21.619346712048177
117,-19.333075982798494
118,-20.287327625634685
119,-21.52706426255353
120,-26.733654074676345
121,-22.34024122570355
122,-49.34106849634876
123,-31.324267726898825
124,-24.96316492004165
125,-31.649954034543452
126,-22.40546168717289
127,-25.643667573721718
128,-21.278102745607946
129,-21.883287198953262
130,-20.498925282682613
131,-20.52535955107537
132,-19.539338463095607
133,-20.607127715727934
134,-20.6686750800724
135,-22.245698016248816
136,-23.305522016617385
137,-33.86899800306989
138,-25.08159654758934
139,-20.275230321951156
140,-20.415723552898882
141,-23.609372745570653
142,-23.576819284674745
143,-29.84723669312161
144,-24.289662415277725
145,-23.680770334285825
146,-25.775499217344485
147,-22.9787199275655
148,-20.832444306230634
149,-21.964694625569805
150,-24.022533967069872
151,-29.690795419996697
152,-26.649345714864523
153,-25.73472687785378
154,-28.64056739914215
155,-27.522277237843035
156,-21.824751876277674
157,-20.877798691593302
158,-22.153045684131072
159,-46.98719100843746
160,-24.761930120579756
161,-48.39959256599024
162,-31.354067123918
163,-37.43127787784025
164,-23.93487853294914
165,-46.1412237535938
166,-23.274212363293753
167,-19.035098238247883
168,-21.486858724572706
169,-19.537097207710396
170,-19.88937989736851
171,-20.64859805967147
172,-24.698093640144037
173,-20.83821166333163
174,-20.2319568640419
175,-20.615779028178146
176,-21.22765925614546
177,-23.79182494598951
178,-22.815065634385768
179,-20.4971971644215
180,-19.50620309389545
181,-20.81400841485443
182,-22.33688157021891
183,-20.239562946952198
184,-23.466192668963643
185,-28.868218338443818
186,-22.42499159042438
187,-41.73757540859913
188,-22.67709229575472
189,-19.616711849907475
190,-19.64371735725939
191,-19.474172649398373
192,-22.311472196538517
193,-22.672882152676213
194,-28.03768754009291
195,-28.32171040244622
196,-27.129160863547565
197,-48.39983177233444
198,-28.33659212979407
199,-23.170163185584375
200,-22.096073993941513
201,-28.50123722550866
202,-29.124799857782993
203,-21.576877394996853
204,-18.78141152122867
205,-21.131973643625656
206,-21.147154626361193
207,-20.188163854405587
208,-22.889398639707256
209,-22.375307254385277
210,-29.45724859253258
211,-43.99698742629157
212,-32.53176242862304
213,-46.228432377251906
214,-26.255370527904237
215,-20.741581758234933
216,-25.4063496347031
217,-33.8375496602537
218,-22.836485946049354
219,-32.08101728896972
220,-33.54962309942594
221,-48.10321313750279
222,-47.73188094122646
223,-34.47167007187715
224,-26.91920385264876
225,-24.302113593679557
226,-20.085615270407867
227,-18.618211667852567
228,-21.019326551133425
229,-32.44713386678434
230,-28.204026098812815
231,-42.695401170310774
232,-44.328395737941186
233,-35.140688582896956
234,-29.745413557712826
235,-25.691905446409518
236,-25.83770689849087
237,-27.5100134289224
238,-22.952059101724693
239,-23.561549240254273
240,-24.370591486946516
241,-25.486114404780874
242,-25.084347109000493
243,-24.23390101343235
244,-21.169134317928705
245,-23.104791129469568
246,-22.371361276177325
247,-35.91405124927497
248,-29.39745364231042
249,-20.45873688045253
250,-28.533536303115508
251,-28.715957802782903
252,-23.305309880691453
253,-21.345447274700767
254,-22.875331820964103
255,-22.89237783755311
256,-21.417070718935456
257,-19.29655679231871
258,-18.652250273612477
259,-20.64947732982145
260,-24.165128131985554
261,-18.961395054861075
262,-25.10515764150344
263,-22.894866235807562
264,-20.464119937018044
265,-22.87865057245905
266,-20.63944140239233
267,-20.749540754058806
268,-26.47903208731516
269,-29.432187779022026
270,-19.815862372945237
271,-24.505474134293216
272,-23.225273702799715
273,-22.569292867073774
274,-21.84577867116655
275,-22.005310067565688
276,-22.542973829132592
277,-19.6557101144115
278,-21.50618244464767
279,-22.751085046355236
280,-21.067554628174406
281,-23.09413003066611
282,-18.599601167781863
283,-22.380133390862042
284,-23.023150979779338
285,-22.075498292523868
286,-23.598891315050373
287,-19.464297149667406
288,-19.80117184750421
289,-21.28913457038509
290,-20.47603015637567
291,-24.00473805280235
292,-21.613352661708632
293,-24.516845831910054
294,-21.524668477906022
295,-25.27922677075255
296,-31.061013572978297
297,-27.020205081693703
298,-21.130710203379554
299,-27.044893117450762
300,-22.385716304458505
301,-19.82897603062422
302,-20.85965173404521
303,-24.23095812653482
304,-20.134038120955374
305,-20.88693631077333
306,-20.57147040638515
307,-19.606116441909375
308,-22.161791624483467
309,-23.72208908611686
310,-29.281899110946807
311,-37.68843395619833
312,-21.064834298616944
313,-33.97379270246843
314,-21.094150396183316
315,-19.961453226315854
316,-21.778189028617064
317,-22.39124141893854
318,-26.169623139697574
319,-26.805453784408165
320,-38.33452240438196
321,-51.531060027533826
322,-22.880379142856487
323,-26.876292793606012
324,-24.246307503862138
325,-29.364948353800457
326,-24.965581609282896
327,-21.36921276682866
328,-21.09251785720965
329,-25.978878468839785
330,-20.19577885186478
331,-19.664299489863627
332,-20.468080653399227
333,-25.392494348294925
334,-22.50822117759764
335,-21.828323191729133
336,-22.87256379358923
337,-22.86722830913222
338,-25.201984089756984
339,-21.792862778866713
340,-22.087359880274175
341,-21.560523985770963
342,-23.916762207468963
343,-19.76054303840225
344,-28.264974258695574
345,-23.513618449676002
346,-21.771469780301103
347,-27.786824419622388
348,-22.66166178687932
349,-21.516846863285938
350,-24.14596484422678
351,-25.939713704299102
352,-25.05736192929612
353,-28.31322265934421
354,-21.99617251587954
355,-25.946005491575686
356,-23.252441072455476
357,-24.320831373830426
358,-34.974814936087014
359,-22.967868012984013
360,-21.005845935383142
361,-22.213091831712738
362,-23.85596344700398
363,-46.88906999645201
364,-29.696326540323753
365,-27.417265308723728
366,-23.994912847581105
367,-22.2692588003365
368,-21.660317404102074
369,-24.78058741081293
370,-26.401378969216495
371,-24.172020334000976
372,-28.792534416868524
373,-24.917580372979273
374,-21.019756997644222
375,-23.677920477138606
376,-31.269427997429844
377,-24.509637783936427
378,-36.066198092124786
379,-41.06409557108125
380,-44.52624395340844
381,-32.388643375440566
382,-26.086285794489914
383,-23.882857667758586
384,-30.52344507258936
385,-49.01449713337289
386,-48.42233455598781
387,-49.10015264683722
388,-24.15959808703716
389,-23.541460546230507
390,-19.57340593849292
391,-21.343626886256498
392,-19.58658560461994
393,-21.955847123520954
394,-23.846753698773753
395,-28.113587541330705
396,-29.83550259548094
397,-32.082922571073816
398,-34.909546641871586
399,-24.551446498916466
400,-30.90605978221412
401,-31.00221352249711
402,-44.08275753322293
403,-21.7358735541707
404,-19.38670263921923
405,-19.819702280949308
406,-20.0542649248214
407,-18.632474612238088
408,-19.078373123970266
409,-18.279896253407205
410,-21.27039376745096
411,-27.66686879519421
412,-22.391613563478256
413,-24.33813149076576
414,-22.081025127990475
415,-21.107146460802767
416,-23.318468428165197
417,-21.71620079525903
418,-19.689576866313804
419,-20.381540569077817
420,-20.582777092051053
421,-21.32760517242913
422,-19.6093172290286
423,-23.39543048312427
424,-22.990875713077777
425,-20.802249278373864
426,-21.063450585523768
427,-20.184778297649707
428,-22.035370797817247
429,-23.25662613030012
430,-20.273394734360647
431,-24.310527570660952
432,-96.6458356593331
433,-180.0
434,-180.0
435,-180.0
436,-180.0
