tr,rms_db
0,-94.83467425364734
1,-18.532380311775896
2,-18.982420071925635
3,-19.96411325826673
4,-19.335550062103717
5,-20.614741135097123
6,-19.63808898477042
7,-19.176891921559765
8,-21.343188366393772
9,-23.302876481367257
10,-21.418369408695614
11,-19.70922099867729
12,-21.77752378112485
13,-18.890360223747955
14,-22.90250052575361
15,-20.43903321331175
16,-20.874056687512873
17,-20.8454334439665
18,-18.497328499436374
19,-19.55956150680271
20,-20.494519233482098
21,-20.814093037342225
22,-21.95667890830044
23,-19.67040817423684
24,-21.251799151049266
25,-20.15020070801946
26,-21.45032970842935
27,-18.96972259884087
28,-18.550493977788406
29,-20.59797826510178
30,-20.35575812095277
31,-20.169254948644486
32,-19.322141513996677
33,-20.454334205046408
34,-18.327715930599854
35,-20.378919660885973
36,-19.79141247786948
37,-20.91548260242281
38,-21.209465704553217
39,-21.945776714703996
40,-20.044976723826295
41,-25.17738052390214
42,-19.326574930297117
43,-20.11253557250175
44,-16.946650346709145
45,-19.371924369802514
46,-20.183820434131235
47,-19.689535045307764
48,-19.321170775443825
49,-19.09712262609259
50,-19.86267731738034
51,-19.014622265384457
52,-19.465975636037314
53,-20.07108784691627
54,-18.873552228156058
55,-19.008445927219153
56,-18.833475652485305
57,-18.728189081589953
58,-19.01285377849703
59,-18.557867739639214
60,-19.593210159641156
61,-18.827514709230964
62,-18.84487429510755
63,-19.17169905251846
64,-18.66599760202303
65,-19.849622750573456
66,-20.333923620468216
67,-19.081823896922067
68,-19.95418299548326
69,-18.812007694645015
70,-20.593552310999158
71,-20.123963066158794
72,-21.959695344194085
73,-28.82315005096292
74,-32.559007819629535
75,-23.87400629289139
76,-19.92476475099236
77,-26.257506069208162
78,-19.41785989326248
79,-22.75967590080093
80,-18.61558135337074
81,-23.864927036849622
82,-25.563959340154906
83,-22.312637379865432
84,-17.467774528121048
85,-20.40521608263179
86,-19.68385351783179
87,-19.976927459605534
88,-17.76284993057712
89,-20.551564746763773
90,-19.42787549262868
91,-20.21345521382024
92,-19.706381184396104
93,-19.152745955606388
94,-20.06251763799679
95,-25.03805332566126
96,-18.780539147014185
97,-19.07741766277763
98,-20.39142462943252
99,-21.399331693733778
100,-19.117418501826542
101,-19.433746667954253
102,-19.59438622847366
103,-20.149023706686183
104,-22.352731385697233
