tr,rms_db
0,-27.12833645180642
1,-19.359638388352238
2,-22.378065774983963
3,-20.04801462406747
4,-21.111229464314984
5,-21.009986115749722
6,-22.665041439191267
7,-19.835377764991446
8,-19.432797248268553
9,-20.08716180540603
10,-20.45584695555245
11,-19.36255824080186
12,-18.97223891737837
13,-18.943115906973937
14,-18.588739479849234
15,-22.97546364883769
16,-31.329947763117822
17,-23.2042902645988
18,-26.98201044709291
19,-24.79593531389776
20,-22.71113025274278
21,-21.771906783739226
22,-22.374281000498094
23,-22.874947157961895
24,-22.170196300611813
25,-23.735067453666243
26,-21.427807922395424
27,-20.29227866779707
28,-19.39890681916366
29,-24.1566873275574
30,-21.146817963784116
31,-22.136882428422346
32,-21.61094594186638
33,-21.79874135668394
34,-20.538029212465673
35,-21.163898451110327
36,-27.640100784879618
37,-23.69539834842513
38,-22.27384604134371
39,-21.878040984546825
40,-20.43364042211482
41,-21.46853575002398
42,-20.267198110224186
43,-30.673463374218045
44,-20.3249845161424
45,-20.67376197243363
46,-19.713082696532172
47,-21.747154788138413
48,-20.88294953050532
49,-21.23554953683331
50,-20.500189063964154
51,-21.11165744526829
52,-23.60663516804861
53,-22.04634058964131
54,-25.910063811651554
55,-25.416130628857427
56,-22.439215513888545
57,-22.646846182433535
58,-22.34838082567679
59,-24.81534195019741
60,-19.68337099946107
61,-21.496894903024373
62,-24.506001408162028
63,-28.278021483910763
64,-24.293337950432743
65,-25.237124606156684
66,-23.287978081910833
67,-22.479177735437702
68,-19.628682236445993
69,-20.13386594505881
70,-21.005345790019483
71,-22.90401025352233
72,-20.352326335342333
73,-25.54910940516903
74,-20.55533342752699
75,-23.29042624903558
76,-23.594245033363933
77,-21.826310973851754
78,-27.467451813795535
79,-21.36355174555756
80,-21.75174299156815
81,-21.442894184796536
82,-23.689851721649937
83,-38.08856193155388
84,-21.91368414857488
85,-21.074621585564902
86,-20.66470132689677
87,-18.236813100225454
88,-19.60762684220451
89,-19.883147789366404
90,-19.723144119869183
91,-23.239226051192496
92,-20.87687580239558
93,-23.056411003071617
94,-24.374413653199692
95,-22.70893349317884
96,-21.646331225845277
97,-21.969335693487928
98,-26.186253711976715
99,-24.236478510416333
100,-23.09520855204996
101,-25.631571576960305
102,-30.022447665800534
103,-22.539587989369828
104,-23.20880199039934
105,-23.06404606860852
106,-19.132154500557117
107,-19.038399282241425
108,-21.529732536345985
109,-33.714103427138355
110,-40.70278904476238
111,-43.408280146399996
112,-23.010300204504755
113,-26.45634445760898
114,-23.57364046514605
115,-20.34532484442328
116,-26.554715617431288
117,-22.98296808923319
118,-21.915087218884516
119,-21.51228502232279
120,-19.673625596810197
121,-22.459637088416578
122,-24.382542551818954
123,-31.316435095855695
124,-32.10203253513925
125,-21.383826928016184
126,-22.831340587835367
127,-19.984279691547915
128,-19.71779588514594
129,-21.594938743156497
130,-21.5934236459924
131,-21.728458117347216
132,-19.877213459560302
133,-23.576465260194965
134,-21.96092994662787
135,-23.22272656120503
136,-21.248080023959442
137,-22.646263060468783
138,-21.38566479650192
139,-18.486756645071473
140,-18.344645499821986
141,-19.235857996829445
142,-24.067146946360374
143,-25.12980674178725
144,-24.223623821908703
145,-20.871537805422868
