tr,rms_db
0,-30.598791785721204
1,-21.720178847180826
2,-20.78399625097824
3,-24.004389132823167
4,-19.023470284030406
5,-19.940699730445996
6,-21.467937975022284
7,-20.26376687628379
8,-21.52192625645594
9,-19.43553943945644
10,-23.453242836466337
11,-21.071317404317313
12,-20.007039198290904
13,-25.791453339890758
14,-20.714941649901483
15,-21.25671667886059
16,-20.05267272298553
17,-20.95399632965745
18,-23.536207616464495
19,-27.376587480330457
20,-24.318679365820923
21,-25.017012210734553
22,-25.367841928877645
23,-29.517841001678377
24,-28.002967292733416
25,-26.876781439798133
26,-22.658918113093677
27,-22.208178389017657
28,-20.732013396469302
29,-21.74413311601281
30,-23.308700254501915
31,-23.7116474698386
32,-23.61489045850358
33,-19.918890860471194
34,-19.45105515998848
35,-18.013914920066373
36,-19.83358938287228
37,-20.853763185421737
38,-22.32622735250986
39,-23.97052073558825
40,-21.665059135990802
41,-22.659652573152542
42,-21.980380992512668
43,-23.400800256726733
44,-30.821549684802406
45,-32.14504143330193
46,-31.355660906052577
47,-30.14878383681394
48,-31.107518114509467
49,-30.319014769271302
50,-29.50707744924061
51,-23.674822404716878
52,-28.731549070041442
53,-30.999084100339118
54,-28.231333544767153
55,-23.30418521078977
56,-19.347334225743126
57,-19.666254079113788
58,-19.323585491824005
59,-21.20434618668243
60,-23.445403394473665
61,-19.311114266618226
62,-22.50729303562617
63,-24.54487670660409
64,-19.60918781833311
65,-21.23484145829723
66,-21.35135834531978
67,-22.17710775033517
68,-20.79371560390859
69,-21.055332526287916
70,-19.18729695528741
71,-20.325857165164585
72,-26.55373302009439
73,-19.919592397574778
74,-19.727004398975527
75,-20.27144915286717
76,-19.907217217365105
77,-21.44548942417668
78,-20.882134965735784
79,-19.798617805472357
80,-20.230130761701616
81,-20.696612399952947
82,-21.999174930187113
83,-20.942281742252703
84,-22.04559076956595
85,-22.09801104119746
86,-22.092310333191083
87,-19.662547521578077
88,-22.72782962108466
89,-20.731087348011833
90,-21.075701789911786
91,-22.686426281828286
92,-21.302857083249567
93,-21.770279005322788
94,-19.06155310829667
95,-22.659209483817612
96,-23.59596264099633
97,-20.73968665202312
98,-21.639711154384216
99,-22.143385109136325
100,-22.6360731293344
101,-22.066910496385866
102,-20.595970415337803
103,-22.34621146413897
104,-21.536571159035596
105,-21.488996427728495
106,-22.286844234734453
107,-19.210151609210065
108,-21.5568919485
109,-19.70077260266835
110,-20.400011299058697
111,-21.9466076746195
112,-21.050839122093038
113,-23.701625675044475
114,-22.938703350624362
115,-24.629709880640572
116,-20.918310413420542
117,-20.73655751101361
118,-20.02900841855217
119,-23.21543754033971
120,-21.668271435505183
121,-19.238524153343445
122,-20.63694294264002
123,-20.02134881161092
124,-20.506513675913087
125,-19.848425071711084
126,-20.734917454315212
127,-18.983724739697557
128,-25.798080578543306
129,-20.29996273477165
130,-19.649693032458032
131,-22.21808815518205
132,-20.023471046006648
133,-20.67152049195364
134,-21.713410799345315
135,-22.11229378342024
136,-21.787730339363634
137,-20.739382769099105
138,-20.637766822079815
139,-23.942202196413568
140,-18.35405392994823
141,-20.72222858999212
142,-21.695186570943417
143,-22.42964932488995
144,-20.482377560261057
145,-20.421773886865356
146,-20.31244374371004
147,-21.006075295676624
148,-22.330197768026046
149,-20.161515972498798
150,-21.406350547569765
151,-22.784878721109173
152,-19.8964076134754
153,-23.36887130350998
154,-21.816900219565703
155,-22.868368838271746
156,-21.819586047860774
157,-18.673403242159075
158,-19.076053446573955
159,-19.316878787621263
160,-19.892651946068394
161,-20.522498691782808
162,-20.26624362943382
163,-21.803873078061766
164,-22.309071833117105
165,-22.02321590611698
166,-20.86878141204654
167,-19.418816913042516
168,-20.68713460011263
169,-23.63181120071719
170,-21.358746531044233
171,-21.267995602025344
172,-20.070556845847882
173,-21.522915156661252
174,-24.949033130131617
175,-19.96870318753025
176,-21.160128032600262
177,-22.093891812083704
178,-21.881184235123705
179,-21.06762847471292
180,-20.659831235772632
181,-20.492153131655996
182,-20.32995003331532
183,-21.04725765466698
184,-22.13791578324079
185,-22.26970694693947
186,-21.78546148762766
187,-18.64335821926732
188,-21.176043722262893
189,-22.683454889741732
190,-18.59326925955213
191,-21.929706242846095
192,-21.842104559145245
193,-21.512247914173596
194,-21.300371589469393
195,-21.200226874661247
196,-24.720192017769694
197,-28.01181355329139
198,-20.39668610316634
199,-19.50459688486756
200,-20.304935927606287
201,-23.765950254938954
202,-21.364096258383626
203,-20.950238187433413
204,-26.432908763730076
205,-22.964177046214527
206,-17.4454260081396
207,-21.522294846184447
208,-21.990813426843673
209,-25.696215063194433
210,-22.749911565762652
211,-25.397519108780383
212,-31.953449403618027
213,-24.367884846319914
214,-29.891686682898957
215,-28.499778144399976
216,-24.426760902122684
217,-23.505957868202103
218,-19.853696019573967
219,-21.247500575249486
220,-34.51668536157888
221,-22.330323282506686
222,-19.66944771446805
223,-20.241104414914417
224,-20.787296691838158
225,-18.398788598174725
226,-19.66445648221375
227,-20.099387317031084
228,-22.137592238218375
229,-21.96172500701199
230,-22.266351389927262
231,-20.85106736952271
232,-19.466601398265663
233,-22.32641594790527
234,-19.642318552308705
235,-21.527730636285995
236,-25.410381966442035
237,-27.468757733015416
238,-22.106119787680456
239,-28.851615302830652
240,-23.626981637941643
241,-20.34971908632672
242,-19.58779096535836
243,-20.481256808941183
244,-19.171970764888925
245,-22.94444716783
246,-22.334358181131684
247,-22.258255945415847
248,-21.606250175782403
249,-20.14854735378713
250,-20.198222910853772
251,-21.866535094355118
252,-21.166324887397504
