tr,rms_db
0,-123.39378906865767
1,-26.370574169255562
2,-21.831444038407135
3,-21.543219986852225
4,-25.078616189625006
5,-22.813734551502055
6,-25.842942137809082
7,-26.53263570302829
8,-29.60342699080212
9,-22.932363039596552
10,-21.93148855036199
11,-32.36573164035098
12,-23.35485326039882
13,-30.43045150220963
14,-20.61339319476562
15,-17.81044221242119
16,-20.88911813607003
17,-23.827659102006976
18,-23.832265968419904
19,-28.642788363696482
20,-20.724886309390953
21,-21.526603263454163
22,-21.300273721814587
23,-19.819417744383202
24,-29.82743512749344
25,-23.13940835231987
26,-24.61400580627118
27,-24.529164413843972
28,-22.52218626389869
29,-19.843637886677772
30,-22.73563406666195
31,-22.1517214069025
32,-21.15431167358182
33,-24.11756228460133
34,-21.756452590485488
35,-26.83725598432785
36,-20.65845166690564
37,-24.119887973139637
38,-21.936501393498368
39,-22.689080800631242
40,-24.701897167145283
41,-29.723524748365058
42,-23.185322317361738
43,-27.181753923778306
44,-26.191283630343015
45,-24.26709321002688
46,-21.495641632151894
47,-24.155663231172078
48,-26.60430699082553
49,-26.84776231479458
50,-21.298083218716187
51,-24.36223445042441
52,-31.50556875328057
53,-45.070797584396956
54,-21.41317255143157
55,-18.87197426619078
56,-25.84556326847869
57,-25.165861470917342
58,-27.476404354758873
59,-24.923737967937907
60,-29.812362047050488
61,-27.367192091660257
62,-26.05073438216664
63,-26.717368975026172
64,-22.47396762373487
65,-20.97811389547614
66,-31.53688593599343
67,-29.576389499574912
68,-28.560584299487466
69,-20.030061934677846
70,-22.186610880686235
71,-180.0
72,-180.0
73,-180.0
74,-27.932404123821144
75,-21.64058630193043
76,-22.485609312891334
77,-21.80877860255867
78,-22.64461005984256
79,-22.66521805619014
80,-26.138236255106477
81,-28.329347725910754
82,-30.505596208227903
83,-22.911655224299302
84,-24.779609358379027
85,-27.190812798347356
86,-29.3762949335284
87,-21.36397052556201
88,-21.20118091463346
89,-25.022859295002227
90,-22.5326732836859
91,-23.44156718681065
92,-24.974139918203207
93,-24.106845324530735
94,-27.64354883748591
95,-27.419834359800173
96,-22.39314077263463
97,-20.275982951165243
98,-28.137828909243062
99,-29.077796076236964
100,-22.319262437237025
101,-21.058025908525508
102,-25.983149056738604
103,-23.768347232761585
104,-23.234124166267275
105,-24.291306534859082
106,-29.458059547286062
107,-26.49825619081267
108,-34.179894611391624
109,-23.49656648117029
110,-25.3979937794958
111,-25.199351500249243
112,-23.103575559414665
113,-29.211568471450036
114,-23.645431528643037
115,-22.76229899345275
116,-23.7248503514647
117,-23.044544043964372
118,-23.673265999582576
119,-24.189863884469425
120,-21.31894302305163
121,-28.547899519941822
122,-25.791796950599238
123,-25.73566110746498
124,-20.260310997224384
125,-20.842178722702585
126,-21.05530132566934
127,-22.07281493638404
128,-23.230665241173035
129,-22.568229964757585
130,-22.990724307783786
131,-23.740989084806262
132,-23.270736381416963
133,-22.89861298161789
134,-27.41934031632347
135,-22.839868187170254
136,-22.72340748578025
137,-22.768540615266566
138,-21.29853770024257
139,-22.62560025465462
140,-21.583539686281306
141,-21.294628773327688
142,-22.48548132936363
143,-21.89040329804562
144,-25.38415843090611
145,-20.335445346003528
146,-22.30821874691042
147,-23.207497612091675
148,-26.060083996476706
149,-22.255259202800232
150,-21.719169819205632
151,-25.204614879781854
152,-20.83919229969558
153,-21.433554615138355
154,-21.930692636491344
155,-25.554522575671108
156,-24.032695334045652
157,-20.680638172184935
158,-22.298680872675263
159,-23.144340333485303
160,-22.575839231697657
161,-27.721030832011685
162,-24.147912761654958
163,-24.840205262629365
164,-21.03075784074161
165,-24.073741511580387
166,-22.5689654714729
167,-23.10523881047109
168,-23.363423554344177
169,-19.607677616715698
170,-27.046886443257666
171,-20.86778703375499
172,-19.585098254744786
173,-21.612871751964562
174,-19.83276882562206
175,-19.978197619072265
176,-22.217105740876587
177,-20.967913859003005
178,-22.513345350712797
179,-24.26140396122793
180,-23.641742928957772
181,-24.26516849434605
182,-24.145694991190965
183,-23.713039344230534
184,-22.564593556521444
185,-28.3414997056683
186,-22.895908322744475
187,-23.741925390600574
188,-20.675430082964915
189,-23.854052680195768
190,-22.732604500035585
191,-23.631460145903063
192,-23.6390118201313
193,-25.451544184307412
194,-28.285472033958786
195,-23.73767573156787
196,-22.697896587751877
197,-27.879368905870198
198,-24.079860830017825
199,-26.559975972635787
200,-23.388488931789727
201,-28.66522128322312
202,-22.45552058174807
203,-25.002330664021585
204,-24.125418389473886
205,-25.409111929064068
206,-23.493106369600405
207,-24.089031925082075
208,-26.243696949406875
209,-27.93199630210386
210,-37.552716822449156
211,-40.28960603950449
212,-24.740275376239186
213,-19.679337675431068
214,-22.045250954157595
215,-23.652362181218134
216,-23.448942237702482
217,-28.38848770327732
218,-23.287814556266667
219,-23.606799650482174
