tr,rms_db
0,-28.802443765379934
1,-19.871107259682304
2,-21.419226913862413
3,-20.93242988667791
4,-24.72361401654983
5,-22.35682620379134
6,-23.580989217087897
7,-23.696500095449217
8,-23.12268802117994
9,-22.623127958126954
10,-21.27332374268892
11,-20.26554656824372
12,-20.4764656337004
13,-22.686217486726946
14,-21.537916482542908
15,-19.59683204650738
16,-24.061137439248693
17,-21.579001355837455
18,-22.17655376769876
19,-21.98397669883105
20,-30.27639429268836
21,-24.606826283987214
22,-20.680247110584435
23,-17.81005191303698
24,-17.980914266668552
25,-19.132227057270462
26,-21.41255545976319
27,-22.03097927410884
28,-20.43833727488945
29,-22.70829133280515
30,-24.883878825418158
31,-24.390838627138713
32,-23.53247526476059
33,-23.304477224662044
34,-22.833925867221193
35,-21.876772854677384
36,-22.883450003814776
37,-22.833761477995296
38,-23.077371592607832
39,-19.873321212364313
40,-20.12511457442318
41,-22.789065592271953
42,-27.20152140519381
43,-27.623871824088766
44,-25.191109509641958
45,-26.338801598842416
46,-25.93326637559369
47,-21.953875416273775
48,-22.186472457024998
49,-21.90668467794719
50,-20.811226969427807
51,-20.40514865019985
52,-18.44467228440243
53,-24.433326785122627
54,-28.3236725213489
55,-23.902896873350045
56,-25.257797197873465
57,-22.73231743692296
58,-29.305091357287306
59,-24.074181239855818
60,-24.94430365525293
61,-26.85698824684536
62,-22.524370447989778
63,-25.960018092041174
64,-28.415498029748907
65,-26.12546411900762
66,-42.346742639981336
67,-33.83872686488125
68,-31.02059142278163
69,-47.11424435278558
70,-33.64915324239517
71,-21.5645266269621
72,-18.032990110821764
73,-21.713298664718018
74,-20.486511551240643
75,-19.626887837360446
76,-24.556276810227455
77,-25.1599818323878
78,-22.37636493601807
79,-22.10817788227925
80,-24.136116183012813
81,-19.106199332395693
82,-20.05684101172815
83,-20.440815627340786
84,-25.969327989377497
85,-28.442250037088208
86,-21.844051545923556
87,-18.412028945807375
88,-20.667738142661864
89,-19.75389199184016
90,-19.907559933956936
91,-27.435080238827766
92,-29.145721758087863
93,-25.602452226372133
94,-20.10398134339796
95,-22.968076862440277
96,-25.9150099880495
97,-27.248428146782985
98,-25.350186574203875
99,-42.176400181376074
100,-31.811504740080995
101,-32.78818111133414
102,-24.046119974258666
103,-28.285419852976304
104,-22.023047234676852
105,-22.24903511022834
106,-18.97536661640108
107,-22.835055598679908
108,-22.256573384215184
109,-20.217155376053213
110,-22.507497594132616
111,-24.934275217961307
112,-23.700447602862216
113,-22.575694500085902
114,-23.052768268832544
