tr,vis_energy
0,6.891854763031006
1,29.20377540588379
2,14.503253936767578
3,14.276402473449707
4,5.832248210906982
5,11.090206146240234
6,2.462022542953491
7,8.004340171813965
8,7.75817346572876
9,7.880208492279053
10,3.955512046813965
11,11.165799140930176
12,16.113454818725586
13,6.859157562255859
14,8.169849395751953
15,7.371744632720947
16,7.134403705596924
17,4.536313533782959
18,6.213035583496094
19,5.220992565155029
20,12.808303833007812
21,30.73914909362793
22,28.837961196899414
23,5.439887523651123
24,18.855974197387695
25,11.449508666992188
26,9.892071723937988
27,2.9819154739379883
28,8.333044052124023
29,1.9950810670852661
30,9.913917541503906
31,6.006221294403076
32,15.470848083496094
33,11.5593900680542
34,3.1560328006744385
35,11.601127624511719
36,7.909794330596924
37,13.965276718139648
38,24.46940040588379
39,24.031248092651367
40,8.403862953186035
41,4.618127822875977
42,7.640625
43,4.66514778137207
44,3.26171875
45,10.293402671813965
46,11.033348083496094
47,10.934679985046387
48,10.749710083007812
49,4.848813533782959
50,8.45920181274414
51,5.578052520751953
52,6.9623847007751465
53,13.5734224319458
54,29.259260177612305
55,34.55338668823242
56,9.72359561920166
57,10.844544410705566
58,10.011935234069824
59,9.759476661682129
60,2.044126033782959
61,2.9115307331085205
62,2.9228298664093018
63,2.681206703186035
64,1.3445457220077515
65,8.67209243774414
66,2.236328125
67,14.681279182434082
68,9.709708213806152
69,6.931352138519287
70,0.0
71,0.0
72,0.0
73,0.0
74,12.362051963806152
75,9.508752822875977
76,13.695746421813965
77,14.165509223937988
78,3.230902671813965
79,12.432942390441895
80,3.824146270751953
81,7.9106621742248535
82,1.1867766380310059
83,1.117332100868225
84,7.041087627410889
85,11.419994354248047
86,11.157336235046387
87,10.93298625946045
88,20.528644561767578
89,13.438801765441895
90,18.460792541503906
91,7.565610408782959
92,23.530166625976562
93,8.89279556274414
94,5.3608222007751465
95,5.3588690757751465
96,12.0753755569458
97,22.324438095092773
98,7.27647590637207
99,12.219401359558105
100,8.4855318069458
101,9.818359375
102,15.229889869689941
103,6.559389591217041
104,4.125940322875977
105,11.608001708984375
106,11.4523286819458
107,8.018807411193848
108,5.330512046813965
109,12.926287651062012
110,2.75361704826355
111,1.2554254531860352
112,0.9884548187255859
113,24.976198196411133
114,19.15386390686035
115,11.748770713806152
116,6.737123966217041
117,12.891926765441895
118,11.40046215057373
119,9.337456703186035
120,16.388601303100586
121,9.847801208496094
122,11.169198036193848
123,15.604166984558105
124,5.077401638031006
125,2.749276876449585
126,1.914207100868225
127,9.444371223449707
128,9.367621421813965
129,10.178892135620117
130,4.5665507316589355
131,8.897713661193848
132,8.25
133,11.099754333496094
134,8.989367485046387
135,8.2296724319458
136,5.114294052124023
137,1.8893228769302368
138,1.8023003339767456
139,1.5081743001937866
140,1.6750578880310059
141,7.106337070465088
142,0.8695023059844971
143,0.8838252425193787
144,7.7173027992248535
145,13.456524848937988
146,7.92491340637207
147,13.488788604736328
148,18.429542541503906
149,13.145904541015625
150,23.1253604888916
151,18.202184677124023
152,25.4984073638916
153,25.97395896911621
154,12.483145713806152
155,2.4008970260620117
156,1.2992621660232544
157,9.652777671813965
158,9.26750659942627
159,3.9563801288604736
160,2.7481915950775146
161,4.364872932434082
162,5.892968654632568
163,4.742910861968994
164,9.358796119689941
165,19.852502822875977
166,18.64887046813965
167,12.953414916992188
168,4.855034828186035
169,18.74566078186035
170,7.2837815284729
171,11.486039161682129
172,10.1827974319458
173,13.941765785217285
174,12.510272026062012
175,4.067564010620117
176,4.587239742279053
177,10.754775047302246
178,9.823060989379883
179,3.26728892326355
180,9.736328125
181,3.639539957046509
182,4.575159549713135
183,4.2837815284729
184,13.883681297302246
185,6.413267135620117
186,3.595775604248047
187,3.1032986640930176
188,4.557002544403076
189,3.042173147201538
190,6.427806854248047
191,6.812138080596924
192,16.383752822875977
193,10.0343599319458
194,5.709780216217041
195,14.899811744689941
196,16.142723083496094
197,10.902633666992188
198,2.982855796813965
199,1.7743057012557983
200,3.9211513996124268
201,10.698928833007812
202,22.697555541992188
203,11.02466869354248
204,11.156973838806152
205,4.903428554534912
206,14.62717056274414
207,8.84071159362793
208,5.3729023933410645
209,11.065464973449707
210,7.633462905883789
211,10.124348640441895
212,5.437413215637207
213,3.2293834686279297
214,13.024231910705566
215,14.0886869430542
216,2.571108102798462
217,8.526909828186035
218,14.452908515930176
219,18.020687103271484
220,8.557943344116211
221,12.371670722961426
222,6.133463382720947
223,10.510416984558105
224,8.452618598937988
225,8.306350708007812
226,3.6317996978759766
227,9.217013359069824
228,11.245803833007812
229,10.842085838317871
230,3.6610240936279297
231,7.504051208496094
232,11.23828125
233,3.07392954826355
234,4.7525315284729
235,13.091290473937988
236,5.1321611404418945
237,6.916319370269775
238,11.272712707519531
239,7.4965996742248535
240,14.781756401062012
241,13.012804985046387
242,10.284360885620117
243,4.486327648162842
244,3.438946485519409
245,9.848885536193848
246,9.935763359069824
247,15.944083213806152
248,11.598090171813965
249,15.673684120178223
250,17.463830947875977
251,15.28834056854248
252,14.779441833496094
253,12.117621421813965
254,10.402054786682129
255,2.4100117683410645
256,7.920283794403076
257,10.974464416503906
258,15.1378755569458
259,7.431858062744141
260,16.201459884643555
261,14.557219505310059
